game_id,team,side,decimal,model_prob,fair_prob,edge_pp,ev_per_$1,tier,signals,stake_u
823878,MIA,home,1.763,0.625,0.5548,7.02,0.1022,PLATINUM,"F1_xera_gap=3.09, F4_our_sp_unlucky=5.80",1.0
