game_id,game_date,side,team,decimal,prob,fair,edge_pp,ev,tier,signals,stake,won,pnl,bankroll,season
718365,2023-04-30,away,LAA,2.08,0.5040907859802246,0.457381446819913,4.670933916031162,0.0485088348388672,PLATINUM,"F2_xwoba_gap=0.022, F4_our_sp_unlucky=4.32",0.3368669086032447,True,0.3638162612915043,100.3638162612915,2023
718341,2023-05-02,home,BOS,2.1,0.5003947019577026,0.4492955554180023,5.109914653970033,0.0508288741111755,PLATINUM,"F1_xera_gap=1.49, F4_our_sp_unlucky=6.53",0.3478213487769775,True,0.3826034836546753,100.74641974494618,2023
718338,2023-05-02,away,LAA,2.27,0.5040907859802246,0.4085302570488203,9.556052893140432,0.1442860841751099,PLATINUM,"F1_xera_gap=1.90, F4_our_sp_unlucky=2.74",0.8584432913185192,True,1.0902229799745191,101.8366427249207,2023
718327,2023-05-03,away,PHI,2.3,0.5040907859802246,0.3997390010246759,10.435178495554863,0.1594088077545165,PLATINUM,"F3_swing_take_gap=6940.6, F4_our_sp_unlucky=4.62",0.936557180913592,False,-0.936557180913592,100.9000855440071,2023
718348,2023-05-03,home,DET,2.825,0.5003947019577026,0.3069877899168898,19.34069120408128,0.41361503303051,PLATINUM,"F1_xera_gap=1.77, F4_our_sp_unlucky=3.23, F4_opp_sp_lucky=-2.94",1.5135012831601065,True,2.7621398417671945,103.66222538577428,2023
718315,2023-05-03,home,COL,2.43,0.5003947019577026,0.3766148506754569,12.377985128224566,0.2159591257572173,PLATINUM,"F1_xera_gap=3.40, F4_our_sp_unlucky=3.95",1.174133054284586,True,1.6790102676269576,105.34123565340126,2023
718323,2023-05-03,home,BOS,2.255,0.5003947019577026,0.4113075813141787,8.908712064352391,0.1283900529146193,PLATINUM,"F1_xera_gap=1.05, F4_our_sp_unlucky=1.29",0.8082529971891379,True,1.014357511472368,106.35559316487362,2023
718308,2023-05-04,home,MIA,2.95,0.5003947019577026,0.2830606486178735,21.733405333982915,0.4761643707752229,PLATINUM,"F1_xera_gap=4.93, F4_our_sp_unlucky=2.47",1.5953338974731044,False,-1.5953338974731044,104.76025926740051,2023
718275,2023-05-06,away,TEX,2.2,0.5040907859802246,0.4240863643967016,8.000442158352294,0.1089997291564942,DIAMOND,"F1_xera_gap=2.32, F3_swing_take_gap=548.1, F4_our_sp_unlucky=4.62",2.3789249763564104,True,2.854709971627693,107.6149692390282,2023
718283,2023-05-06,away,BAL,3.05,0.5040907859802246,0.2780549896407723,22.603579633945227,0.5374768972396851,PLATINUM,"F3_swing_take_gap=2607.7, F4_our_sp_unlucky=5.35",1.614224538585423,False,-1.614224538585423,106.0007447004428,2023
718286,2023-05-06,home,PIT,2.17,0.5003947019577026,0.4304150384234129,6.9979663534289696,0.0858565032482147,PLATINUM,"F1_xera_gap=2.73, F4_our_sp_unlucky=4.48",0.5833880308773555,False,-0.5833880308773555,105.41735666956544,2023
718287,2023-05-06,away,MIL,2.1047826086956523,0.5040907859802246,0.4525101691686699,5.158061681155468,0.0610015195348988,PLATINUM,"F3_swing_take_gap=2913.7, F4_our_sp_unlucky=2.73",0.4365532339743376,False,-0.4365532339743376,104.9808034355911,2023
718290,2023-05-06,home,NYM,3.925,0.5003947019577026,0.1890324147264603,31.136228723124223,0.9640492051839828,PLATINUM,"F1_xera_gap=1.30, F3_swing_take_gap=2511.1",1.5747120515338664,False,-1.5747120515338664,103.40609138405723,2023
