game_pk,matchup,news_sp_late_scratch_home,news_sp_late_scratch_away,news_anchor_sp_home_id,news_anchor_sp_away_id,news_current_sp_home_id,news_current_sp_away_id,news_ump_plate_id,news_ump_plate_name,news_ump_bias_pp,news_bullpen_short_home,news_bullpen_short_away,news_anchor_home_decimal,news_current_home_decimal,news_line_move_home_bps,news_il_placements_home,news_il_placements_away,news_il_player_names_home,news_il_player_names_away,news_lineup_scratches_home,news_lineup_scratches_away,news_regular_scratches_home,news_regular_scratches_away,news_model_prob_delta,news_tier_demotion_steps,news_rationale,news_rules_fired
824820,CHC @ BAL,False,False,669358,571510,669358,571510,,,0.0,False,False,2.08,2.08,0,2,3,"Keegan Akin, Ryan Helsley","Hoby Milner, Ethan Roberts, Matt Shaw",0,0,0,0,0.005999999999999998,0,"home 2 IL placement(s) (Keegan Akin, Ryan Helsley) -> -1.80pp | away 3 IL placement(s) (Hoby Milner, Ethan Roberts, Matt Shaw) -> +2.40pp",il_placement_home;il_placement_away
824254,OAK @ DET,False,False,669373,669372,669373,669372,,,0.0,False,False,1.5747126436781609,1.5747126436781609,0,1,2,Will Vest,"Tyler Soderstrom, Jacob Wilson",0,0,0,0,0.006000000000000002,0,"home 1 IL placement(s) (Will Vest) -> -1.20pp | away 2 IL placement(s) (Tyler Soderstrom, Jacob Wilson) -> +1.80pp",il_placement_home;il_placement_away
822713,HOU @ WSH,False,False,674841,837227,674841,837227,,,0.0,False,True,1.8695652173913042,1.8695652173913042,0,2,1,"Mitchell Parker, Richard Lovelady",Jeremy Peña,0,0,0,0,0.008999999999999998,0,"away bullpen short -> 1.5pp toward home | home 2 IL placement(s) (Mitchell Parker, Richard Lovelady) -> -1.80pp | away 1 IL placement(s) (Jeremy Peña) -> +1.20pp",bullpen_short_away;il_placement_home;il_placement_away
823687,CLE @ MIN,False,False,671737,676282,671737,676282,,,0.0,False,True,1.9803921568627452,1.9803921568627452,0,1,0,Anthony Banda,,0,0,0,0,0.002999999999999999,0,away bullpen short -> 1.5pp toward home | home 1 IL placement(s) (Anthony Banda) -> -1.20pp,bullpen_short_away;il_placement_home
824579,BOS @ CHW,False,False,702273,801139,702273,801139,,,0.0,False,False,2.04,2.04,0,0,1,,Connelly Early,0,0,0,0,0.012,0,away 1 IL placement(s) (Connelly Early) -> +1.20pp,il_placement_away
822881,LAA @ TEX,False,False,594798,667755,594798,667755,,,0.0,False,False,1.7092198581560285,1.7092198581560285,0,3,0,"Wyatt Langford, Corey Seager, Jakob Junis",,0,0,0,0,-0.024,0,"home 3 IL placement(s) (Wyatt Langford, Corey Seager, Jakob Junis) -> -2.40pp",il_placement_home
823929,COL @ LAD,False,False,680736,547179,680736,547179,,,0.0,False,True,1.4807692307692308,1.4807692307692308,0,0,2,,"Tomoyuki Sugano, Seth Halvorsen",0,0,0,0,0.033,0,"away bullpen short -> 1.5pp toward home | away 2 IL placement(s) (Tomoyuki Sugano, Seth Halvorsen) -> +1.80pp",bullpen_short_away;il_placement_away
