game_pk,matchup,news_sp_late_scratch_home,news_sp_late_scratch_away,news_anchor_sp_home_id,news_anchor_sp_away_id,news_current_sp_home_id,news_current_sp_away_id,news_ump_plate_id,news_ump_plate_name,news_ump_bias_pp,news_bullpen_short_home,news_bullpen_short_away,news_anchor_home_decimal,news_current_home_decimal,news_line_move_home_bps,news_il_placements_home,news_il_placements_away,news_il_player_names_home,news_il_player_names_away,news_lineup_scratches_home,news_lineup_scratches_away,news_regular_scratches_home,news_regular_scratches_away,news_model_prob_delta,news_tier_demotion_steps,news_rationale,news_rules_fired
823359,ATL @ PIT,False,False,656605,693821,656605,693821,,,0.0,False,True,2.1100000000000003,2.1100000000000003,0,3,2,"Evan Sisk, Konnor Griffin, Endy Rodríguez","Ha-Seong Kim, Martín Pérez",0,0,0,0,0.009000000000000001,0,"away bullpen short -> 1.5pp toward home | home 3 IL placement(s) (Evan Sisk, Konnor Griffin, Endy Rodríguez) -> -2.40pp | away 2 IL placement(s) (Ha-Seong Kim, Martín Pérez) -> +1.80pp",bullpen_short_away;il_placement_home;il_placement_away
823606,KC @ NYM,False,False,640455,608379,640455,608379,,,0.0,True,False,1.7692307692307692,1.7692307692307692,0,1,2,Austin Warren,"Kris Bubic, Connor Seabold",0,0,0,0,-0.008999999999999998,0,"home bullpen short -> 1.5pp toward away | home 1 IL placement(s) (Austin Warren) -> -1.20pp | away 2 IL placement(s) (Kris Bubic, Connor Seabold) -> +1.80pp",bullpen_short_home;il_placement_home;il_placement_away
824816,CHC @ BAL,False,False,669432,656849,669432,656849,,,0.0,False,False,1.8333333333333335,1.8333333333333335,0,2,2,"Keegan Akin, Ryan Helsley","Ethan Roberts, Matt Shaw",0,0,0,0,0.0,0,"home 2 IL placement(s) (Keegan Akin, Ryan Helsley) -> -1.80pp | away 2 IL placement(s) (Ethan Roberts, Matt Shaw) -> +1.80pp",il_placement_home;il_placement_away
823683,CLE @ MIN,False,False,641927,668909,641927,668909,,,0.0,False,True,2.15,2.15,0,3,0,"Anthony Banda, Byron Buxton, Marco Raya",,0,0,0,0,-0.009000000000000001,0,"away bullpen short -> 1.5pp toward home | home 3 IL placement(s) (Anthony Banda, Byron Buxton, Marco Raya) -> -2.40pp",bullpen_short_away;il_placement_home
824577,BOS @ CHW,False,False,641743,663776,641743,663776,,,0.0,False,False,1.9433962264150944,1.9433962264150944,0,0,1,,Connelly Early,0,0,0,0,0.012,0,away 1 IL placement(s) (Connelly Early) -> +1.20pp,il_placement_away
824251,OAK @ DET,False,False,664285,678022,664285,678022,,,0.0,False,False,1.7692307692307692,1.7692307692307692,0,1,2,Will Vest,"Tyler Soderstrom, Jacob Wilson",0,0,0,0,0.006000000000000002,0,"home 1 IL placement(s) (Will Vest) -> -1.20pp | away 2 IL placement(s) (Tyler Soderstrom, Jacob Wilson) -> +1.80pp",il_placement_home;il_placement_away
823846,SEA @ MIA,False,False,676083,682243,676083,682243,,,0.0,True,False,2.35,2.35,0,1,2,Anthony Bender,"Rob Refsnyder, Julio Rodríguez",0,0,0,0,-0.008999999999999998,0,"home bullpen short -> 1.5pp toward away | home 1 IL placement(s) (Anthony Bender) -> -1.20pp | away 2 IL placement(s) (Rob Refsnyder, Julio Rodríguez) -> +1.80pp",bullpen_short_home;il_placement_home;il_placement_away
824494,PHI @ CIN,False,False,663903,666200,663903,666200,,,0.0,False,False,2.5300000000000002,2.5300000000000002,0,1,1,Dane Myers,Lou Trivino III,0,0,0,0,0.0,0,home 1 IL placement(s) (Dane Myers) -> -1.20pp | away 1 IL placement(s) (Lou Trivino III) -> +1.20pp,il_placement_home;il_placement_away
823034,MIL @ STL,False,False,669467,701656,669467,701656,,,0.0,False,False,2.2,2.2,0,1,2,Max Rajcic,"Brandon Woodruff, David Hamilton",0,0,0,0,0.006000000000000002,0,"home 1 IL placement(s) (Max Rajcic) -> -1.20pp | away 2 IL placement(s) (Brandon Woodruff, David Hamilton) -> +1.80pp",il_placement_home;il_placement_away
822877,LAA @ TEX,False,False,543135,672282,543135,672282,,,0.0,False,False,1.7407407407407407,1.7407407407407407,0,2,0,"Corey Seager, Jakob Junis",,0,0,0,0,-0.018000000000000002,0,"home 2 IL placement(s) (Corey Seager, Jakob Junis) -> -1.80pp",il_placement_home
823277,ARI @ SD,False,False,656288,518876,656288,518876,,,0.0,False,False,1.8695652173913042,1.8695652173913042,0,5,0,"David Morgan, Jason Adam, Randy Vásquez, Freddy Fermin, Samad Taylor",,0,0,0,0,-0.03,0,"home 5 IL placement(s) (David Morgan, Jason Adam, Randy Vásquez, Freddy Fermin, Samad Taylor) -> -3.00pp",il_placement_home
