game_id,game_date,home_team,away_team,total_line,pred_runs,actual_runs,edge_runs,side,decimal,our_prob,book_fair,stake,outcome,pnl,bankroll
718376,2023-04-29,MIL,LAA,8.75,9.94,12.0,1.19,over,1.87,0.5369,0.5131,0.085,win,0.074,100.074
718372,2023-04-29,HOU,PHI,7.5,9.36,7.0,1.86,over,2.0,0.511,0.4737,0.44,loss,-0.44,99.635
718378,2023-04-29,MIN,KC,7.75,10.09,5.0,2.34,over,1.871,0.5584,0.5116,1.026,loss,-1.026,98.608
718384,2023-04-29,SD,SF,15.5,9.55,27.0,5.95,under,1.909,0.6,0.5,3.155,loss,-3.155,95.453
718399,2023-04-29,WSH,PIT,9.0,7.91,17.0,1.09,under,1.87,0.535,0.5131,0.005,loss,-0.005,95.448
718368,2023-04-30,SD,SF,14.0,7.34,10.0,6.66,under,1.833,0.6162,0.5162,2.971,win,2.476,97.924
718367,2023-04-30,WSH,PIT,10.0,7.56,9.0,2.44,under,1.917,0.5352,0.4865,0.561,win,0.515,98.439
718365,2023-04-30,MIL,LAA,9.5,6.55,3.0,2.95,under,1.833,0.5853,0.5263,1.468,win,1.223,99.662
718349,2023-05-01,WSH,CHC,8.5,5.1,6.0,3.4,under,1.877,0.5791,0.5112,1.978,win,1.735,101.397
718361,2023-05-01,NYM,ATL,5.5,8.08,8.0,2.58,over,2.14,0.4798,0.4283,0.477,win,0.544,101.941
718353,2023-05-01,BOS,TOR,10.0,13.66,11.0,3.66,over,1.952,0.5601,0.4869,2.001,win,1.905,103.846
718351,2023-05-01,NYY,CLE,8.5,6.16,5.0,2.34,under,1.87,0.5599,0.5131,0.545,win,0.474,104.32
718338,2023-05-02,STL,LAA,8.5,6.03,6.0,2.47,under,1.962,0.5349,0.4855,1.066,win,1.025,105.345
718346,2023-05-02,MIA,ATL,8.0,9.51,6.0,1.51,over,1.952,0.5172,0.4869,0.215,loss,-0.215,105.13
718347,2023-05-02,TB,PIT,8.5,10.08,5.0,1.58,over,1.87,0.5446,0.5131,0.44,loss,-0.44,104.689
718339,2023-05-02,NYY,CLE,7.0,5.4,6.0,1.6,under,1.909,0.532,0.5,0.359,win,0.326,105.015
718335,2023-05-02,SD,CIN,8.5,5.36,3.0,3.14,under,1.952,0.5498,0.4869,1.619,win,1.542,106.557
718341,2023-05-02,BOS,TOR,9.5,11.22,13.0,1.72,over,1.952,0.5277,0.4932,0.678,win,0.645,107.202
718320,2023-05-03,STL,LAA,7.5,9.08,10.0,1.58,over,1.909,0.5316,0.5,0.351,win,0.319,107.521
718315,2023-05-03,COL,MIL,11.0,12.7,8.0,1.7,over,1.909,0.534,0.5,0.459,loss,-0.459,107.063
718333,2023-05-03,WSH,CHC,8.0,9.47,3.0,1.47,over,1.971,0.5099,0.4805,0.11,loss,-0.11,106.952
718324,2023-05-03,NYY,CLE,7.5,4.56,7.0,2.94,under,1.952,0.5457,0.4869,1.468,win,1.398,108.35
718326,2023-05-03,HOU,SF,8.0,9.79,6.0,1.79,over,1.893,0.5453,0.5094,0.779,loss,-0.779,107.572
718328,2023-05-03,TB,PIT,7.0,10.82,9.0,3.82,over,1.833,0.6026,0.5263,1.833,win,1.527,109.099
718309,2023-05-04,TB,PIT,8.5,10.6,5.0,2.1,over,1.952,0.5326,0.4906,0.912,loss,-0.912,108.187
718316,2023-05-04,BOS,TOR,8.5,11.43,16.0,2.93,over,1.87,0.5718,0.5131,1.716,win,1.492,109.68
718313,2023-05-04,COL,MIL,12.0,10.7,15.0,1.3,under,1.87,0.5391,0.5131,0.198,loss,-0.198,109.482
718306,2023-05-05,CLE,MIN,8.5,9.99,2.0,1.49,over,1.847,0.5465,0.5167,0.249,loss,-0.249,109.233
718302,2023-05-05,NYM,COL,8.0,4.26,1.0,3.74,under,1.952,0.5618,0.4869,2.222,win,2.116,111.349
718307,2023-05-05,PIT,TOR,9.0,7.22,4.0,1.78,under,1.87,0.5486,0.5131,0.658,win,0.573,111.922
718298,2023-05-05,ATL,BAL,8.5,7.38,13.0,1.12,under,1.87,0.5355,0.5131,0.032,loss,-0.032,111.89
718303,2023-05-05,CHC,MIA,9.0,6.37,5.0,2.63,under,1.871,0.5621,0.5095,1.333,win,1.161,113.051
718285,2023-05-06,CLE,MIN,7.5,9.28,7.0,1.78,over,2.02,0.5052,0.4696,0.455,loss,-0.455,112.596
718289,2023-05-06,CHC,MIA,9.0,7.67,6.0,1.33,under,1.909,0.5266,0.5,0.134,win,0.122,112.718
718287,2023-05-06,SF,MIL,8.25,5.77,5.0,2.48,under,1.897,0.5543,0.5046,1.291,win,1.158,113.876
718286,2023-05-06,PIT,TOR,8.5,10.93,10.0,2.43,over,1.905,0.5532,0.5047,1.356,win,1.227,115.103
718283,2023-05-06,ATL,BAL,8.0,5.47,9.0,2.53,under,1.962,0.5342,0.4837,1.146,loss,-1.146,113.956
718291,2023-05-06,TB,NYY,4.5,9.13,5.0,4.63,over,1.952,0.5601,0.4675,0.619,win,0.589,114.546
718273,2023-05-07,CLE,MIN,8.0,13.1,2.0,5.1,over,1.952,0.5869,0.4869,3.509,loss,-3.509,111.037
718272,2023-05-07,STL,DET,9.0,5.05,18.0,3.95,under,1.931,0.5756,0.4966,1.491,loss,-1.491,109.546
718257,2023-05-08,MIL,LAD,8.5,7.34,12.0,1.16,under,1.917,0.5219,0.4987,0.016,loss,-0.016,109.53
718256,2023-05-08,CHC,STL,7.5,8.99,4.0,1.49,over,2.02,0.4982,0.4685,0.137,loss,-0.137,109.393
718243,2023-05-09,CIN,NYM,10.5,13.67,13.0,3.17,over,1.917,0.5622,0.4987,1.857,win,1.704,111.097
718250,2023-05-09,SF,WSH,8.5,6.05,5.0,2.45,under,1.917,0.5478,0.4987,1.218,win,1.118,112.215
718241,2023-05-09,MIL,LAD,9.5,7.6,8.0,1.9,under,1.893,0.5431,0.5052,0.706,win,0.63,112.845
718239,2023-05-09,SEA,TEX,7.5,9.26,5.0,1.76,over,1.87,0.5483,0.5131,0.651,loss,-0.651,112.194
718237,2023-05-09,LAA,HOU,9.0,6.23,4.0,2.77,under,1.87,0.5684,0.5131,0.568,win,0.494,112.688
718235,2023-05-10,LAA,HOU,8.0,6.42,9.0,1.58,under,1.87,0.5447,0.5131,0.478,loss,-0.478,112.21
718234,2023-05-10,CLE,DET,7.5,6.07,5.0,1.43,under,1.909,0.5285,0.5,0.223,win,0.202,112.412
718233,2023-05-10,PHI,TOR,3.5,12.53,3.0,9.03,over,2.22,0.5096,0.4096,2.422,loss,-2.422,109.991
718224,2023-05-10,MIN,SD,8.5,5.46,7.0,3.04,under,2.0,0.5369,0.476,1.623,win,1.623,111.613
718220,2023-05-10,ATL,BOS,9.5,8.22,7.0,1.28,under,1.913,0.5249,0.4993,0.105,win,0.096,111.709
718225,2023-05-10,CIN,NYM,9.0,11.49,3.0,2.49,over,1.87,0.5629,0.5131,0.15,loss,-0.15,111.559
718216,2023-05-11,MIN,SD,8.5,11.06,8.0,2.56,over,1.952,0.5382,0.4869,1.188,loss,-1.188,110.371
718214,2023-05-12,WSH,NYM,9.0,11.57,5.0,2.57,over,1.935,0.5447,0.4934,1.271,loss,-1.271,109.1
718212,2023-05-12,MIA,CIN,7.5,9.19,11.0,1.69,over,1.901,0.5378,0.504,0.539,win,0.485,109.585
718206,2023-05-12,TOR,ATL,8.5,10.17,3.0,1.67,over,1.935,0.5294,0.496,0.566,loss,-0.566,109.019
718205,2023-05-12,CLE,LAA,8.5,10.88,9.0,2.38,over,1.87,0.5607,0.5131,1.209,win,1.051,110.071
718196,2023-05-13,BOS,STL,5.5,9.08,7.0,3.58,over,2.06,0.5173,0.4457,1.362,win,1.444,111.514
718198,2023-05-13,MIA,CIN,7.0,5.37,11.0,1.63,under,1.909,0.5326,0.5,0.412,loss,-0.412,111.103
718197,2023-05-13,NYY,TB,8.0,9.42,17.0,1.42,over,1.976,0.5092,0.4808,0.141,win,0.138,111.241
