game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units,book,pred_runs_bvp_adjusted,total_runs_delta,home_runs_delta,away_runs_delta,home_bvp_n_pa,away_bvp_n_pa,home_bvp_ops_shrunk,away_bvp_ops_shrunk,bvp_signal_strength,player_aware_signal,pred_winp_mc,pred_runs_mc
2026-06-26,PIT,CIN,7.5,8.8,1.3,over,1.877,0.5466,0.5207,0.6,pinnacle,8.8,0.005,0.037,-0.032,42.0,63.0,0.728,0.7136,11.667,"{""lineup_xwoba_h"":0.302,""lineup_xwoba_a"":0.321,""lineup_wrcplus_h"":105.0,""lineup_wrcplus_a"":108.0,""bvp_pa_total"":105,""bvp_delta_runs"":0.005}",0.4979,7.67
2026-06-26,BAL,WSH,9.0,9.54,0.54,over,1.943,0.5108,0.5,0.0,pinnacle,9.67,0.133,0.014,0.119,12.0,33.0,0.7304,0.7524,5.0,"{""lineup_xwoba_h"":0.319,""lineup_xwoba_a"":0.323,""lineup_wrcplus_h"":106.0,""lineup_wrcplus_a"":105.0,""bvp_pa_total"":45,""bvp_delta_runs"":0.133}",0.4941,8.06
2026-06-26,CLE,SEA,7.5,9.13,1.63,over,1.877,0.5548,0.5222,0.94,pinnacle,9.19,0.065,0.053,0.012,31.0,16.0,0.7354,0.727,5.222,"{""lineup_xwoba_h"":0.3,""lineup_xwoba_a"":0.317,""lineup_wrcplus_h"":110.0,""lineup_wrcplus_a"":105.0,""bvp_pa_total"":47,""bvp_delta_runs"":0.065}",0.4979,7.67
2026-06-26,BOS,NYY,8.5,7.7,0.8,under,2.0,0.4981,0.4821,0.0,pinnacle,7.72,0.028,0.017,0.011,18.0,7.0,0.7287,0.734,2.778,"{""lineup_xwoba_h"":0.298,""lineup_xwoba_a"":0.313,""lineup_wrcplus_h"":101.0,""lineup_wrcplus_a"":116.0,""bvp_pa_total"":25,""bvp_delta_runs"":0.028}",0.4871,8.74
2026-06-26,CHW,KC,8.5,9.09,0.59,over,1.847,0.5434,0.5315,0.09,pinnacle,9.1,0.005,0.005,0.0,5.0,0.0,0.7286,0.73,0.556,"{""lineup_xwoba_h"":0.336,""lineup_xwoba_a"":0.312,""lineup_wrcplus_h"":110.0,""lineup_wrcplus_a"":100.0,""bvp_pa_total"":5,""bvp_delta_runs"":0.005}",0.4897,8.17
2026-06-26,MIL,CHC,7.0,7.96,0.96,over,1.917,0.5275,0.5083,0.25,pinnacle,7.97,0.011,0.106,-0.095,32.0,47.0,0.7497,0.701,8.778,"{""lineup_xwoba_h"":0.33,""lineup_xwoba_a"":0.332,""lineup_wrcplus_h"":120.0,""lineup_wrcplus_a"":117.0,""bvp_pa_total"":79,""bvp_delta_runs"":0.011}",0.5013,7.87
2026-06-26,MIN,COL,,11.09,,,,,,,,11.12,0.03,0.03,0.0,16.0,28.0,0.7371,0.7201,4.889,"{""lineup_xwoba_h"":0.32,""lineup_xwoba_a"":0.322,""lineup_wrcplus_h"":115.0,""lineup_wrcplus_a"":115.0,""bvp_pa_total"":44,""bvp_delta_runs"":0.03}",0.5013,7.87
2026-06-26,STL,MIA,,7.09,,,,,,,,7.12,0.032,0.0,0.032,23.0,25.0,0.7201,0.7314,5.333,"{""lineup_xwoba_h"":0.325,""lineup_xwoba_a"":0.326,""lineup_wrcplus_h"":110.0,""lineup_wrcplus_a"":105.0,""bvp_pa_total"":48,""bvp_delta_runs"":0.032}",0.5035,7.77
2026-06-26,LAA,OAK,,9.69,,,,,,,,9.69,0.006,0.006,0.0,58.0,0.0,0.7212,0.72,6.444,"{""lineup_xwoba_h"":0.305,""lineup_xwoba_a"":0.318,""lineup_wrcplus_h"":105.0,""lineup_wrcplus_a"":114.0,""bvp_pa_total"":58,""bvp_delta_runs"":0.006}",,
2026-06-26,SD,LAD,,9.53,,,,,,,,9.55,0.014,0.0,0.014,0.0,33.0,0.73,0.7237,3.667,"{""lineup_xwoba_h"":0.312,""lineup_xwoba_a"":0.351,""lineup_wrcplus_h"":101.0,""lineup_wrcplus_a"":119.0,""bvp_pa_total"":33,""bvp_delta_runs"":0.014}",0.4964,7.36
