game_id,team,side,decimal,model_prob,fair_prob,edge_pp,ev_per_$1,tier,signals,stake_u
823956,LAD,home,1.508,0.7181,0.6562,6.19,0.0827,PLATINUM,"F2_xwoba_gap=0.035, F3_swing_take_gap=6604.5",1.22
