game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units,book,pred_runs_bvp_adjusted,total_runs_delta,home_runs_delta,away_runs_delta,home_bvp_n_pa,away_bvp_n_pa,home_bvp_ops_shrunk,away_bvp_ops_shrunk,bvp_signal_strength,player_aware_signal,pred_winp_mc,pred_runs_mc
2026-07-01,BAL,CHW,,9.08,,,,,,,,9.11,0.024,0.0,0.024,6.0,24.0,0.7206,0.729,3.333,"{""lineup_xwoba_h"":0.299,""lineup_xwoba_a"":0.335,""lineup_wrcplus_h"":99.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":30,""bvp_delta_runs"":0.024}",0.4941,8.06
2026-07-01,CLE,TEX,8.0,8.92,0.92,over,1.952,0.5054,0.4869,0.0,bovada,8.73,-0.191,-0.018,-0.173,32.0,112.0,0.7149,0.6853,16.0,"{""lineup_xwoba_h"":0.294,""lineup_xwoba_a"":0.311,""lineup_wrcplus_h"":98.0,""lineup_wrcplus_a"":108.0,""bvp_pa_total"":144,""bvp_delta_runs"":-0.191}",0.4979,7.67
2026-07-01,BOS,WSH,9.5,8.18,1.32,under,2.0,0.5,0.4737,0.0,bovada,8.21,0.022,0.015,0.007,11.0,4.0,0.7321,0.7366,1.667,"{""lineup_xwoba_h"":0.313,""lineup_xwoba_a"":0.32,""lineup_wrcplus_h"":103.0,""lineup_wrcplus_a"":102.0,""bvp_pa_total"":15,""bvp_delta_runs"":0.022}",0.4871,8.74
2026-07-01,NYY,DET,9.5,9.98,0.48,over,1.909,0.5097,0.5,0.0,bovada,9.82,-0.167,-0.018,-0.149,28.0,38.0,0.7142,0.6848,7.333,"{""lineup_xwoba_h"":0.308,""lineup_xwoba_a"":0.321,""lineup_wrcplus_h"":114.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":66,""bvp_delta_runs"":-0.167}",0.4897,8.17
2026-07-01,CHC,SD,,9.13,,,,,,,,9.58,0.45,0.451,-0.001,85.0,7.0,0.8101,0.7189,10.222,"{""lineup_xwoba_h"":0.328,""lineup_xwoba_a"":0.315,""lineup_wrcplus_h"":112.0,""lineup_wrcplus_a"":100.0,""bvp_pa_total"":92,""bvp_delta_runs"":0.45}",0.4941,8.06
2026-07-01,ATL,STL,9.0,9.39,0.39,over,1.926,0.5133,0.5056,0.0,pinnacle,9.39,0.006,0.005,0.001,5.0,7.0,0.7286,0.7213,1.333,"{""lineup_xwoba_h"":0.327,""lineup_xwoba_a"":0.319,""lineup_wrcplus_h"":110.0,""lineup_wrcplus_a"":107.0,""bvp_pa_total"":12,""bvp_delta_runs"":0.006}",0.4937,7.99
2026-07-01,KC,TB,10.5,8.98,1.52,under,1.98,0.5192,0.4889,0.58,pinnacle,9.32,0.333,0.121,0.212,38.0,52.0,0.7487,0.7624,10.0,"{""lineup_xwoba_h"":0.327,""lineup_xwoba_a"":0.325,""lineup_wrcplus_h"":109.0,""lineup_wrcplus_a"":118.0,""bvp_pa_total"":90,""bvp_delta_runs"":0.333}",0.4979,7.67
2026-07-01,HOU,MIN,,9.12,,,,,,,,9.17,0.053,0.025,0.028,50.0,12.0,0.725,0.7412,6.889,"{""lineup_xwoba_h"":0.319,""lineup_xwoba_a"":0.314,""lineup_wrcplus_h"":110.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":62,""bvp_delta_runs"":0.053}",0.5035,7.77
2026-07-01,MIL,CIN,,8.58,,,,,,,,8.71,0.13,0.106,0.024,62.0,15.0,0.7412,0.7344,8.556,"{""lineup_xwoba_h"":0.294,""lineup_xwoba_a"":0.313,""lineup_wrcplus_h"":102.0,""lineup_wrcplus_a"":117.0,""bvp_pa_total"":77,""bvp_delta_runs"":0.13}",0.5013,7.87
2026-07-01,COL,MIA,,14.96,,,,,,,,15.12,0.16,0.088,0.072,30.0,30.0,0.7465,0.7416,6.667,"{""lineup_xwoba_h"":0.333,""lineup_xwoba_a"":0.305,""lineup_wrcplus_h"":118.0,""lineup_wrcplus_a"":106.0,""bvp_pa_total"":60,""bvp_delta_runs"":0.16}",0.5007,9.68
2026-07-01,ARI,SF,,9.81,,,,,,,,9.85,0.031,0.031,0.0,21.0,0.0,0.7332,0.72,2.333,"{""lineup_xwoba_h"":0.314,""lineup_xwoba_a"":0.33,""lineup_wrcplus_h"":103.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":21,""bvp_delta_runs"":0.031}",,
