game_id,team,side,decimal,model_prob,fair_prob,edge_pp,ev_per_$1,tier,signals,stake_u
823232,MIA,away,1.881,0.5704,0.5119,5.84,0.073,PLATINUM,"F1_xera_gap=3.97, F4_our_sp_unlucky=3.49",0.62
