matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade
NYY @ BAL,NYY,0.5801,0.4659,0.1142,0.5341,0.5341,0.495,2304.0,0.6333,-9.92,-0.158,0.0,0.0,0.0,0.0,0.0,GOLD,F2_xwoba_gap=0.028,"edge -9.92pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False
TB @ TOR,TB,0.5307,0.4807,0.05,0.5193,0.5193,0.5243,1859.0,0.449,7.03,0.088,0.0803,0.0201,0.01,0.0,0.0,GOLD,F3_swing_take_gap=1224.0,tier GOLD -> stake_mult=0,fetched,,False
ARI @ TEX,ARI,0.5426,0.4567,0.0859,0.5433,0.5433,0.5313,2327.0,0.4383,10.5,0.1627,0.1427,0.0357,0.0178,0.0,0.0,SKIP,,tier SKIP -> stake_mult=0,fetched,,False
SEA @ HOU,HOU,0.5445,0.5173,0.0272,0.5173,0.5173,0.524,2187.0,0.4216,9.57,0.1459,0.12,0.03,0.015,0.0,0.0,GOLD,F3_swing_take_gap=1783.5,tier GOLD -> stake_mult=0,fetched,acute_roster,True
SF @ LAD,LAD,0.4768,0.9403,0.4635,0.9403,0.9403,0.7351,2225.0,0.6503,29.0,0.45,0.25,0.2076,0.1038,0.0,0.0,PLATINUM,"F2_xwoba_gap=0.054, F3_swing_take_gap=10190.0","model_prob 0.940 outside [0.48,0.72] | edge +29.00pp outside [4,15]pp",fetched,,False
LAA @ CLE,TBD,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Probable SP not yet announced for LAA (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score),pending_sp_data,,False
