game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units
2026-05-15,PIT,PHI,8.0,8.9,0.9,over,1.901,0.524,0.506,0.0
2026-05-15,WSH,BAL,9.5,8.35,1.15,under,1.851,0.5427,0.5197,0.11
2026-05-15,DET,TOR,8.0,7.13,0.87,under,1.909,0.5188,0.5013,0.0
2026-05-15,CLE,CIN,8.0,8.57,0.57,over,1.948,0.5015,0.4901,0.0
2026-05-15,TB,MIA,8.0,8.68,0.68,over,1.957,0.5004,0.4868,0.0
2026-05-15,ATL,BOS,8.0,9.22,1.22,over,1.98,0.5034,0.479,0.0
2026-05-15,NYM,NYY,7.0,9.44,2.44,over,1.952,0.5363,0.4875,0.99
2026-05-15,CHW,CHC,8.5,10.19,1.69,over,1.976,0.5158,0.4821,0.39
