game_pk,matchup,news_sp_late_scratch_home,news_sp_late_scratch_away,news_anchor_sp_home_id,news_anchor_sp_away_id,news_current_sp_home_id,news_current_sp_away_id,news_ump_plate_id,news_ump_plate_name,news_ump_bias_pp,news_bullpen_short_home,news_bullpen_short_away,news_anchor_home_decimal,news_current_home_decimal,news_line_move_home_bps,news_il_placements_home,news_il_placements_away,news_il_player_names_home,news_il_player_names_away,news_lineup_scratches_home,news_lineup_scratches_away,news_regular_scratches_home,news_regular_scratches_away,news_model_prob_delta,news_tier_demotion_steps,news_rationale,news_rules_fired
824832,TOR @ BAL,False,False,680694,693686,680694,693686,429805.0,Todd Tichenor,0.0,True,False,1.0050251256281406,1.0050251256281406,0,0,3,,"Dylan Cease, José Berríos, Lenyn Sosa",0,0,0,0,0.009000000000000001,0,"home bullpen short -> 1.5pp toward away | away 3 IL placement(s) (Dylan Cease, José Berríos, Lenyn Sosa) -> +2.40pp",bullpen_short_home;il_placement_away
822729,SD @ WSH,False,False,641793,656288,641793,656288,605670.0,Dan Merzel,0.0,False,False,2.17,2.17,0,1,0,Jake Irvin,,0,0,0,0,-0.012,0,home 1 IL placement(s) (Jake Irvin) -> -1.20pp,il_placement_home
823373,MIN @ PIT,False,False,677952,805673,677952,805673,490319.0,Jordan Baker,0.0,True,False,1.3610108303249098,1.3610108303249098,0,1,2,Konnor Griffin,"Kendry Rojas, Bailey Ober",0,0,0,0,-0.008999999999999998,0,"home bullpen short -> 1.5pp toward away | home 1 IL placement(s) (Konnor Griffin) -> -1.20pp | away 2 IL placement(s) (Kendry Rojas, Bailey Ober) -> +1.80pp",bullpen_short_home;il_placement_home;il_placement_away
824430,BOS @ CLE,False,False,676440,624133,676440,624133,658536.0,Austin Jones,0.0,True,False,2.56,2.56,0,1,1,Erik Sabrowski,Garrett Whitlock,0,0,0,0,-0.015,0,home bullpen short -> 1.5pp toward away | home 1 IL placement(s) (Erik Sabrowski) -> -1.20pp | away 1 IL placement(s) (Garrett Whitlock) -> +1.20pp,bullpen_short_home;il_placement_home;il_placement_away
822976,LAA @ TB,False,False,663556,686799,663556,686799,482631.0,Mike Estabrook,0.0,False,False,1.3424657534246576,1.3424657534246576,0,4,2,"Jonny DeLuca, Jesse Scholtens, Gavin Lux, Craig Kimbrel","Yoán Moncada, Nolan Schanuel",0,0,0,0,-0.011999999999999997,0,"home 4 IL placement(s) (Jonny DeLuca, Jesse Scholtens, Gavin Lux, Craig Kimbrel) -> -3.00pp | away 2 IL placement(s) (Yoán Moncada, Nolan Schanuel) -> +1.80pp",il_placement_home;il_placement_away
824512,ATL @ CIN,False,False,666157,675911,666157,675911,521051.0,Nick Mahrley,0.0,False,False,2.15,2.15,0,4,0,"Ke'Bryan Hayes, Graham Ashcraft, Pierce Johnson, Pierce Johnson",,0,0,0,0,-0.03,0,"home 4 IL placement(s) (Ke'Bryan Hayes, Graham Ashcraft, Pierce Johnson, Pierce Johnson) -> -3.00pp",il_placement_home
823621,MIA @ NYM,False,False,690997,667463,690997,667463,605674.0,Ryan Wills,0.0,False,False,1.4608294930875576,1.4608294930875576,0,1,3,Tyrone Taylor,"Janson Junk, Eury Pérez, Andrew Nardi",0,0,0,0,0.012,0,"home 1 IL placement(s) (Tyrone Taylor) -> -1.20pp | away 3 IL placement(s) (Janson Junk, Eury Pérez, Andrew Nardi) -> +2.40pp",il_placement_home;il_placement_away
824592,DET @ CHW,False,False,680732,672456,680732,672456,544728.0,Nic Lentz,0.0,False,True,1.8,1.8,0,0,4,,"Burch Smith, Brant Hurter, Kenley Jansen, Casey Mize",0,0,0,0,0.045,0,"away bullpen short -> 1.5pp toward home | away 4 IL placement(s) (Burch Smith, Brant Hurter, Kenley Jansen, Casey Mize) -> +3.00pp",bullpen_short_away;il_placement_away
824187,MIL @ HOU,False,False,837227,694819,837227,694819,623946.0,Malachi Moore,0.0,False,False,2.8200000000000003,2.8200000000000003,0,0,1,,Logan Henderson,0,0,0,0,0.012,0,away 1 IL placement(s) (Logan Henderson) -> +1.20pp,il_placement_away
822895,KC @ TEX,False,False,683004,608379,683004,608379,608158.0,Nate Tomlinson,0.0,False,False,1.9433962264150944,1.9433962264150944,0,2,1,"Carter Baumler, Cole Winn",Nick Mears,0,0,0,0,-0.006000000000000002,0,"home 2 IL placement(s) (Carter Baumler, Cole Winn) -> -1.80pp | away 1 IL placement(s) (Nick Mears) -> +1.20pp",il_placement_home;il_placement_away
