game_pk,matchup,news_sp_late_scratch_home,news_sp_late_scratch_away,news_anchor_sp_home_id,news_anchor_sp_away_id,news_current_sp_home_id,news_current_sp_away_id,news_ump_plate_id,news_ump_plate_name,news_ump_bias_pp,news_bullpen_short_home,news_bullpen_short_away,news_anchor_home_decimal,news_current_home_decimal,news_line_move_home_bps,news_il_placements_home,news_il_placements_away,news_il_player_names_home,news_il_player_names_away,news_lineup_scratches_home,news_lineup_scratches_away,news_regular_scratches_home,news_regular_scratches_away,news_model_prob_delta,news_tier_demotion_steps,news_rationale,news_rules_fired
824445,TB @ CLE,False,False,668909.0,656876,668909,656876,482608.0,Scott Barry,0.0,False,True,1.8333333333333335,,0,1,2,Shawn Armstrong,"Mason Englert, Edwin Uceta",0,0,0,0,0.021,0,"away bullpen short -> 1.5pp toward home | home 1 IL placement(s) (Shawn Armstrong) -> -1.20pp | away 2 IL placement(s) (Mason Englert, Edwin Uceta) -> +1.80pp",bullpen_short_away;il_placement_home;il_placement_away
824608,LAA @ CHW,False,False,607200.0,579328,607200,579328,483569.0,Vic Carapazza,0.0,True,True,2.1,,0,0,1,,Logan O'Hoppe,0,0,0,0,0.012,0,home bullpen short -> 1.5pp toward away | away bullpen short -> 1.5pp toward home | away 1 IL placement(s) (Logan O'Hoppe) -> +1.20pp,bullpen_short_home;bullpen_short_away;il_placement_away
823717,SEA @ MIN,False,False,671737.0,669923,671737,669923,665298.0,Dexter Kelley,0.0,False,False,2.1,,0,2,2,"Mick Abel, Garrett Acton","Brendan Donovan, Miles Mastrobuoni",0,0,0,0,0.0,0,"home 2 IL placement(s) (Mick Abel, Garrett Acton) -> -1.80pp | away 2 IL placement(s) (Brendan Donovan, Miles Mastrobuoni) -> +1.80pp",il_placement_home;il_placement_away
822907,NYY @ TEX,False,False,543135.0,695684,543135,695684,658325.0,Tyler Jones,0.0,True,True,2.0,,0,2,2,"Wyatt Langford, Robert Garcia","Angel Chivilli, Giancarlo Stanton",0,0,0,0,0.0,0,"home bullpen short -> 1.5pp toward away | away bullpen short -> 1.5pp toward home | home 2 IL placement(s) (Wyatt Langford, Robert Garcia) -> -1.80pp | away 2 IL placement(s) (Angel Chivilli, Giancarlo Stanton) -> +1.80pp",bullpen_short_home;bullpen_short_away;il_placement_home;il_placement_away
822821,BOS @ TOR,False,False,,678394,641778,678394,676581.0,James Jean,0.0,True,False,1.7352941176470589,,0,2,2,"Nathan Lukes, Max Scherzer","Sonny Gray, Garrett Crochet",0,0,0,0,-0.015,0,"home bullpen short -> 1.5pp toward away | home 2 IL placement(s) (Nathan Lukes, Max Scherzer) -> -1.80pp | away 2 IL placement(s) (Sonny Gray, Garrett Crochet) -> +1.80pp",bullpen_short_home;il_placement_home;il_placement_away
823958,MIA @ LAD,False,False,607192.0,645261,607192,645261,658536.0,Austin Jones,0.0,False,False,1.4545454545454546,,0,1,1,Edwin Díaz,Pete Fairbanks,0,0,0,0,0.0,0,home 1 IL placement(s) (Edwin Díaz) -> -1.20pp | away 1 IL placement(s) (Pete Fairbanks) -> +1.20pp,il_placement_home;il_placement_away
823312,CHC @ SD,False,False,663362.0,592791,663362,592791,483919.0,Mark Ripperger,0.0,False,False,1.9090909090909092,,0,0,2,,"Caleb Thielbar, Riley Martin",0,0,0,0,0.018000000000000002,0,"away 2 IL placement(s) (Caleb Thielbar, Riley Martin) -> +1.80pp",il_placement_away
824525,COL @ CIN,False,False,682227.0,608372,682227,608372,608158.0,Nate Tomlinson,0.0,False,False,1.6666666666666665,1.5952380952380953,269,1,1,Eugenio Suárez,Ryan Feltner,0,0,0,0,0.015,0,home 1 IL placement(s) (Eugenio Suárez) -> -1.20pp | away 1 IL placement(s) (Ryan Feltner) -> +1.20pp | sharp move +269bps confirms model side -> +1.5pp,il_placement_home;il_placement_away;line_move_strong
823392,STL @ PIT,False,False,696149.0,669467,696149,669467,427113.0,Laz Diaz,0.0,False,True,1.6666666666666665,1.4784688995215312,764,0,0,,,0,0,0,0,0.03,0,away bullpen short -> 1.5pp toward home | sharp move +764bps confirms model side -> +1.5pp,bullpen_short_away;line_move_strong
823633,WSH @ NYM,False,False,656849.0,676917,656849,676917,427344.0,Bill Miller,0.0,False,False,1.5952380952380953,1.4926108374384237,431,2,0,"Francisco Lindor, Kodai Senga",,0,0,0,0,-0.018000000000000002,0,"home 2 IL placement(s) (Francisco Lindor, Kodai Senga) -> -1.80pp",il_placement_home
