game_id,team,side,decimal,model_prob,fair_prob,edge_pp,ev_per_$1,tier,signals,stake_u
823799,MIL,home,1.717,0.7161,0.5732,14.28,0.2294,PLATINUM,"F1_xera_gap=1.72, F4_our_sp_unlucky=3.85",1.5
