matchup,pick,f5_prob,full_prob,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,tier,signals,why_skipped,odds_status
DET @ TB,TBD,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,"Probable SP not yet announced for TB (home), DET (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score)",pending_sp_data
MIA @ WSH,TBD,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Probable SP not yet announced for WSH (home); will fill in next workflow run (needs 100+ Statcast pitches once announced to score),pending_sp_data
KC @ CIN,TBD,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Probable SP not yet announced for KC (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score),pending_sp_data
CHW @ MIN,TBD,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,"Probable SP not yet announced for MIN (home), CHW (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score)",pending_sp_data
SF @ MIL,TBD,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,"Probable SP not yet announced for MIL (home), SF (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score)",pending_sp_data
TEX @ STL,TBD,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Probable SP not yet announced for TEX (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score),pending_sp_data
COL @ LAA,TBD,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,"Probable SP not yet announced for LAA (home), COL (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score)",pending_sp_data
LAD @ ARI,TBD,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,"Probable SP not yet announced for ARI (home), LAD (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score)",pending_sp_data
NYM @ SEA,TBD,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,"Probable SP not yet announced for SEA (home), NYM (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score)",pending_sp_data
