game_id,team,side,decimal,model_prob,fair_prob,edge_pp,ev_per_$1,tier,signals,stake_u
824044,TOR,away,2.275,0.5004,0.4099,9.05,0.1384,PLATINUM,"F3_swing_take_gap=944.3, F4_our_sp_unlucky=4.31",0.81
824286,MIL,away,2.155,0.6492,0.4361,21.3,0.3989,PLATINUM,"F3_swing_take_gap=2912.9, F4_our_sp_unlucky=3.38",1.5
