game_id,home_team,away_team,home_f5_prob,away_f5_prob,home_prob_raw,away_prob_raw,home_prob,away_prob,model_pick,pick_prob,f5_pick,f5_pick_prob,band
825096,ARI,CWS,0.7722671,0.2277329,0.7645273,0.23547268,0.7645273,0.23547268,ARI,0.7645273,ARI,0.7722671,OUT_OF_BAND
823639,NYM,MIN,0.52759874,0.47240126,0.35813305,0.6418669,0.35813305,0.6418669,MIN,0.6418669,NYM,0.52759874,OK
823233,SF,LAD,0.34457088,0.6554291,0.3613305,0.6386695,0.3613305,0.6386695,LAD,0.6386695,LAD,0.6554291,OK
824689,CHC,PHI,0.44980404,0.55019593,0.6338969,0.3661031,0.6338969,0.3661031,CHC,0.6338969,PHI,0.55019593,OK
822912,TEX,PIT,0.70729524,0.29270476,0.6205211,0.37947887,0.6205211,0.37947887,TEX,0.6205211,TEX,0.70729524,OK
824368,COL,SD,0.47530162,0.5246984,0.5900256,0.4099744,0.5900256,0.4099744,COL,0.5900256,SD,0.5246984,OK
824288,DET,MIL,0.7843167,0.21568328,0.4173411,0.5826589,0.4173411,0.5826589,MIL,0.5826589,DET,0.7843167,OK
822745,WSH,ATL,0.52759874,0.47240126,0.45531732,0.5446827,0.45531732,0.5446827,ATL,0.5446827,WSH,0.52759874,OK
824770,BOS,NYY,0.52759874,0.47240126,0.5200408,0.4799592,0.5200408,0.4799592,BOS,0.5200408,BOS,0.52759874,OK
