game_id,team,side,decimal,model_prob,fair_prob,edge_pp,ev_per_$1,tier,signals,stake_u
823958,LAD,home,1.61,0.6563,0.6025,5.38,0.0564,GOLD,"F2_xwoba_gap=0.031, F3_swing_take_gap=5936.6",0.69
