game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units
2026-05-18,DET,CLE,8.0,9.24,1.24,over,1.909,0.5288,0.5041,0.21
2026-05-18,PHI,CIN,10.0,9.28,0.72,under,1.877,0.5291,0.5147,0.0
2026-05-18,MIA,ATL,8.5,10.15,1.65,over,1.952,0.5205,0.4875,0.34
2026-05-18,WSH,NYM,10.25,9.15,1.1,under,1.907,0.5251,0.5032,0.03
2026-05-18,NYY,TOR,9.0,10.07,1.07,over,1.966,0.5068,0.4853,0.0
2026-05-18,KC,BOS,9.0,8.32,0.68,under,1.98,0.4945,0.4808,0.0
2026-05-18,MIN,HOU,9.5,9.15,0.35,under,1.862,0.5233,0.5164,0.0
2026-05-18,CHC,MIL,10.5,8.25,2.25,under,1.952,0.5337,0.4888,0.88
