game_pk,matchup,news_sp_late_scratch_home,news_sp_late_scratch_away,news_anchor_sp_home_id,news_anchor_sp_away_id,news_current_sp_home_id,news_current_sp_away_id,news_ump_plate_id,news_ump_plate_name,news_ump_bias_pp,news_bullpen_short_home,news_bullpen_short_away,news_anchor_home_decimal,news_current_home_decimal,news_line_move_home_bps,news_il_placements_home,news_il_placements_away,news_il_player_names_home,news_il_player_names_away,news_lineup_scratches_home,news_lineup_scratches_away,news_regular_scratches_home,news_regular_scratches_away,news_model_prob_delta,news_tier_demotion_steps,news_rationale,news_rules_fired
824257,HOU @ DET,False,False,664285,678906,664285,678906,504381.0,Will Little,0.0,False,False,1.8333333333333335,1.8333333333333335,0,2,0,"Gleyber Torres, Wenceel Pérez",,0,0,0,0,-0.018000000000000002,0,"home 2 IL placement(s) (Gleyber Torres, Wenceel Pérez) -> -1.80pp",il_placement_home
824745,NYY @ BOS,False,False,687562,543037,687562,543037,623949.0,Clint Vondrak,0.0,False,False,2.1100000000000003,2.1100000000000003,0,2,1,"Isiah Kiner-Falefa, Marcelo Mayer",Ryan McMahon,0,0,0,0,-0.006000000000000002,0,"home 2 IL placement(s) (Isiah Kiner-Falefa, Marcelo Mayer) -> -1.80pp | away 1 IL placement(s) (Ryan McMahon) -> +1.20pp",il_placement_home;il_placement_away
822794,TEX @ TOR,False,False,656302,615698,656302,615698,,,0.0,False,True,1.5747126436781609,1.5747126436781609,0,1,2,Max Scherzer,"Jack Leiter, Cody Freeman",0,0,0,0,0.021,0,"away bullpen short -> 1.5pp toward home | home 1 IL placement(s) (Max Scherzer) -> -1.20pp | away 2 IL placement(s) (Jack Leiter, Cody Freeman) -> +1.80pp",bullpen_short_away;il_placement_home;il_placement_away
823364,CIN @ PIT,False,False,683003,695505,683003,695505,,,0.0,False,False,2.06,2.06,0,1,1,Spencer Horwitz,Tony Santillan,0,0,0,0,0.0,0,home 1 IL placement(s) (Spencer Horwitz) -> -1.20pp | away 1 IL placement(s) (Tony Santillan) -> +1.20pp,il_placement_home;il_placement_away
823609,PHI @ NYM,False,False,681035,660604,681035,660604,,,0.0,True,True,1.8333333333333335,1.8333333333333335,0,1,1,Marcus Semien,Johan Rojas,0,0,0,0,0.0,0,home bullpen short -> 1.5pp toward away | away bullpen short -> 1.5pp toward home | home 1 IL placement(s) (Marcus Semien) -> -1.20pp | away 1 IL placement(s) (Johan Rojas) -> +1.20pp,bullpen_short_home;bullpen_short_away;il_placement_home;il_placement_away
824581,KC @ CHW,False,False,663436,608379,663436,608379,,,0.0,False,False,1.8,1.8,0,0,2,,"Cole Ragans, Maikel Garcia",0,0,0,0,0.018000000000000002,0,"away 2 IL placement(s) (Cole Ragans, Maikel Garcia) -> +1.80pp",il_placement_away
822960,ARI @ TB,False,False,642121,703615,642121,703615,,,0.0,False,False,1.7407407407407407,1.7407407407407407,0,1,0,Steven Matz,,0,0,0,0,-0.012,0,home 1 IL placement(s) (Steven Matz) -> -1.20pp,il_placement_home
824825,WSH @ BAL,False,False,687064,656492,687064,656492,,,0.0,False,True,1.9433962264150944,1.9433962264150944,0,1,0,Adley Rutschman,,0,0,0,0,0.002999999999999999,0,away bullpen short -> 1.5pp toward home | home 1 IL placement(s) (Adley Rutschman) -> -1.20pp,bullpen_short_away;il_placement_home
824421,SEA @ CLE,False,False,677944,669302,677944,669302,,,0.0,True,False,2.35,2.35,0,1,0,Chase DeLauter,,0,0,0,0,-0.027,0,home bullpen short -> 1.5pp toward away | home 1 IL placement(s) (Chase DeLauter) -> -1.20pp,bullpen_short_home;il_placement_home
823689,COL @ MIN,False,False,702474,547179,702474,547179,,,0.0,False,False,1.7692307692307692,1.7692307692307692,0,0,2,,"Blas Castaño, Jaden Hill",0,0,0,0,0.018000000000000002,0,"away 2 IL placement(s) (Blas Castaño, Jaden Hill) -> +1.80pp",il_placement_away
823770,CHC @ MIL,False,False,690986,656849,690986,656849,,,0.0,False,False,1.65359477124183,1.65359477124183,0,0,3,,"Ben Brown, Edward Cabrera, Phil Maton",0,0,0,0,0.024,0,"away 3 IL placement(s) (Ben Brown, Edward Cabrera, Phil Maton) -> +2.40pp",il_placement_away
823038,MIA @ STL,False,False,669467,687473,669467,687473,,,0.0,False,False,1.7692307692307692,1.7692307692307692,0,0,1,,Liam Hicks,0,0,0,0,0.012,0,away 1 IL placement(s) (Liam Hicks) -> +1.20pp,il_placement_away
823283,LAD @ SD,False,False,681190,808967,681190,808967,,,0.0,False,True,2.8200000000000003,2.8200000000000003,0,0,1,,Blake Treinen,0,0,0,0,0.027,0,away bullpen short -> 1.5pp toward home | away 1 IL placement(s) (Blake Treinen) -> +1.20pp,bullpen_short_away;il_placement_away
823207,ATL @ SF,False,False,657277,693821,657277,693821,,,0.0,True,False,1.8333333333333335,1.8333333333333335,0,1,1,Daniel Susac,Robert Suarez,0,0,0,0,-0.015,0,home bullpen short -> 1.5pp toward away | home 1 IL placement(s) (Daniel Susac) -> -1.20pp | away 1 IL placement(s) (Robert Suarez) -> +1.20pp,bullpen_short_home;il_placement_home;il_placement_away
824015,OAK @ LAA,False,False,672282,678022,672282,678022,,,0.0,False,False,1.9803921568627452,1.9803921568627452,0,1,2,Mike Trout,"Mark Leiter Jr., Zack Gelof",0,0,0,0,0.006000000000000002,0,"home 1 IL placement(s) (Mike Trout) -> -1.20pp | away 2 IL placement(s) (Mark Leiter Jr., Zack Gelof) -> +1.80pp",il_placement_home;il_placement_away
