game_id,team,side,decimal,model_prob,fair_prob,edge_pp,ev_per_$1,tier,signals,stake_u
825093,ARI,home,1.855,0.6626,0.5213,14.13,0.229,PLATINUM,"F1_xera_gap=1.77, F4_our_sp_unlucky=2.61",15.0
