matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
STL @ CHC,STL,0.2304,0.4748,0.2444,0.5252,0.5252,0.4891,13647.0,0.4447,8.06,0.1555,0.1296,0.0324,0.0162,0.0,0.0,1.089,1.243,0.0045,0.1098,18.84,18.18,David Peterson,Andre Pallante,PLATINUM,"F1_xera_gap=1.44, F3_swing_take_gap=319.8",,fetched,bullpen_fatigue,True,0.4986,8.61,C,0,"clears every gate (+3) | PLATINUM tier (+2; SP edge confirms) | F-signal fires (+1) | SP edge 1.07 xERA agrees with pick (+2) | PQI confirms pick (Δ=-5.0) (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.08) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0045 >= 0) on tier-elevated pick (score 10 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.514 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=10]",10,A,-5.043475094473138,-1,"[{""order"":1,""name"":""JJ Wetherholt"",""pos"":""2B"",""k_pct"":15.7,""bb_pct"":10.2,""ev"":90.9,""la"":16.2,""hard_hit_pct"":48.6,""bbe"":177.0,""xwoba"":0.36,""xba"":0.252,""xslg"":0.451,""sprint"":27.6,""bat_side"":""L"",""vs_LHP_OPS_career"":0.68,""vs_LHP_PA_career"":120,""vs_RHP_OPS_career"":0.796,""vs_RHP_PA_career"":244,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":12,""season_PA"":364,""sample_flag"":""SUB_STABLE""},{""order"":2,""name"":""Iv\u00e1n Herrera"",""pos"":""DH"",""k_pct"":15.8,""bb_pct"":12.7,""ev"":89.8,""la"":6.3,""hard_hit_pct"":43.0,""bbe"":172.0,""xwoba"":0.366,""xba"":0.271,""xslg"":0.429,""sprint"":25.6,""bat_side"":""R"",""vs_LHP_OPS_career"":0.895,""vs_LHP_PA_career"":330,""vs_RHP_OPS_career"":0.766,""vs_RHP_PA_career"":826,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":10,""season_PA"":379,""sample_flag"":""OK""},{""order"":3,""name"":""Jordan Walker"",""pos"":""RF"",""k_pct"":25.7,""bb_pct"":7.4,""ev"":94.4,""la"":14.2,""hard_hit_pct"":52.9,""bbe"":157.0,""xwoba"":0.372,""xba"":0.276,""xslg"":0.515,""sprint"":29.1,""bat_side"":""R"",""vs_LHP_OPS_career"":0.741,""vs_LHP_PA_career"":368,""vs_RHP_OPS_career"":0.721,""vs_RHP_PA_career"":1021,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":19,""season_PA"":350,""sample_flag"":""OK""},{""order"":4,""name"":""Nelson Vel\u00e1zquez"",""pos"":""LF"",""k_pct"":25.0,""bb_pct"":9.1,""ev"":91.7,""la"":-2.2,""hard_hit_pct"":71.4,""bbe"":7.0,""xwoba"":0.553,""xba"":0.44,""xslg"":0.807,""sprint"":27.5,""bat_side"":""R"",""vs_LHP_OPS_career"":0.785,""vs_LHP_PA_career"":240,""vs_RHP_OPS_career"":0.709,""vs_RHP_PA_career"":419,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":3,""season_PA"":44,""sample_flag"":""OK""},{""order"":5,""name"":""Alec Burleson"",""pos"":""1B"",""k_pct"":14.8,""bb_pct"":8.4,""ev"":91.2,""la"":12.3,""hard_hit_pct"":47.3,""bbe"":184.0,""xwoba"":0.372,""xba"":0.284,""xslg"":0.517,""sprint"":25.7,""bat_side"":""L"",""vs_LHP_OPS_career"":0.565,""vs_LHP_PA_career"":402,""vs_RHP_OPS_career"":0.808,""vs_RHP_PA_career"":1497,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":14,""season_PA"":358,""sample_flag"":""OK""},{""order"":6,""name"":""Masyn Winn"",""pos"":""SS"",""k_pct"":18.8,""bb_pct"":8.5,""ev"":86.7,""la"":11.4,""hard_hit_pct"":30.9,""bbe"":149.0,""xwoba"":0.296,""xba"":0.249,""xslg"":0.321,""sprint"":28.3,""bat_side"":""R"",""vs_LHP_OPS_career"":0.728,""vs_LHP_PA_career"":473,""vs_RHP_OPS_career"":0.653,""vs_RHP_PA_career"":1157,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":3,""season_PA"":319,""sample_flag"":""OK""},{""order"":7,""name"":""Jos\u00e9 Ferm\u00edn"",""pos"":""LF"",""k_pct"":13.2,""bb_pct"":7.4,""ev"":85.4,""la"":21.2,""hard_hit_pct"":35.1,""bbe"":57.0,""xwoba"":0.258,""xba"":0.206,""xslg"":0.284,""sprint"":27.4,""bat_side"":""R"",""vs_LHP_OPS_career"":0.526,""vs_LHP_PA_career"":147,""vs_RHP_OPS_career"":0.733,""vs_RHP_PA_career"":199,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":3,""season_PA"":136,""sample_flag"":""SUB_STABLE""},{""order"":8,""name"":""Blaze Jordan"",""pos"":""3B"",""k_pct"":11.1,""bb_pct"":4.8,""ev"":null,""la"":null,""hard_hit_pct"":null,""bbe"":null,""xwoba"":null,""xba"":null,""xslg"":null,""sprint"":null,""bat_side"":""R"",""vs_LHP_OPS_career"":0.6,""vs_LHP_PA_career"":15,""vs_RHP_OPS_career"":0.591,""vs_RHP_PA_career"":48,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":1,""season_PA"":63,""sample_flag"":""LOW_SAMPLE""},{""order"":9,""name"":""Nathan Church"",""pos"":""LF"",""k_pct"":20.9,""bb_pct"":5.0,""ev"":86.1,""la"":12.0,""hard_hit_pct"":33.0,""bbe"":115.0,""xwoba"":0.297,""xba"":0.247,""xslg"":0.404,""sprint"":28.5,""bat_side"":""L"",""vs_LHP_OPS_career"":0.703,""vs_LHP_PA_career"":60,""vs_RHP_OPS_career"":0.651,""vs_RHP_PA_career"":225,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":7,""season_PA"":220,""sample_flag"":""LOW_SAMPLE""}]","[{""order"":1,""name"":""Pete Crow-Armstrong"",""pos"":""CF"",""k_pct"":25.9,""bb_pct"":10.3,""ev"":91.8,""la"":19.1,""hard_hit_pct"":50.3,""bbe"":157.0,""xwoba"":0.345,""xba"":0.249,""xslg"":0.452,""sprint"":29.2,""bat_side"":""L"",""vs_LHP_OPS_career"":0.674,""vs_LHP_PA_career"":408,""vs_RHP_OPS_career"":0.804,""vs_RHP_PA_career"":1046,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":19,""season_PA"":378,""sample_flag"":""OK""},{""order"":2,""name"":""Alex Bregman"",""pos"":""3B"",""k_pct"":15.6,""bb_pct"":11.8,""ev"":88.6,""la"":14.2,""hard_hit_pct"":41.8,""bbe"":194.0,""xwoba"":0.325,""xba"":0.261,""xslg"":0.396,""sprint"":25.9,""bat_side"":""R"",""vs_LHP_OPS_career"":0.85,""vs_LHP_PA_career"":1682,""vs_RHP_OPS_career"":0.828,""vs_RHP_PA_career"":4036,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":7,""season_PA"":391,""sample_flag"":""OK""},{""order"":3,""name"":""Michael Busch"",""pos"":""1B"",""k_pct"":22.8,""bb_pct"":15.5,""ev"":88.9,""la"":15.8,""hard_hit_pct"":42.5,""bbe"":160.0,""xwoba"":0.352,""xba"":0.24,""xslg"":0.422,""sprint"":25.6,""bat_side"":""L"",""vs_LHP_OPS_career"":0.681,""vs_LHP_PA_career"":328,""vs_RHP_OPS_career"":0.823,""vs_RHP_PA_career"":1298,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":11,""season_PA"":386,""sample_flag"":""OK""},{""order"":4,""name"":""Seiya Suzuki"",""pos"":""RF"",""k_pct"":25.9,""bb_pct"":10.8,""ev"":88.9,""la"":17.6,""hard_hit_pct"":41.8,""bbe"":122.0,""xwoba"":0.315,""xba"":0.238,""xslg"":0.4,""sprint"":27.8,""bat_side"":""R"",""vs_LHP_OPS_career"":0.845,""vs_LHP_PA_career"":690,""vs_RHP_OPS_career"":0.809,""vs_RHP_PA_career"":1880,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":13,""season_PA"":305,""sample_flag"":""OK""},{""order"":5,""name"":""Ian Happ"",""pos"":""LF"",""k_pct"":32.0,""bb_pct"":13.0,""ev"":90.2,""la"":15.6,""hard_hit_pct"":45.1,""bbe"":133.0,""xwoba"":0.343,""xba"":0.21,""xslg"":0.462,""sprint"":27.7,""bat_side"":""S"",""vs_LHP_OPS_career"":0.697,""vs_LHP_PA_career"":1222,""vs_RHP_OPS_career"":0.822,""vs_RHP_PA_career"":3589,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":17,""season_PA"":362,""sample_flag"":""OK""},{""order"":6,""name"":""Nico Hoerner"",""pos"":""2B"",""k_pct"":7.5,""bb_pct"":9.1,""ev"":85.7,""la"":12.6,""hard_hit_pct"":28.1,""bbe"":221.0,""xwoba"":0.337,""xba"":0.296,""xslg"":0.378,""sprint"":28.4,""bat_side"":""R"",""vs_LHP_OPS_career"":0.789,""vs_LHP_PA_career"":812,""vs_RHP_OPS_career"":0.691,""vs_RHP_PA_career"":2446,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":4,""season_PA"":385,""sample_flag"":""OK""},{""order"":7,""name"":""Michael Conforto"",""pos"":""DH"",""k_pct"":28.6,""bb_pct"":12.9,""ev"":94.9,""la"":19.2,""hard_hit_pct"":55.6,""bbe"":54.0,""xwoba"":0.392,""xba"":0.272,""xslg"":0.534,""sprint"":26.2,""bat_side"":""L"",""vs_LHP_OPS_career"":0.719,""vs_LHP_PA_career"":1085,""vs_RHP_OPS_career"":0.809,""vs_RHP_PA_career"":3479,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":7,""season_PA"":140,""sample_flag"":""OK""},{""order"":8,""name"":""Carson Kelly"",""pos"":""C"",""k_pct"":15.7,""bb_pct"":10.8,""ev"":89.1,""la"":13.0,""hard_hit_pct"":39.5,""bbe"":114.0,""xwoba"":0.319,""xba"":0.249,""xslg"":0.381,""sprint"":25.7,""bat_side"":""R"",""vs_LHP_OPS_career"":0.829,""vs_LHP_PA_career"":745,""vs_RHP_OPS_career"":0.646,""vs_RHP_PA_career"":1701,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":4,""season_PA"":223,""sample_flag"":""OK""},{""order"":9,""name"":""Dansby Swanson"",""pos"":""SS"",""k_pct"":23.5,""bb_pct"":11.4,""ev"":89.8,""la"":15.5,""hard_hit_pct"":42.7,""bbe"":143.0,""xwoba"":0.302,""xba"":0.201,""xslg"":0.361,""sprint"":28.0,""bat_side"":""R"",""vs_LHP_OPS_career"":0.776,""vs_LHP_PA_career"":1240,""vs_RHP_OPS_career"":0.719,""vs_RHP_PA_career"":4347,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":16,""season_PA"":324,""sample_flag"":""OK""}]","[{""order"": 1, ""name"": ""JJ Wetherholt"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.737, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 2, ""name"": ""Iv\u00e1n Herrera"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 2.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.8, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 3, ""name"": ""Jordan Walker"", ""vs_today_SP_PA"": 4, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 1.75, ""vs_today_SP_HR_per_PA"": 0.25, ""shrunk_OPS"": 0.841, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 4, ""name"": ""Nelson Vel\u00e1zquez"", ""vs_today_SP_PA"": 4, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 1.25, ""vs_today_SP_HR_per_PA"": 0.25, ""shrunk_OPS"": 0.782, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 5, ""name"": ""Alec Burleson"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.675, ""sample_flag"": ""SMALL_SAMPLE""}]","[{""order"": 1, ""name"": ""Pete Crow-Armstrong"", ""vs_today_SP_PA"": 7, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.584, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 2, ""name"": ""Alex Bregman"", ""vs_today_SP_PA"": 7, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.047, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.782, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 3, ""name"": ""Michael Busch"", ""vs_today_SP_PA"": 6, ""vs_today_SP_HR"": 2, ""vs_today_SP_OPS"": 3.167, ""vs_today_SP_HR_per_PA"": 0.3333, ""shrunk_OPS"": 1.128, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 4, ""name"": ""Seiya Suzuki"", ""vs_today_SP_PA"": 11, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.436, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.912, ""sample_flag"": ""OWNER""}, {""order"": 5, ""name"": ""Ian Happ"", ""vs_today_SP_PA"": 19, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 1.446, ""vs_today_SP_HR_per_PA"": 0.0526, ""shrunk_OPS"": 1.002, ""sample_flag"": ""OWNER""}]"
PIT @ WSH,WSH,0.741,0.6191,0.1219,0.6191,0.6191,0.6317,18419.0,0.6035,1.56,0.0582,0.082,0.0205,0.0103,0.0,0.0,1.406,0.847,-0.0291,0.1014,24.41,18.47,Foster Griffin,Mitch Keller,GOLD,"F1_xera_gap=1.44, F3_swing_take_gap=252.5","edge +1.56pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,True,,,A-,4,F-signal fires (+1) | SP edge 1.09 xERA agrees with pick (+2) | PQI confirms pick (Δ=+8.6) (+1),4,A-,8.63401468769927,0,[],[],[],[]
MIN @ NYY,NYY,0.6211,0.5833,0.0378,0.5833,0.5833,0.5866,17479.0,0.6638,-8.06,-0.0815,0.0,0.0,0.0,0.0,0.0,1.175,1.073,0.0273,0.106,22.34,17.4,Gerrit Cole,Mike Paredes,PLATINUM,"F3_swing_take_gap=4208.0, F5_bullpen_gap=+1.08","edge -8.06pp outside [4,15]pp",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 1.94 xERA agrees with pick (+2) | PQI confirms pick (Δ=+31.2) (+1) | large negative edge (-8.1pp) caps grade at C (score 4 -> 2) | Stage 1/2 agree (Δ=0.02) (+1) | [HARD CAP 1] negative-edge GOLD (-8.1pp < 0) prevents GOLD confirmation (score 3 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.538 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=3]",3,B+,31.218002610018374,0,[],[],[],[]
BAL @ CIN,CIN,0.6324,0.6369,0.0046,0.6369,0.6369,0.5808,19237.0,0.4633,17.37,0.3439,0.25,0.0775,0.0387,0.0,0.0,1.323,1.019,-0.0229,0.0947,18.23,18.05,Brady Singer,Trevor Rogers,SKIP,,"edge +17.37pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,acute_roster,True,,,D,-2,SP edge 1.51 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-28.8) (-1) | Stage 1/2 agree (Δ=0.00) (+1),-2,D,-28.803102349687254,0,[],[],[],[]
CHW @ CLE,CHW,0.8205,0.4813,0.3392,0.5187,0.5187,0.5036,16426.0,0.4392,7.95,0.1412,0.1176,0.0294,0.0147,0.0,0.0,1.083,1.259,0.0346,0.1028,27.42,17.65,Gavin Williams,Anthony Kay,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,D,-4,"SP edge 0.95 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+16.4) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.20) (-1)",-4,D,16.396877838462135,1,[],[],[],[]
NYM @ ATL,ATL,0.3462,0.6563,0.3101,0.6563,0.6563,0.6563,17119.0,0.5118,14.46,0.2755,0.25,0.073,0.0365,0.0,0.0,1.178,1.224,0.0055,0.1031,20.56,27.04,Grant Holmes,Christian Scott,GOLD,F3_swing_take_gap=506.2,tier GOLD -> stake_mult=0,fetched,,False,,,B-,1,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=-8.1) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.09) (+1)",1,B-,-8.142359023460358,1,[],[],[],[]
TB @ HOU,TB,0.5731,0.4713,0.1017,0.5287,0.5287,0.5258,19489.0,0.506,2.26,0.047,0.0479,0.012,0.006,0.0,0.0,1.162,1.247,0.0148,0.0997,23.96,14.08,Spencer Arrighetti,Nick Martinez,SKIP,F3_swing_take_gap=1769.1,"edge +2.26pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,True,,,C,0,"F-signal fires (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.03) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.514 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 2 -> 0) | [PRE_CAP_SCORE=2]",2,B,0.06768538912566413,1,[],[],[],[]
BOS @ LAA,BOS,0.5883,0.4867,0.1016,0.5133,0.5133,0.5313,20492.0,0.4882,2.51,0.0369,0.0362,0.009,0.0045,0.0,0.0,1.0,1.009,-0.0095,0.1046,27.38,20.6,Reid Detmers,Jake Bennett,GOLD,F3_swing_take_gap=3145.4,"edge +2.51pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,True,,,C,0,"F-signal fires (+1) | SP edge 0.39 xERA agrees with pick (+2) | PQI confirms pick (Δ=-5.4) (+1) | Stage 1/2 agree (Δ=0.03) (+1) | [HARD CAP 8] bottom-bucket marginal-favorite (pick_prob=0.512 in (0.50, 0.52], edge_pp=+2.5pp <= +12) on tier-elevated pick (score 5 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.512 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=5]",5,A,-5.446240202026914,0,[],[],[],[]
MIA @ OAK,MIA,0.6984,0.4025,0.2959,0.5975,0.5975,0.5313,18341.0,0.4324,16.52,0.3445,0.25,0.0689,0.0344,0.0,0.0,1.27,1.102,0.0084,0.105,27.19,18.25,Jack Perkins,Tyler Phillips,SKIP,,"edge +16.52pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,D,-4,"SP edge 0.63 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+12.7) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.13) (-1)",-4,D,12.749021989492618,1,[],[],[],[]
MIL @ ARI,MIL,0.3052,0.4687,0.1635,0.5313,0.5313,0.5313,15456.0,0.5906,-5.93,-0.0751,0.0,0.0,0.0,0.0,0.0,1.196,1.167,-0.0133,0.1051,21.54,30.79,Jose Cabrera,Kyle Harrison,GOLD,F5_bullpen_gap=+0.46,"edge -5.93pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 1.79 xERA agrees with pick (+2) | PQI confirms pick (Δ=-23.0) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.03) (+1) | negative edge (-5.9pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-5.9pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.515 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,-23.00193455018018,1,[],[],[],[]
