matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
CIN @ NYY,NYY,0.4221,0.5977,0.1756,0.5977,0.5977,0.6563,16941.0,0.506,9.17,0.1837,0.1873,0.0468,0.0234,0.0,0.0,1.088,1.217,0.0252,0.1067,18.13,30.18,Elmer Rodríguez,Chase Burns,PLATINUM,"F3_swing_take_gap=3399.1, F5_bullpen_gap=+0.86",,fetched,,False,,,B-,1,"clears every gate (+3) | PLATINUM tier (+1; SP edge unconfirmed) | F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=-11.1) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.06) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0252 >= 0) on tier-elevated pick (score 5 -> 1) | [PRE_CAP_SCORE=5]",5,A,-11.14739456624622,1,[],[],[],[]
MIL @ ATL,MIL,0.4449,0.4771,0.0322,0.5229,0.5229,0.5283,18726.0,0.4633,5.96,0.1033,0.093,0.0233,0.0116,0.0,0.0,1.159,1.118,0.0042,0.099,19.95,23.25,Bryce Elder,Robert Gasser,GOLD,F3_swing_take_gap=3006.5,tier GOLD -> stake_mult=0,fetched,,False,,,C,0,"F-signal fires (+1) | Stage 1/2 agree (Δ=0.01) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.529 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 2 -> 0) | [PRE_CAP_SCORE=2]",2,B,2.0140125497708325,0,[],[],[],[]
WSH @ TB,TB,0.4797,0.6563,0.1766,0.6563,0.6563,0.6563,20338.0,0.5676,8.87,0.1814,0.2268,0.0567,0.0283,0.0,0.0,0.95,1.431,0.0238,0.1012,13.7,24.4,Nick Martinez,Andrew Alvarez,GOLD,F5_bullpen_gap=+0.87,tier GOLD -> stake_mult=0,fetched,,False,,,B-,1,"F-signal fires (+1) | PQI confirms pick (Δ=+7.2) (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.07) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0238 >= 0) on tier-elevated pick (score 3 -> 1) | [PRE_CAP_SCORE=3]",3,B+,7.201228840538164,-1,[],[],[],[]
CHW @ DET,DET,0.3376,0.6323,0.2948,0.6323,0.6323,0.6563,14594.0,0.5177,11.46,0.2289,0.2426,0.0607,0.0303,0.0,0.0,1.475,1.243,0.0208,0.1053,16.95,24.85,Keider Montero,Davis Martin,GOLD,F5_bullpen_gap=+0.70,tier GOLD -> stake_mult=0,fetched,acute_roster,True,,,C,0,"F-signal fires (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.13) (-1)",0,C,2.2809114635444203,-1,[],[],[],[]
SF @ MIA,SF,0.5288,0.4807,0.0481,0.5193,0.5193,0.5539,17976.0,0.5841,-6.48,-0.096,0.0,0.0,0.0,0.0,0.0,1.004,1.042,-0.02,0.1046,20.28,21.1,Ryan Gusto,Logan Webb,GOLD,F5_bullpen_gap=+0.62,"edge -6.48pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,C,0,"F-signal fires (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.01) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.528 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 2 -> 0) | [PRE_CAP_SCORE=2]",2,B,-2.7199091495063428,-1,[],[],[],[]
CLE @ HOU,HOU,0.2106,0.5232,0.3126,0.5232,0.5232,0.4897,16455.0,0.5608,-3.76,-0.0583,0.0,0.0,0.0,0.0,0.0,1.26,1.07,-0.0049,0.0962,24.17,18.93,Kai-Wei Teng,Slade Cecconi,GOLD,F3_swing_take_gap=4306.4,"edge -3.76pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,D,-1,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=-7.1) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.17) (-1)",-1,D,-7.069827636620339,-1,[],[],[],[]
STL @ KC,STL,0.4219,0.176,0.246,0.824,0.824,0.728,16546.0,0.5425,28.16,0.5406,0.25,0.1554,0.0777,0.0,0.0,1.059,1.184,0.0008,0.109,17.51,22.59,Stephen Kolek,Dustin May,SKIP,,"model_prob 0.824 outside [0.48,0.72] | edge +28.16pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,C,0,"team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.21) (-1) | [HARD CAP 6] edge_pp=+28.2pp>25.0 is calibrator hallucination range, not real value (score -1 -> 0) | [PRE_CAP_SCORE=-1]",-1,D,-2.816911216674349,1,[],[],[],[]
TOR @ CHC,CHC,0.5396,0.5741,0.0345,0.5741,0.5741,0.5664,13093.0,0.4682,10.59,0.2115,0.1905,0.0476,0.0238,0.0,0.0,1.14,1.128,-0.0053,0.1016,23.92,35.49,Shota Imanaga,Dylan Cease,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,D,-2,SP edge 0.61 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-15.0) (-1) | Stage 1/2 agree (Δ=0.01) (+1),-2,D,-15.00667440232796,0,[],[],[],[]
PIT @ COL,PIT,0.5025,0.3521,0.1504,0.6479,0.6479,0.6219,18018.0,0.5841,6.39,0.1279,0.1727,0.0432,0.0216,0.0,0.0,1.031,1.293,-0.0269,0.1104,17.36,22.61,Michael Lorenzen,Jared Jones,GOLD,F5_bullpen_gap=+1.67,tier GOLD -> stake_mult=0,fetched,,False,,,B+,3,"F-signal fires (+1) | PQI confirms pick (Δ=-25.4) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.08) (+1)",3,B+,-25.403320783944633,1,[],[],[],[]
MIN @ ARI,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Jose Cabrera has only 0 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
