game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units,book,pred_runs_bvp_adjusted,total_runs_delta,home_runs_delta,away_runs_delta,home_bvp_n_pa,away_bvp_n_pa,home_bvp_ops_shrunk,away_bvp_ops_shrunk,bvp_signal_strength,player_aware_signal,pred_winp_mc,pred_runs_mc
2026-06-20,DET,CHW,,9.1,,,,,,,,9.1,0.0,-0.018,0.018,24.0,26.0,0.7132,0.7264,5.556,"{""lineup_xwoba_h"":0.317,""lineup_xwoba_a"":0.327,""lineup_wrcplus_h"":109.0,""lineup_wrcplus_a"":109.0,""bvp_pa_total"":50,""bvp_delta_runs"":0.0}",0.4916,7.58
2026-06-20,NYY,CIN,,9.57,,,,,,,,9.3,-0.271,0.023,-0.294,7.0,72.0,0.7494,0.6611,8.778,"{""lineup_xwoba_h"":0.319,""lineup_xwoba_a"":0.328,""lineup_wrcplus_h"":122.0,""lineup_wrcplus_a"":111.0,""bvp_pa_total"":79,""bvp_delta_runs"":-0.271}",0.4897,8.17
2026-06-20,CHC,TOR,9.0,7.72,1.28,under,1.909,0.5257,0.5,0.08,bovada,8.54,0.82,0.818,0.002,208.0,84.0,0.8836,0.7204,32.444,"{""lineup_xwoba_h"":0.328,""lineup_xwoba_a"":0.31,""lineup_wrcplus_h"":113.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":292,""bvp_delta_runs"":0.82}",0.4941,8.06
2026-06-20,TEX,SD,4.5,8.93,4.43,over,1.971,0.5751,0.4865,2.75,pinnacle,9.03,0.101,0.01,0.091,45.0,44.0,0.722,0.7386,9.889,"{""lineup_xwoba_h"":0.321,""lineup_xwoba_a"":0.318,""lineup_wrcplus_h"":108.0,""lineup_wrcplus_a"":108.0,""bvp_pa_total"":89,""bvp_delta_runs"":0.101}",0.4916,7.58
2026-06-20,TB,WSH,8.0,6.83,1.17,under,1.98,0.5023,0.479,0.0,pinnacle,6.85,0.012,0.005,0.007,11.0,21.0,0.7237,0.7228,3.556,"{""lineup_xwoba_h"":0.316,""lineup_xwoba_a"":0.313,""lineup_wrcplus_h"":112.0,""lineup_wrcplus_a"":106.0,""bvp_pa_total"":32,""bvp_delta_runs"":0.012}",0.4877,7.45
2026-06-20,MIA,SF,12.0,8.94,3.06,under,1.87,0.5689,0.5076,1.46,pinnacle,9.02,0.08,0.002,0.078,2.0,26.0,0.7269,0.7471,3.111,"{""lineup_xwoba_h"":0.313,""lineup_xwoba_a"":0.322,""lineup_wrcplus_h"":106.0,""lineup_wrcplus_a"":114.0,""bvp_pa_total"":28,""bvp_delta_runs"":0.08}",0.5003,7.26
2026-06-20,ATL,MIL,7.0,8.99,1.99,over,1.775,0.5802,0.5404,0.71,pinnacle,9.04,0.049,0.012,0.037,14.0,67.0,0.7276,0.7274,9.0,"{""lineup_xwoba_h"":0.336,""lineup_xwoba_a"":0.317,""lineup_wrcplus_h"":122.0,""lineup_wrcplus_a"":109.0,""bvp_pa_total"":81,""bvp_delta_runs"":0.049}",0.4937,7.99
2026-06-20,COL,PIT,,14.5,,,,,,,,14.46,-0.044,-0.044,0.0,38.0,0.0,0.7095,0.72,4.222,"{""lineup_xwoba_h"":0.325,""lineup_xwoba_a"":0.326,""lineup_wrcplus_h"":112.0,""lineup_wrcplus_a"":111.0,""bvp_pa_total"":38,""bvp_delta_runs"":-0.044}",,
2026-06-20,OAK,LAA,,8.03,,,,,,,,8.04,0.006,0.006,0.0,15.0,0.0,0.7238,0.72,1.667,"{""lineup_xwoba_h"":0.335,""lineup_xwoba_a"":0.316,""lineup_wrcplus_h"":115.0,""lineup_wrcplus_a"":107.0,""bvp_pa_total"":15,""bvp_delta_runs"":0.006}",,
2026-06-20,LAD,BAL,,8.15,,,,,,,,8.22,0.063,0.063,0.0,41.0,0.0,0.7338,0.72,4.556,"{""lineup_xwoba_h"":0.344,""lineup_xwoba_a"":0.329,""lineup_wrcplus_h"":112.0,""lineup_wrcplus_a"":108.0,""bvp_pa_total"":41,""bvp_delta_runs"":0.063}",,
2026-06-20,SEA,BOS,,8.56,,,,,,,,8.56,0.0,0.0,0.0,0.0,0.0,0.73,0.72,0.0,"{""lineup_xwoba_h"":0.298,""lineup_xwoba_a"":0.294,""lineup_wrcplus_h"":106.0,""lineup_wrcplus_a"":100.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-06-20,ARI,MIN,,9.63,,,,,,,,9.73,0.098,0.106,-0.008,26.0,25.0,0.7567,0.7173,5.667,"{""lineup_xwoba_h"":0.329,""lineup_xwoba_a"":0.316,""lineup_wrcplus_h"":112.0,""lineup_wrcplus_a"":111.0,""bvp_pa_total"":51,""bvp_delta_runs"":0.098}",0.4897,8.17
