game_id,game_date,side,team,price,decimal,prob,fair,edge_pp,ev,tier,signals,stake,won,pnl,bankroll
778170,2025-04-27,away,TOR,161.0,2.6100000000000003,0.7399051785469055,0.3419806239869245,39.7924554559981,0.9311525160074237,DIAMOND,"F1_xera_gap=1.00, F3_swing_take_gap=4199.7, F4_our_sp_unlucky=2.19",5.0,False,-5.0,95.0
778158,2025-04-27,away,PHI,104.5,2.045,0.7066545188426971,0.46695093678795874,23.97035820547384,0.4451084910333156,PLATINUM,"F3_swing_take_gap=2579.3, F4_our_sp_unlucky=2.37",1.425,True,1.489125,96.489125
778156,2025-04-27,away,TOR,161.0,2.6100000000000003,0.7211622595787048,0.3419806239869245,37.91816355917803,0.8822334975004198,PLATINUM,"F3_swing_take_gap=4199.7, F4_our_sp_unlucky=2.24",0.5750000000000011,False,-0.5750000000000011,95.914125
778141,2025-04-28,away,STL,104.0,2.04,0.7486492693424225,0.4676959832124328,28.09532861299897,0.5272445094585418,PLATINUM,"F3_swing_take_gap=73.3, F4_our_sp_unlucky=1.53",1.4387118749999999,False,-1.4387118749999999,94.475413125
778138,2025-04-28,away,NYM,-159.0,1.6289308176100628,0.7333369851112366,0.609489967709037,12.384701740219962,0.194555214740945,PLATINUM,"F1_xera_gap=0.82, F4_our_sp_unlucky=1.57",1.417131196875,True,0.8912774823113205,95.36669060731133
778131,2025-04-29,away,WSH,163.0,2.63,0.5813252329826355,0.33931001507768455,24.201521790495097,0.5288853627443313,PLATINUM,"F3_swing_take_gap=860.5, F4_our_sp_unlucky=3.63",1.4305003591096699,False,-1.4305003591096699,93.93619024820165
778128,2025-04-29,away,KC,133.0,2.33,0.7315168380737305,0.3955004908029601,33.601634727077034,0.7044342327117921,PLATINUM,"F3_swing_take_gap=2479.8, F4_our_sp_unlucky=2.49",1.4090428537230248,True,1.874026995451623,95.81021724365328
778135,2025-04-29,away,CHC,-150.0,1.6666666666666665,0.7530823647975922,0.5991739513737564,15.390841342383577,0.25513727466265346,PLATINUM,"F2_xwoba_gap=0.030, F4_our_sp_unlucky=1.88",1.4371532586547993,True,0.9581021724365326,96.76831941608981
778124,2025-04-29,home,HOU,-113.5,1.881057268722467,0.5545673966407776,0.5185686970249208,3.5998699615856777,0.043173032447630044,PLATINUM,"F1_xera_gap=1.17, F4_our_sp_unlucky=1.97",0.35563367521880196,True,0.31333363455401053,97.08165305064382
778127,2025-04-29,away,BOS,-140.0,1.7142857142857144,0.8019534051418304,0.5750547325859695,22.689867255586094,0.37477726595742367,DIAMOND,"F1_xera_gap=4.70, F2_xwoba_gap=0.025, F4_our_sp_unlucky=1.78",2.3676698532937053,True,1.6911927523526469,98.77284580299647
778113,2025-04-30,home,TB,-166.0,1.6024096385542168,0.8270965218544006,0.621564994234866,20.553152761953463,0.32534743863416,PLATINUM,"F3_swing_take_gap=2432.8, F4_our_sp_unlucky=1.55",1.481592687044947,False,-1.481592687044947,97.29125311595152
