game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units,book,pred_runs_bvp_adjusted,total_runs_delta,home_runs_delta,away_runs_delta,home_bvp_n_pa,away_bvp_n_pa,home_bvp_ops_shrunk,away_bvp_ops_shrunk,bvp_signal_strength,player_aware_signal,pred_winp_mc,pred_runs_mc
2026-05-25,PIT,CHC,8.0,9.67,1.67,over,1.971,0.5224,0.4891,0.61,pinnacle,9.67,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.312,""lineup_xwoba_a"":0.329,""lineup_wrcplus_h"":105.0,""lineup_wrcplus_a"":118.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-05-25,BAL,TB,7.5,9.66,2.16,over,1.87,0.565,0.5219,1.3,pinnacle,9.66,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.329,""lineup_xwoba_a"":0.312,""lineup_wrcplus_h"":108.0,""lineup_wrcplus_a"":112.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-05-25,CHW,MIN,8.5,9.46,0.96,over,2.01,0.4961,0.4769,0.0,pinnacle,9.46,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.35,""lineup_xwoba_a"":0.322,""lineup_wrcplus_h"":114.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-05-25,MIL,STL,7.5,9.62,2.12,over,1.893,0.556,0.5137,1.18,pinnacle,9.62,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.313,""lineup_xwoba_a"":0.333,""lineup_wrcplus_h"":113.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-05-25,KC,NYY,9.0,8.59,0.41,under,1.952,0.5026,0.4945,0.0,pinnacle,8.59,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.32,""lineup_xwoba_a"":0.357,""lineup_wrcplus_h"":104.0,""lineup_wrcplus_a"":116.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-05-25,NYM,CIN,7.5,9.22,1.72,over,1.962,0.5262,0.4918,0.67,pinnacle,9.22,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.325,""lineup_xwoba_a"":0.341,""lineup_wrcplus_h"":101.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-05-25,SF,ARI,7.5,10.6,3.1,over,1.952,0.5564,0.4945,1.25,pinnacle,10.6,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.307,""lineup_xwoba_a"":0.325,""lineup_wrcplus_h"":111.0,""lineup_wrcplus_a"":115.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-05-25,SD,PHI,7.5,8.44,0.94,over,1.98,0.5038,0.485,0.0,pinnacle,8.44,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.314,""lineup_xwoba_a"":0.324,""lineup_wrcplus_h"":100.0,""lineup_wrcplus_a"":106.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-05-25,LAD,COL,,8.27,,,,,,,,8.27,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.351,""lineup_xwoba_a"":0.321,""lineup_wrcplus_h"":115.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-05-25,OAK,SEA,,7.71,,,,,,,,7.71,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.354,""lineup_xwoba_a"":0.339,""lineup_wrcplus_h"":117.0,""lineup_wrcplus_a"":111.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
