game_id,team,side,decimal,model_prob,fair_prob,edge_pp,ev_per_$1,tier,signals,stake_u
824932,ATL,home,1.688,0.6488,0.585,6.37,0.0949,DIAMOND,"F2_xwoba_gap=0.023, F3_swing_take_gap=4457.7, F4_our_sp_unlucky=2.17",3.45
822992,TB,home,1.744,0.6408,0.5624,7.83,0.1172,PLATINUM,"F1_xera_gap=0.98, F4_our_sp_unlucky=3.62",1.18
824854,BAL,home,1.827,0.5879,0.5327,5.53,0.0739,GOLD,F3_swing_take_gap=2071.1,0.45
823800,MIL,home,2.075,0.5664,0.4565,10.99,0.1753,GOLD,F4_our_sp_unlucky=4.33,0.82
824529,CIN,home,2.01,0.5482,0.4734,7.49,0.102,GOLD,F4_our_sp_unlucky=2.17,0.5
823232,MIA,away,1.893,0.5914,0.5115,7.99,0.1194,PLATINUM,"F1_xera_gap=3.97, F4_our_sp_unlucky=3.49",1.0
822827,CLE,away,1.816,0.6048,0.5373,6.75,0.0986,PLATINUM,"F1_xera_gap=3.72, F4_our_sp_unlucky=1.16",0.91
