matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
DET @ TB,TB,0.6435,0.5433,0.1002,0.5433,0.5433,0.5239,2416.0,0.5841,-4.08,-0.0543,0.0,0.0,0.0,0.0,0.0,1.415,1.294,-0.0039,0.1025,19.31,25.56,Steven Matz,Jack Flaherty,SKIP,,"edge -4.08pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,acute_roster,True,,,D,-1,"SP edge 0.35 xERA AGAINST pick (-2) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.06) (+1)",-1,D,-0.6128583534552519,1,[],[],[],[]
SD @ PHI,PHI,0.5797,0.5762,0.0035,0.5762,0.5762,0.5762,3079.0,0.5576,1.86,0.0485,0.0592,0.0148,0.0074,0.0,0.0,1.247,1.207,-0.002,0.0975,22.56,18.89,Aaron Nola,Randy Vásquez,PLATINUM,"F1_xera_gap=2.02, F3_swing_take_gap=308.4","edge +1.86pp outside [4,15]pp",fetched,,True,,,C,0,"F-signal fires (+1) | SP edge 1.76 xERA agrees with pick (+2) | PQI confirms pick (Δ=+23.1) (+1) | Stage 1/2 agree (Δ=0.00) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.540 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 5 -> 0) | [PRE_CAP_SCORE=5]",5,A,23.133786635354404,0,[],[],[],[]
BAL @ BOS,BAL,0.5799,0.4919,0.0879,0.5081,0.5081,0.5108,2843.0,0.4392,6.89,0.1178,0.0981,0.0245,0.0123,0.0,0.0,1.114,1.161,0.0011,0.1047,22.44,20.88,Connelly Early,Shane Baz,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,C,0,"Stage 1/2 agree (Δ=0.02) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.522 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,-2.804047190025358,0,[],[],[],[]
MIA @ WSH,WSH,0.2602,0.5532,0.293,0.5532,0.5532,0.6563,2700.0,0.506,4.71,0.0955,0.0974,0.0243,0.0122,0.0,0.0,1.444,1.137,-0.0109,0.1081,14.48,26.0,Miles Mikolas,Lake Bachar,PLATINUM,"F2_xwoba_gap=0.029, F3_swing_take_gap=7156.9",,fetched,bullpen_fatigue,True,,,C,0,"clears every gate (+3) | PLATINUM tier WITHHELD (SP edge against pick — lineup-only conviction not rewarded) | F-signal fires (+1) | SP edge 1.88 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-30.6) (-1) | team_quality modifier (+1; DISABLED, score+=0) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.524 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,-30.63601876218904,1,[],[],[],[]
CLE @ NYY,NYY,0.7348,0.6683,0.0664,0.6683,0.6683,0.6563,3132.0,0.704,-3.56,-0.0103,0.0,0.0,0.0,0.0,0.0,1.51,1.263,0.0022,0.1068,28.37,22.01,Cam Schlittler,Joey Cantillo,DIAMOND,"F1_xera_gap=2.56, F2_xwoba_gap=0.028, F3_swing_take_gap=6791.0","edge -3.56pp outside [4,15]pp",fetched,,False,,,B-,1,"F-signal fires (+1) | SP edge 1.53 xERA agrees with pick (+2) | PQI confirms pick (Δ=+20.8) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.04) (+1) | negative edge (-3.6pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-3.6pp < 0) prevents GOLD confirmation (score 4 -> 1) | [PRE_CAP_SCORE=4]",4,A-,20.774020324682198,1,[],[],[],[]
KC @ CIN,CIN,0.4136,0.5667,0.153,0.5667,0.5667,0.6165,3389.0,0.5425,2.42,0.0595,0.0684,0.0171,0.0085,0.0,0.0,0.961,1.082,-0.002,0.1161,16.15,20.87,Andrew Abbott,Noah Cameron,PLATINUM,"F2_xwoba_gap=0.021, F3_swing_take_gap=5067.8","edge +2.42pp outside [4,15]pp",fetched,acute_roster,True,,,C,0,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=-4.6) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.05) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.534 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,-4.579459424930668,1,[],[],[],[]
TOR @ ATL,ATL,0.5775,0.5982,0.0206,0.5982,0.5982,0.5537,2724.0,0.5553,4.28,0.0967,0.116,0.029,0.0145,0.0,0.0,1.369,1.132,0.0049,0.1061,20.82,22.37,Bryce Elder,Kevin Gausman,PLATINUM,"F2_xwoba_gap=0.032, F3_swing_take_gap=7765.9",,fetched,,False,,,B-,1,"clears every gate (+3) | PLATINUM tier (+1; SP edge unconfirmed) | F-signal fires (+1) | PQI confirms pick (Δ=+6.9) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.01) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0049 >= 0) on tier-elevated pick (score 7 -> 1) | [PRE_CAP_SCORE=7]",7,A,6.893772242531256,1,[],[],[],[]
CHW @ MIN,CHW,0.3453,0.4507,0.1054,0.5493,0.5493,0.5313,2636.0,0.5425,0.68,0.027,0.031,0.0078,0.0039,0.0,0.0,0.893,1.257,-0.0048,0.1102,23.51,27.0,Connor Prielipp,Davis Martin,GOLD,"F1_xera_gap=1.29*, F2_xwoba_gap=0.021","edge +0.68pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,True,,,C,0,"F-signal fires (+1) | SP edge 0.52 xERA agrees with pick (+2) | PQI confirms pick (Δ=-11.3) (+1) | team_quality modifier (+1; DISABLED, score+=0) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.522 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 4 -> 0) | [PRE_CAP_SCORE=4]",4,A-,-11.275645174908497,1,[],[],[],[]
SF @ MIL,MIL,0.7401,0.5378,0.2023,0.5378,0.5378,0.5053,2215.0,0.6638,-12.6,-0.1531,0.0,0.0,0.0,0.0,0.0,1.217,0.939,-0.0062,0.0977,29.33,22.49,Kyle Harrison,Trevor McDonald,GOLD,F3_swing_take_gap=1564.1,"edge -12.60pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 0.66 xERA agrees with pick (+2) | PQI confirms pick (Δ=+18.0) (+1) | team_quality modifier (+1; DISABLED, score+=0) | large negative edge (-12.6pp) caps grade at C (score 4 -> 2) | Stage 1/2 disagree (Δ=0.12) (-1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.522 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,18.026673410762022,1,[],[],[],[]
TEX @ STL,STL,0.4926,0.56,0.0674,0.56,0.56,0.5773,2450.0,0.494,6.6,0.1311,0.1285,0.0321,0.0161,0.0,0.0,1.336,1.183,-0.0001,0.104,19.77,22.07,Dustin May,Nathan Eovaldi,GOLD,F3_swing_take_gap=1912.6,tier GOLD -> stake_mult=0,fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 0.33 xERA agrees with pick (+2) | PQI confirms pick (Δ=+13.2) (+1) | Stage 1/2 agree (Δ=0.01) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.529 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 5 -> 0) | [PRE_CAP_SCORE=5]",5,A,13.23791763462009,0,[],[],[],[]
