matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
WSH @ BAL,WSH,0.6468,0.4717,0.1751,0.5283,0.5283,0.5313,18999.0,0.3319,19.64,0.4476,0.125,0.03215,0.0161,0.0,0.0,1.178,1.338,0.0394,0.0978,24.01,13.98,Kyle Bradish,Zack Littell,SKIP,,"fair_prob 0.332 < 0.42 | edge +19.64pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,bullpen_fatigue;calibration_caution_18_25pp,True,,,D,-2,SP edge 2.62 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+37.2) (-1) | Stage 1/2 agree (Δ=0.07) (+1),-2,D,37.20326608121053,0,[],[],[],[]
CIN @ PIT,PIT,0.5539,0.5065,0.0474,0.5065,0.5065,0.5234,18254.0,0.5676,-6.12,-0.0884,0.0,0.0,0.0,0.0,0.0,1.165,1.207,0.011,0.1043,18.53,17.77,Mitch Keller,Brady Singer,GOLD,F3_swing_take_gap=165.8,"edge -6.12pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,bullpen_fatigue,True,,,C,0,"F-signal fires (+1) | SP edge 0.54 xERA agrees with pick (+2) | PQI confirms pick (Δ=+5.4) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.01) (+1) | negative edge (-6.1pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-6.1pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.511 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,5.41620976079183,1,[],[],[],[]
TEX @ TOR,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Shane Bieber has only 75 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
HOU @ DET,HOU,0.7488,0.3756,0.3732,0.6244,0.6244,0.6361,14829.0,0.5553,6.91,0.1448,0.1738,0.0434,0.0217,0.0,0.0,1.551,1.183,-0.0112,0.0925,25.38,28.64,Jack Flaherty,Hunter Brown,PLATINUM,"F3_swing_take_gap=860.9, F5_bullpen_gap=+0.76",,fetched,,False,,,A-,4,clears every gate (+3) | PLATINUM tier (+2; SP edge confirms) | F-signal fires (+1) | SP edge 1.47 xERA agrees with pick (+2) | PQI confirms pick (Δ=-20.3) (+1) | Stage 1/2 disagree (Δ=0.18) (-1) | Stage 1/2 large disagreement (Δ=0.18) caps A at A- (score 8 -> 4),4,A-,-20.333795490259888,0,[],[],[],[]
SEA @ CLE,CLE,0.526,0.66,0.134,0.66,0.66,0.6703,15840.0,0.506,15.4,0.3071,0.25,0.0783,0.0392,0.0,0.0,1.273,1.102,0.0058,0.0905,27.63,23.81,Gavin Williams,Emerson Hancock,SKIP,,"edge +15.40pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,B-,1,Stage 1/2 agree (Δ=0.07) (+1),1,B-,1.4513591579291045,0,[],[],[],[]
ARI @ TB,TB,0.713,0.6443,0.0687,0.6443,0.6443,0.6563,15283.0,0.6638,-1.95,0.0146,0.0255,0.0064,0.0032,0.0,0.0,1.256,1.14,0.0004,0.1051,26.81,12.93,Drew Rasmussen,Merrill Kelly,GOLD,F1_xera_gap=5.01,"edge -1.95pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,True,,,B-,1,"F-signal fires (+1) | SP edge 4.12 xERA agrees with pick (+2) | PQI confirms pick (Δ=+44.1) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.07) (+1) | negative edge (-1.9pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-1.9pp < 0) prevents GOLD confirmation (score 4 -> 1) | [PRE_CAP_SCORE=4]",4,A-,44.07977782980924,1,[],[],[],[]
PHI @ NYM,NYM,0.354,0.5276,0.1736,0.5276,0.5276,0.5442,14547.0,0.4094,11.82,0.2399,0.1777,0.0444,0.0222,0.0,0.0,1.202,1.372,0.0006,0.1049,20.21,27.75,Cionel Pérez,Jesús Luzardo,GOLD,F3_swing_take_gap=1120.5,fair_prob 0.409 < 0.42 | tier GOLD -> stake_mult=0,fetched,,False,,,D,-1,"F-signal fires (+1) | SP edge 3.11 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-47.0) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.02) (+1)",-1,D,-47.04001442890251,-1,[],[],[],[]
COL @ MIN,MIN,0.5547,0.5918,0.0371,0.5918,0.5918,0.5282,18970.0,0.6035,-1.17,0.0115,0.0161,0.004,0.002,0.0,0.0,1.179,1.039,0.0128,0.1069,22.18,17.51,Connor Prielipp,Ryan Feltner,PLATINUM,"F1_xera_gap=1.35*, F3_swing_take_gap=1105.3, F5_bullpen_gap=+1.56","edge -1.17pp outside [4,15]pp",fetched,,True,,,C,0,"F-signal fires (+1) | SP edge 1.06 xERA agrees with pick (+2) | PQI confirms pick (Δ=+16.9) (+1) | Stage 1/2 agree (Δ=0.02) (+1) | negative edge (-1.2pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-1.2pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.543 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,16.855588299054627,0,[],[],[],[]
KC @ CHW,CHW,0.2759,0.53,0.2541,0.53,0.53,0.5695,15954.0,0.5727,-4.27,-0.0623,0.0,0.0,0.0,0.0,0.0,1.276,1.159,-0.0154,0.104,18.11,20.63,Anthony Kay,Luinder Avila,SKIP,,"edge -4.27pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,D,-2,"SP edge 1.11 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-10.2) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.05) (+1)",-2,D,-10.185125406427865,1,[],[],[],[]
CHC @ MIL,MIL,0.4582,0.5212,0.063,0.5212,0.5212,0.4687,13466.0,0.6763,-15.51,-0.1924,0.0,0.0,0.0,0.0,0.0,1.105,1.031,0.0129,0.1036,23.95,24.09,Brandon Woodruff,Ryan Rolison,GOLD,F5_bullpen_gap=+0.44,"edge -15.51pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 0.61 xERA agrees with pick (+2) | PQI confirms pick (Δ=+15.1) (+1) | team_quality modifier (+1; DISABLED, score+=0) | large negative edge (-15.5pp) caps grade at C (score 4 -> 2) | Stage 1/2 agree (Δ=0.01) (+1) | [HARD CAP 1] negative-edge GOLD (-15.5pp < 0) prevents GOLD confirmation (score 3 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.513 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=3]",3,B+,15.107935798795687,1,[],[],[],[]
