game_id,team,side,decimal,model_prob,fair_prob,edge_pp,ev_per_$1,tier,signals,stake_u
824851,BAL,home,1.87,0.6643,0.5153,14.91,0.242,PLATINUM,"F1_xera_gap=3.18, F3_swing_take_gap=2071.1",15.0
