game_id,game_date,side,team,price,decimal,prob,fair,edge_pp,ev,tier,signals,stake,won,pnl,bankroll
778150,2025-04-27,home,STL,-114.0,1.8771929824561404,0.5844084620475769,0.5132897957945519,7.111866625302499,0.097047463843697,PLATINUM,"F3_swing_take_gap=976.2, F4_opp_sp_lucky=-1.05",0.8297558158636094,False,-0.8297558158636094,99.1702441841364
778144,2025-04-27,home,MIN,-147.0,1.6802721088435373,0.6621918082237244,0.5916223469991743,7.05694612245501,0.11266242606299254,DIAMOND,"F1_xera_gap=1.29, F3_swing_take_gap=572.0, F4_our_sp_unlucky=2.51",4.105989411368737,True,2.7931900757610455,101.96343425989744
778141,2025-04-28,home,CIN,-120.0,1.8333333333333335,0.651248574256897,0.5323040167875672,11.894455746932975,0.1939557194709779,PLATINUM,"F3_swing_take_gap=73.3, F4_our_sp_unlucky=3.43",1.5294515138984615,True,1.2745429282487182,103.23797718814616
778131,2025-04-29,home,PHI,-191.0,1.5235602094240837,0.7053926587104797,0.6606899849223155,4.470267378816429,0.07470818683114966,DIAMOND,"F1_xera_gap=1.63, F3_swing_take_gap=860.5, F4_our_sp_unlucky=4.61",3.6828247969445513,True,1.9281805219604977,105.16615771010666
778135,2025-04-29,home,PIT,132.0,2.3200000000000003,0.59922856092453,0.4008260486262436,19.84025122982864,0.3902102613449099,PLATINUM,"F1_xera_gap=2.39, F4_our_sp_unlucky=2.05",1.5774923656515998,False,-1.5774923656515998,103.58866534445507
778124,2025-04-29,home,HOU,-113.0,1.8849557522123894,0.5801926851272583,0.5179453129662126,6.22473721610457,0.09363753922217721,PLATINUM,"F1_xera_gap=1.17, F4_our_sp_unlucky=1.97",0.8220570087754329,True,0.72748407856233,104.3161494230174
778120,2025-04-29,home,COL,145.0,2.45,0.5915976166725159,0.36993698448437484,22.166063218814102,0.44941416084766395,PLATINUM,"F1_xera_gap=1.35, F4_our_sp_unlucky=3.90",0.9176258286284167,False,-0.9176258286284167,103.39852359438898
778134,2025-04-30,home,CIN,-118.0,1.847457627118644,0.6940573453903198,0.5239840891851306,17.00732562051892,0.28224153639906546,DIAMOND,"F1_xera_gap=2.86, F3_swing_take_gap=446.7, F4_our_sp_unlucky=3.93",5.169926179719449,False,-5.169926179719449,98.22859741466952
778105,2025-04-30,home,SD,105.0,2.05,0.7268984913825989,0.467347328108675,25.955116327392386,0.4901419073343276,DIAMOND,"F1_xera_gap=0.94, F3_swing_take_gap=2104.7, F4_our_sp_unlucky=2.78",1.8300738202805515,True,1.9215775112945788,100.1501749259641
778095,2025-05-01,home,TOR,-102.0,1.9803921568627452,0.6240113973617554,0.48504948011719273,13.896191724456264,0.23578727712818226,PLATINUM,"F1_xera_gap=0.87, F4_our_sp_unlucky=1.47",1.5022526238894613,True,1.4727966900877074,101.6229716160518
778107,2025-05-01,home,CIN,-125.0,1.8,0.6764103770256042,0.5407428086139267,13.56675684116776,0.21753867864608767,PLATINUM,"F1_xera_gap=0.77, F4_our_sp_unlucky=3.66",1.5243445742407769,True,1.2194756593926215,102.84244727544441
778089,2025-05-02,home,BOS,-116.0,1.8620689655172413,0.5541119575500488,0.5216196848488626,3.2492272701186264,0.031794679575952944,PLATINUM,"F2_xwoba_gap=0.029, F3_swing_take_gap=4171.1",0.2844763112398743,True,0.24523819934471924,103.08768547478914
778073,2025-05-03,home,BOS,340.0,4.4,0.6028334498405457,0.16130794331670414,44.15255065238415,1.6524671792984011,DIAMOND,"F1_xera_gap=2.47, F2_xwoba_gap=0.028, F3_swing_take_gap=4126.2, F4_our_sp_unlucky=4.38",5.154384273739457,False,-5.154384273739457,97.93330120104969
778065,2025-05-03,home,PIT,-128.0,1.78125,0.6146946549415588,0.5423742064194211,7.23204485221377,0.09492485411465168,PLATINUM,"F1_xera_gap=2.28, F4_our_sp_unlucky=4.18, F4_opp_sp_lucky=-1.17",0.8924452156296848,False,-0.8924452156296848,97.04085598542001
778064,2025-05-03,home,TOR,-134.0,1.7462686567164178,0.6308310031890869,0.5640991538806756,6.673184930841137,0.10160040855407709,DIAMOND,"F1_xera_gap=2.64, F3_swing_take_gap=2396.4, F4_our_sp_unlucky=2.91",0.9531705106308586,False,-0.9531705106308586,96.08768547478915
