game_id,team,side,decimal,model_prob,fair_prob,edge_pp,ev_per_$1,tier,signals,stake_u
823959,CHC,away,2.05,0.5733,0.4598,11.35,0.1752,PLATINUM,"F3_swing_take_gap=3353.6, F4_our_sp_unlucky=2.26",1.25
