game_id,game_date,side,team,decimal,prob,fair,edge_pp,ev,tier,signals,stake,won,pnl,bankroll
778105,2025-04-30,home,SD,2.048,0.5177440047264099,0.46053715208058954,5.720685264582038,0.060339721679687486,DIAMOND,"F1_xera=0.94, F2_xwoba=0.017, F3_stake=2104.7, F4_our_unlucky=2.78",1.1515214061009063,True,1.2067944335937497,101.20679443359376
778073,2025-05-03,home,BOS,5.932,0.52265465259552,0.1049396866409879,41.771496595453215,2.100387399196625,DIAMOND,"F1_xera=2.47, F2_xwoba=0.028, F3_stake=4126.2, F4_our_unlucky=4.38",5.0,False,-5.0,96.20679443359376
777980,2025-05-10,home,WSH,2.056,0.52265465259552,0.45819255618471555,6.446209641080447,0.0745779657363892,DIAMOND,"F1_xera=1.99, F3_stake=760.3, F4_our_unlucky=3.48",1.358883905090226,False,-1.358883905090226,94.84791052850353
777987,2025-05-10,home,DET,2.067,0.52265465259552,0.4552421526726859,6.74124999228341,0.08032716691494002,DIAMOND,"F2_xwoba=0.029, F3_stake=4721.8, F4_our_unlucky=2.04",1.428090710507291,False,-1.428090710507291,93.41981981799624
777841,2025-05-20,home,WSH,2.652,0.52265465259552,0.3323502001331313,19.03044524623887,0.38608013868331914,DIAMOND,"F1_xera=1.90, F3_stake=293.7, F4_our_unlucky=2.60",4.366529902070542,True,7.2135073982205355,100.63332721621677
777829,2025-05-21,home,MIN,3.29,0.5122944116592407,0.24950136157727454,26.27930500819662,0.685448614358902,DIAMOND,"F1_xera=1.44, F3_stake=1943.6, F4_our_unlucky=2.18",5.0,True,11.45,112.08332721621677
777820,2025-05-22,home,WSH,2.435,0.52265465259552,0.3708108778760212,15.184377471949883,0.27266407907009127,DIAMOND,"F1_xera=1.71, F3_stake=584.2, F4_our_unlucky=3.78",4.259386368574417,True,6.112219438904289,118.19554665512106
777778,2025-05-25,home,WSH,2.489,0.5122944116592407,0.36055053474399457,15.174387691524615,0.27510079061985004,DIAMOND,"F2_xwoba=0.020, F3_stake=4255.5, F4_our_unlucky=4.99",4.367453100412247,False,-4.367453100412247,113.82809355470881
777748,2025-05-27,home,PHI,1.888,0.5658408999443054,0.5082130026841458,5.76278972601596,0.06830761909484862,DIAMOND,"F1_xera=6.24, F3_stake=2388.0, F4_our_unlucky=5.01",1.7511995623486134,True,1.5550652113655685,115.38315876607439
777746,2025-05-27,away,MIN,1.775,0.6148472726345062,0.5473900381641482,6.7457234470358,0.0913539089262485,DIAMOND,"F1_xera=1.17, F3_stake=324.5, F4_our_unlucky=2.32",2.720181310332602,True,2.1081405155077664,117.49129928158216
777732,2025-05-28,away,MIN,1.924,0.540413111448288,0.49684104708540544,4.357206436288252,0.03975482642650602,DIAMOND,"F1_xera=1.32, F3_stake=408.3, F4_our_unlucky=2.97",1.0110056730657946,False,-1.0110056730657946,116.48029360851636
777738,2025-05-28,away,SF,1.955,0.5823278427124023,0.48721017349757145,9.511766921483089,0.13845093250274665,DIAMOND,"F1_xera=1.61, F3_stake=4629.8, F4_our_unlucky=3.10",3.3773414174435206,False,-3.3773414174435206,113.10295219107284
777735,2025-05-29,home,PHI,2.046,0.5183969140052795,0.460999525555897,5.739738844938253,0.06064008605480187,DIAMOND,"F1_xera=3.74, F3_stake=2433.6, F4_our_unlucky=3.14",1.3113905839232889,True,1.37171455078376,114.47466674185661
777722,2025-05-29,away,WSH,3.014,0.6101471781730652,0.2808683668501484,32.92788113229168,0.8389835950136184,DIAMOND,"F1_xera=2.95, F3_stake=843.2, F4_our_unlucky=2.62",3.6886094160767113,True,7.4288593639784954,121.9035261058351
777721,2025-05-30,away,LAA,2.277,0.5705580115318298,0.40375908154066475,16.679892999116507,0.29916059225797664,DIAMOND,"F1_xera=1.50, F2_xwoba=0.015, F4_our_unlucky=1.78",5.0,True,6.385000000000001,128.2885261058351
777698,2025-05-31,away,NYY,1.813,0.5850792229175568,0.5336904971904994,5.138872572705733,0.060748631149530385,DIAMOND,"F1_xera=3.31, F3_stake=433.1, F4_our_unlucky=3.55",1.9171838507060954,False,-1.9171838507060954,126.37134225512901
777705,2025-05-31,away,SF,2.949,0.5447971224784851,0.2892224716259715,25.557465085251362,0.6066067141890525,DIAMOND,"F1_xera=1.64, F3_stake=1924.9, F4_our_unlucky=2.76",3.0828161492939046,False,-3.0828161492939046,123.2885261058351
777687,2025-06-01,away,CIN,2.495,0.6109558045864105,0.35949940607087205,25.145639851553845,0.5243347324430944,DIAMOND,"F1_xera=1.09, F3_stake=9635.4, F4_our_unlucky=2.95",5.0,False,-5.0,118.2885261058351
777657,2025-06-03,away,NYM,2.463,0.5397501289844513,0.3655378252396302,17.42123037448211,0.32940456768870363,DIAMOND,"F1_xera=4.26, F3_stake=2397.1, F4_our_unlucky=2.72",5.0,True,7.315,125.6035261058351
777649,2025-06-04,away,LAA,2.125,0.5437465608119965,0.4399726187986812,10.377394201331525,0.15546144172549248,DIAMOND,"F1_xera=2.00, F3_stake=3814.1, F4_our_unlucky=1.62",3.4713787118610946,True,3.9053010508437316,129.50882715667882
777635,2025-06-05,away,KC,2.0,0.5449604690074921,0.4739884549280554,7.097201407943665,0.08992093801498413,DIAMOND,"F1_xera=2.12, F3_stake=3203.1, F4_our_unlucky=6.36",2.329111043829802,True,2.329111043829802,131.83793820050863
777631,2025-06-05,away,NYM,2.295,0.6020410060882568,0.3996736203352218,20.236738575303505,0.38168410897254934,DIAMOND,"F1_xera=2.10, F3_stake=2103.4, F4_our_unlucky=1.29",2.670888956170198,True,3.458801198240406,135.29673939874903
777601,2025-06-07,away,LAD,1.99,0.5467371642589569,0.4769767452606247,6.976041899833218,0.08800695687532423,DIAMOND,"F1_xera=3.76, F2_xwoba=0.030, F4_our_unlucky=2.90",2.4054655170985226,True,2.3814108619275376,137.67815026067657
777570,2025-06-10,away,WSH,2.376,0.540413111448288,0.3825788980813992,15.783421336688875,0.28402155280113217,DIAMOND,"F1_xera=1.61, F3_stake=5376.2, F4_our_unlucky=2.61",5.0,True,6.879999999999999,144.55815026067657
777561,2025-06-11,away,TB,1.984,0.5705268979072571,0.4787057872004885,9.182111070676857,0.13192536544799804,DIAMOND,"F1_xera=0.84, F3_stake=4050.6, F4_our_unlucky=1.81",3.876196504395604,False,-3.876196504395604,140.68195375628096
777526,2025-06-13,away,PIT,2.892,0.5608217716217041,0.2967088548650979,26.41129167566062,0.6218965635299682,DIAMOND,"F1_xera=3.32, F3_stake=8314.7, F4_our_unlucky=3.46",5.0,True,9.459999999999999,150.14195375628097
777507,2025-06-14,away,CLE,1.946,0.6010087132453918,0.4900519827145209,11.095673053087097,0.1695629559755325,DIAMOND,"F1_xera=1.31, F3_stake=9186.5, F4_our_unlucky=3.13",5.0,True,4.7299999999999995,154.87195375628096
777497,2025-06-15,away,PIT,2.562,0.5963533222675323,0.34762972125960634,24.8723601007926,0.5278572116494178,DIAMOND,"F1_xera=1.38, F3_stake=8002.1, F4_our_unlucky=2.46",5.0,True,7.809999999999999,162.68195375628096
777460,2025-06-18,away,KC,2.115,0.6097428202629089,0.4424142830310611,16.732853723184782,0.28960606485605256,DIAMOND,"F1_xera=1.83, F3_stake=840.2, F4_our_unlucky=2.43",5.0,True,5.575000000000001,168.25695375628095
777451,2025-06-19,home,DET,2.062,0.5679686069488525,0.456476856539181,11.149175040967151,0.17115126752853382,DIAMOND,"F1_xera=4.43, F2_xwoba=0.017, F3_stake=5067.5, F4_our_unlucky=3.32",5.0,True,5.309999999999999,173.56695375628095
777412,2025-06-21,away,MIL,2.394,0.50383460521698,0.37895293208807235,12.488167312890763,0.2061800448894502,DIAMOND,"F1_xera=1.72, F3_stake=3667.1, F4_our_unlucky=1.97",5.0,True,6.970000000000001,180.53695375628095
777403,2025-06-22,away,SEA,1.881,0.6166747510433197,0.5105795575371946,10.609519350612507,0.15996520671248438,DIAMOND,"F1_xera=4.62, F3_stake=4415.3, F4_our_unlucky=4.53",5.0,True,4.405,184.94195375628095
777380,2025-06-24,away,TEX,2.135,0.5263868868350983,0.43753642990759734,8.885045692750094,0.12383600339293466,DIAMOND,"F1_xera=1.27, F3_stake=1091.4, F4_our_unlucky=4.55",4.035677958213001,True,4.580494482571756,189.52244823885272
777360,2025-06-25,away,WSH,2.587,0.6265853941440582,0.3432666426839939,28.331875146006436,0.6209764146506788,DIAMOND,"F1_xera=0.90, F2_xwoba=0.015, F4_our_unlucky=2.63",5.0,False,-5.0,184.52244823885272
777322,2025-06-28,away,SEA,1.932,0.5529605746269226,0.494313958765237,5.8646615861685625,0.06831983017921439,DIAMOND,"F1_xera=3.53, F2_xwoba=0.016, F4_our_unlucky=3.08",2.705266593976673,False,-2.705266593976673,181.81718164487606
777294,2025-07-01,away,CIN,2.0,0.5529605746269226,0.4739884549280554,7.897211969886719,0.10592114925384521,DIAMOND,"F1_xera=1.31, F3_stake=6534.4, F4_our_unlucky=1.71",3.851656966784081,True,3.851656966784081,185.66883861166014
777281,2025-07-01,away,KC,2.446,0.549966037273407,0.36878907707436404,18.117696019904294,0.3452169271707536,DIAMOND,"F1_xera=1.42, F3_stake=5838.1, F4_our_unlucky=2.75",1.148343033215919,True,1.660504026030219,187.32934263769036
777273,2025-07-02,away,SD,2.41,0.5529605746269226,0.37576679014895475,17.719378447796785,0.3326349848508836,DIAMOND,"F1_xera=2.91, F3_stake=6223.4, F4_our_unlucky=1.72",5.0,True,7.050000000000001,194.37934263769037
777261,2025-07-03,away,LAA,2.37,0.5529605746269226,0.3838500212980681,16.91105533288545,0.3105165618658067,DIAMOND,"F1_xera=2.55, F3_stake=1302.2, F4_our_unlucky=2.13",5.0,True,6.8500000000000005,201.22934263769037
777255,2025-07-04,away,CIN,2.402,0.5563335120677948,0.3774445696851084,17.888894238268637,0.3363130959868432,DIAMOND,"F1_xera=1.09, F3_stake=9632.5, F4_our_unlucky=2.35",5.0,True,7.010000000000001,208.23934263769036
777205,2025-07-06,away,PIT,2.545,0.5529605746269226,0.3504250654048331,20.25355092220895,0.407284662425518,DIAMOND,"F1_xera=2.26, F3_stake=5369.9, F4_our_unlucky=3.15",5.0,True,7.725,215.96434263769035
777197,2025-07-08,away,MIA,2.051,0.5563335120677948,0.45959559621667445,9.673791585112035,0.1410400332510472,DIAMOND,"F1_xera=2.08, F2_xwoba=0.018, F4_our_unlucky=3.78",5.0,True,5.255000000000001,221.21934263769035
777163,2025-07-09,away,PHI,2.365,0.5622032284736633,0.38482437318480356,17.737885528885975,0.32961063534021384,DIAMOND,"F1_xera=1.95, F2_xwoba=0.025, F4_our_unlucky=3.58",5.0,True,6.825000000000001,228.04434263769033
777170,2025-07-10,away,TB,1.94,0.5507692396640778,0.4917869973158542,5.898224234822358,0.06849232494831081,DIAMOND,"F1_xera=1.93, F3_stake=2866.8, F4_our_unlucky=3.40",3.3232525996946,True,3.123857443712924,231.16820008140326
777160,2025-07-11,away,COL,3.396,0.5529605746269226,0.23891323516627383,31.404733946064876,0.8778541114330292,DIAMOND,"F1_xera=1.25, F3_stake=1276.8, F4_our_unlucky=3.30",5.0,True,11.98,243.14820008140325
