game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units,book,pred_runs_bvp_adjusted,total_runs_delta,home_runs_delta,away_runs_delta,home_bvp_n_pa,away_bvp_n_pa,home_bvp_ops_shrunk,away_bvp_ops_shrunk,bvp_signal_strength,player_aware_signal,pred_winp_mc,pred_runs_mc
2026-07-03,CHC,STL,18.0,8.95,9.05,under,1.935,0.5805,0.4805,2.63,pinnacle,9.38,0.43,0.345,0.085,89.0,25.0,0.789,0.7506,12.667,"{""lineup_xwoba_h"":0.33,""lineup_xwoba_a"":0.347,""lineup_wrcplus_h"":118.0,""lineup_wrcplus_a"":104.0,""bvp_pa_total"":114,""bvp_delta_runs"":0.43}",0.4941,8.06
2026-07-03,WSH,PIT,10.0,9.41,0.59,under,1.917,0.5174,0.5055,0.0,pinnacle,9.56,0.15,0.143,0.007,85.0,11.0,0.7485,0.7257,10.667,"{""lineup_xwoba_h"":0.323,""lineup_xwoba_a"":0.324,""lineup_wrcplus_h"":105.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":96,""bvp_delta_runs"":0.15}",0.5035,7.77
2026-07-03,NYY,MIN,10.0,8.63,1.37,under,1.87,0.5509,0.5234,0.69,pinnacle,8.65,0.026,0.0,0.026,0.0,22.0,0.73,0.7305,2.444,"{""lineup_xwoba_h"":0.326,""lineup_xwoba_a"":0.314,""lineup_wrcplus_h"":109.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":22,""bvp_delta_runs"":0.026}",0.4897,8.17
2026-07-03,CIN,BAL,10.5,9.19,1.31,under,1.935,0.529,0.5028,0.5,pinnacle,9.27,0.087,0.048,0.039,12.0,17.0,0.7559,0.7407,3.222,"{""lineup_xwoba_h"":0.313,""lineup_xwoba_a"":0.322,""lineup_wrcplus_h"":119.0,""lineup_wrcplus_a"":105.0,""bvp_pa_total"":29,""bvp_delta_runs"":0.087}",0.4922,8.83
2026-07-03,CLE,CHW,8.0,9.63,1.63,over,1.901,0.5464,0.5139,0.86,pinnacle,9.62,-0.011,-0.005,-0.006,23.0,34.0,0.718,0.7183,6.333,"{""lineup_xwoba_h"":0.299,""lineup_xwoba_a"":0.343,""lineup_wrcplus_h"":98.0,""lineup_wrcplus_a"":114.0,""bvp_pa_total"":57,""bvp_delta_runs"":-0.011}",0.4979,7.67
2026-07-03,ATL,NYM,9.0,8.52,0.48,under,1.917,0.518,0.5083,0.0,pinnacle,8.53,0.008,0.005,0.003,14.0,15.0,0.7232,0.7219,3.222,"{""lineup_xwoba_h"":0.34,""lineup_xwoba_a"":0.345,""lineup_wrcplus_h"":110.0,""lineup_wrcplus_a"":106.0,""bvp_pa_total"":29,""bvp_delta_runs"":0.008}",0.4937,7.99
2026-07-03,COL,SF,,10.88,,,,,,,,10.92,0.04,0.129,-0.089,94.0,41.0,0.7457,0.7004,15.0,"{""lineup_xwoba_h"":0.33,""lineup_xwoba_a"":0.334,""lineup_wrcplus_h"":119.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":135,""bvp_delta_runs"":0.04}",0.5007,9.68
2026-07-03,HOU,TB,,8.38,,,,,,,,8.43,0.047,0.04,0.007,70.0,7.0,0.7281,0.7286,8.556,"{""lineup_xwoba_h"":0.327,""lineup_xwoba_a"":0.332,""lineup_wrcplus_h"":113.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":77,""bvp_delta_runs"":0.047}",0.5035,7.77
2026-07-03,LAA,BOS,,9.43,,,,,,,,9.43,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.315,""lineup_xwoba_a"":0.334,""lineup_wrcplus_h"":108.0,""lineup_wrcplus_a"":118.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-07-03,OAK,MIA,,8.84,,,,,,,,8.85,0.005,0.005,0.0,9.0,0.0,0.7246,0.72,1.0,"{""lineup_xwoba_h"":0.316,""lineup_xwoba_a"":0.335,""lineup_wrcplus_h"":108.0,""lineup_wrcplus_a"":115.0,""bvp_pa_total"":9,""bvp_delta_runs"":0.005}",,
2026-07-03,ARI,MIL,,9.4,,,,,,,,9.48,0.076,0.076,0.0,26.0,0.0,0.7464,0.72,2.889,"{""lineup_xwoba_h"":0.324,""lineup_xwoba_a"":0.332,""lineup_wrcplus_h"":110.0,""lineup_wrcplus_a"":118.0,""bvp_pa_total"":26,""bvp_delta_runs"":0.076}",,
2026-07-03,LAD,SD,,8.06,,,,,,,,8.22,0.161,0.161,0.0,117.0,0.0,0.7523,0.72,13.0,"{""lineup_xwoba_h"":0.366,""lineup_xwoba_a"":0.321,""lineup_wrcplus_h"":125.0,""lineup_wrcplus_a"":100.0,""bvp_pa_total"":117,""bvp_delta_runs"":0.161}",,
2026-07-03,SEA,TOR,,7.82,,,,,,,,7.82,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.333,""lineup_xwoba_a"":0.305,""lineup_wrcplus_h"":110.0,""lineup_wrcplus_a"":112.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
