game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units,book,pred_runs_bvp_adjusted,total_runs_delta,home_runs_delta,away_runs_delta,home_bvp_n_pa,away_bvp_n_pa,home_bvp_ops_shrunk,away_bvp_ops_shrunk,bvp_signal_strength,player_aware_signal,pred_winp_mc,pred_runs_mc
2026-07-07,STL,MIL,7.5,8.79,1.29,over,1.87,0.539,0.5131,0.17,bovada,8.79,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.323,""lineup_xwoba_a"":0.336,""lineup_wrcplus_h"":108.0,""lineup_wrcplus_a"":118.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-07-07,STL,MIL,7.5,8.78,1.28,over,1.87,0.5386,0.5131,0.16,bovada,8.78,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.347,""lineup_xwoba_a"":0.336,""lineup_wrcplus_h"":112.0,""lineup_wrcplus_a"":118.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-07-07,BAL,CHC,9.0,9.64,0.64,over,1.877,0.5351,0.5222,0.1,pinnacle,9.64,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.326,""lineup_xwoba_a"":0.326,""lineup_wrcplus_h"":103.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-07-07,DET,OAK,8.0,9.12,1.12,over,1.926,0.528,0.5056,0.37,pinnacle,9.19,0.066,0.066,0.0,36.0,0.0,0.7365,0.72,4.0,"{""lineup_xwoba_h"":0.318,""lineup_xwoba_a"":0.316,""lineup_wrcplus_h"":106.0,""lineup_wrcplus_a"":111.0,""bvp_pa_total"":36,""bvp_delta_runs"":0.066}",,
2026-07-07,PIT,ATL,8.0,8.62,0.62,over,1.917,0.5208,0.5083,0.0,pinnacle,8.62,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.333,""lineup_xwoba_a"":0.339,""lineup_wrcplus_h"":119.0,""lineup_wrcplus_a"":112.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-07-07,MIA,SEA,8.0,8.85,0.85,over,1.99,0.503,0.4861,0.02,pinnacle,8.87,0.022,0.0,0.022,0.0,12.0,0.73,0.7367,1.333,"{""lineup_xwoba_h"":0.325,""lineup_xwoba_a"":0.315,""lineup_wrcplus_h"":111.0,""lineup_wrcplus_a"":107.0,""bvp_pa_total"":12,""bvp_delta_runs"":0.022}",0.5003,7.26
2026-07-07,TB,NYY,7.5,8.07,0.57,over,1.87,0.5347,0.5234,0.0,pinnacle,8.12,0.056,0.056,0.0,35.0,0.0,0.7344,0.72,3.889,"{""lineup_xwoba_h"":0.317,""lineup_xwoba_a"":0.307,""lineup_wrcplus_h"":113.0,""lineup_wrcplus_a"":109.0,""bvp_pa_total"":35,""bvp_delta_runs"":0.056}",,
2026-07-07,CIN,PHI,9.0,10.02,1.02,over,1.98,0.5093,0.4889,0.18,pinnacle,9.96,-0.06,-0.06,0.0,77.0,0.0,0.7079,0.72,8.556,"{""lineup_xwoba_h"":0.316,""lineup_xwoba_a"":0.315,""lineup_wrcplus_h"":106.0,""lineup_wrcplus_a"":106.0,""bvp_pa_total"":77,""bvp_delta_runs"":-0.06}",,
2026-07-07,MIN,CLE,8.5,8.04,0.46,under,1.99,0.4954,0.4861,0.0,pinnacle,8.04,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.329,""lineup_xwoba_a"":0.309,""lineup_wrcplus_h"":108.0,""lineup_wrcplus_a"":106.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-07-07,CHW,BOS,8.5,9.26,0.76,over,1.962,0.5096,0.4944,0.0,pinnacle,9.26,0.002,0.002,0.0,2.0,0.0,0.7269,0.72,0.222,"{""lineup_xwoba_h"":0.334,""lineup_xwoba_a"":0.327,""lineup_wrcplus_h"":111.0,""lineup_wrcplus_a"":116.0,""bvp_pa_total"":2,""bvp_delta_runs"":0.002}",,
2026-07-07,TEX,LAA,,8.93,,,,,,,,8.93,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.324,""lineup_xwoba_a"":0.298,""lineup_wrcplus_h"":107.0,""lineup_wrcplus_a"":99.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-07-07,SD,ARI,,8.64,,,,,,,,8.64,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.311,""lineup_xwoba_a"":0.32,""lineup_wrcplus_h"":100.0,""lineup_wrcplus_a"":102.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-07-07,SF,TOR,,7.92,,,,,,,,7.92,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.327,""lineup_xwoba_a"":0.297,""lineup_wrcplus_h"":114.0,""lineup_wrcplus_a"":105.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
2026-07-07,LAD,COL,,9.16,,,,,,,,9.16,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.354,""lineup_xwoba_a"":0.29,""lineup_wrcplus_h"":118.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,
