matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
CHW @ BAL,CHW,0.5591,0.4752,0.0839,0.5248,0.5248,0.5081,16327.0,0.4392,8.56,0.1545,0.1288,0.0322,0.0161,0.0,0.0,1.107,1.245,0.0327,0.103,20.24,24.09,Shane Baz,Sean Burke,SKIP,F1_xera_gap=0.81*,tier SKIP -> stake_mult=0,fetched,,False,0.5248,8.16,C,0,"F-signal fires (+1) | SP edge 0.59 xERA agrees with pick (+2) | PQI confirms pick (Δ=-6.8) (+1) | Stage 1/2 agree (Δ=0.02) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0327 >= 0) on tier-elevated pick (score 5 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.514 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=5]",5,A,-6.818232858714637,0,"[{""order"":1,""name"":""Sam Antonacci"",""pos"":""LF"",""k_pct"":15.1,""bb_pct"":7.8,""ev"":87.9,""la"":11.8,""hard_hit_pct"":36.4,""bbe"":121.0,""xwoba"":0.372,""xba"":0.314,""xslg"":0.434,""sprint"":28.3,""bat_side"":""L"",""vs_LHP_OPS_career"":0.442,""vs_LHP_PA_career"":51,""vs_RHP_OPS_career"":0.891,""vs_RHP_PA_career"":207,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":4,""season_PA"":258,""sample_flag"":""LOW_SAMPLE""},{""order"":2,""name"":""Miguel Vargas"",""pos"":""3B"",""k_pct"":16.8,""bb_pct"":14.0,""ev"":90.4,""la"":20.4,""hard_hit_pct"":46.5,""bbe"":170.0,""xwoba"":0.394,""xba"":0.256,""xslg"":0.534,""sprint"":28.1,""bat_side"":""R"",""vs_LHP_OPS_career"":0.756,""vs_LHP_PA_career"":467,""vs_RHP_OPS_career"":0.674,""vs_RHP_PA_career"":1044,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":19,""season_PA"":351,""sample_flag"":""OK""},{""order"":3,""name"":""Colson Montgomery"",""pos"":""SS"",""k_pct"":31.7,""bb_pct"":9.1,""ev"":89.7,""la"":20.1,""hard_hit_pct"":43.8,""bbe"":144.0,""xwoba"":0.325,""xba"":0.215,""xslg"":0.443,""sprint"":26.4,""bat_side"":""L"",""vs_LHP_OPS_career"":0.806,""vs_LHP_PA_career"":180,""vs_RHP_OPS_career"":0.819,""vs_RHP_PA_career"":432,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":20,""season_PA"":328,""sample_flag"":""OK""},{""order"":4,""name"":""Kyle Teel"",""pos"":""C"",""k_pct"":35.0,""bb_pct"":10.0,""ev"":null,""la"":null,""hard_hit_pct"":null,""bbe"":null,""xwoba"":null,""xba"":null,""xslg"":null,""sprint"":null,""bat_side"":""L"",""vs_LHP_OPS_career"":0.582,""vs_LHP_PA_career"":56,""vs_RHP_OPS_career"":0.827,""vs_RHP_PA_career"":261,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":1,""season_PA"":20,""sample_flag"":""LOW_SAMPLE""},{""order"":5,""name"":""Randal Grichuk"",""pos"":""DH"",""k_pct"":30.3,""bb_pct"":3.0,""ev"":91.0,""la"":14.8,""hard_hit_pct"":45.5,""bbe"":55.0,""xwoba"":0.382,""xba"":0.307,""xslg"":0.564,""sprint"":27.0,""bat_side"":""R"",""vs_LHP_OPS_career"":0.83,""vs_LHP_PA_career"":1747,""vs_RHP_OPS_career"":0.731,""vs_RHP_PA_career"":3205,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":0,""season_PA"":33,""sample_flag"":""OK""},{""order"":6,""name"":""Braden Montgomery"",""pos"":""RF"",""k_pct"":23.9,""bb_pct"":7.5,""ev"":null,""la"":null,""hard_hit_pct"":null,""bbe"":null,""xwoba"":null,""xba"":null,""xslg"":null,""sprint"":null,""bat_side"":""S"",""vs_LHP_OPS_career"":0.653,""vs_LHP_PA_career"":18,""vs_RHP_OPS_career"":0.75,""vs_RHP_PA_career"":49,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":2,""season_PA"":67,""sample_flag"":""LOW_SAMPLE""},{""order"":7,""name"":""Tristan Peters"",""pos"":""CF"",""k_pct"":18.0,""bb_pct"":7.3,""ev"":86.9,""la"":15.6,""hard_hit_pct"":26.1,""bbe"":119.0,""xwoba"":0.293,""xba"":0.242,""xslg"":0.345,""sprint"":28.7,""bat_side"":""L"",""vs_LHP_OPS_career"":0.203,""vs_LHP_PA_career"":27,""vs_RHP_OPS_career"":0.811,""vs_RHP_PA_career"":218,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":4,""season_PA"":233,""sample_flag"":""LOW_SAMPLE""},{""order"":8,""name"":""Chase Meidroth"",""pos"":""2B"",""k_pct"":24.8,""bb_pct"":8.6,""ev"":88.0,""la"":8.7,""hard_hit_pct"":37.7,""bbe"":167.0,""xwoba"":0.299,""xba"":0.238,""xslg"":0.348,""sprint"":27.1,""bat_side"":""R"",""vs_LHP_OPS_career"":0.759,""vs_LHP_PA_career"":251,""vs_RHP_OPS_career"":0.644,""vs_RHP_PA_career"":593,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":6,""season_PA"":339,""sample_flag"":""OK""},{""order"":9,""name"":""Jacob Gonzalez"",""pos"":""1B"",""k_pct"":23.3,""bb_pct"":9.6,""ev"":97.6,""la"":23.6,""hard_hit_pct"":66.7,""bbe"":3.0,""xwoba"":0.192,""xba"":0.113,""xslg"":0.353,""sprint"":null,""bat_side"":""L"",""vs_LHP_OPS_career"":0.457,""vs_LHP_PA_career"":14,""vs_RHP_OPS_career"":0.675,""vs_RHP_PA_career"":59,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":2,""season_PA"":73,""sample_flag"":""LOW_SAMPLE""}]","[{""order"":1,""name"":""Gunnar Henderson"",""pos"":""SS"",""k_pct"":23.6,""bb_pct"":7.8,""ev"":89.4,""la"":12.8,""hard_hit_pct"":44.4,""bbe"":180.0,""xwoba"":0.305,""xba"":0.237,""xslg"":0.409,""sprint"":28.2,""bat_side"":""L"",""vs_LHP_OPS_career"":0.688,""vs_LHP_PA_career"":728,""vs_RHP_OPS_career"":0.86,""vs_RHP_PA_career"":1781,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":16,""season_PA"":385,""sample_flag"":""OK""},{""order"":2,""name"":""Taylor Ward"",""pos"":""LF"",""k_pct"":21.2,""bb_pct"":17.1,""ev"":88.9,""la"":13.5,""hard_hit_pct"":38.3,""bbe"":162.0,""xwoba"":0.349,""xba"":0.249,""xslg"":0.363,""sprint"":27.4,""bat_side"":""R"",""vs_LHP_OPS_career"":0.831,""vs_LHP_PA_career"":803,""vs_RHP_OPS_career"":0.742,""vs_RHP_PA_career"":2417,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":5,""season_PA"":387,""sample_flag"":""OK""},{""order"":3,""name"":""Adley Rutschman"",""pos"":""C"",""k_pct"":14.2,""bb_pct"":10.3,""ev"":89.8,""la"":16.2,""hard_hit_pct"":45.8,""bbe"":131.0,""xwoba"":0.37,""xba"":0.285,""xslg"":0.471,""sprint"":26.6,""bat_side"":""S"",""vs_LHP_OPS_career"":0.787,""vs_LHP_PA_career"":680,""vs_RHP_OPS_career"":0.747,""vs_RHP_PA_career"":1712,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":8,""season_PA"":232,""sample_flag"":""OK""},{""order"":4,""name"":""Pete Alonso"",""pos"":""1B"",""k_pct"":23.9,""bb_pct"":11.7,""ev"":95.0,""la"":14.7,""hard_hit_pct"":55.0,""bbe"":171.0,""xwoba"":0.361,""xba"":0.263,""xslg"":0.5,""sprint"":25.2,""bat_side"":""R"",""vs_LHP_OPS_career"":0.817,""vs_LHP_PA_career"":1299,""vs_RHP_OPS_career"":0.868,""vs_RHP_PA_career"":3385,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":19,""season_PA"":368,""sample_flag"":""OK""},{""order"":5,""name"":""Samuel Basallo"",""pos"":""C"",""k_pct"":25.6,""bb_pct"":8.1,""ev"":92.7,""la"":14.3,""hard_hit_pct"":48.3,""bbe"":116.0,""xwoba"":0.356,""xba"":0.274,""xslg"":0.495,""sprint"":25.2,""bat_side"":""L"",""vs_LHP_OPS_career"":0.503,""vs_LHP_PA_career"":85,""vs_RHP_OPS_career"":0.755,""vs_RHP_PA_career"":291,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":12,""season_PA"":258,""sample_flag"":""LOW_SAMPLE""},{""order"":6,""name"":""Dylan Beavers"",""pos"":""RF"",""k_pct"":24.6,""bb_pct"":12.3,""ev"":87.4,""la"":15.5,""hard_hit_pct"":39.0,""bbe"":77.0,""xwoba"":0.308,""xba"":0.236,""xslg"":0.365,""sprint"":29.0,""bat_side"":""L"",""vs_LHP_OPS_career"":0.624,""vs_LHP_PA_career"":43,""vs_RHP_OPS_career"":0.757,""vs_RHP_PA_career"":216,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":2,""season_PA"":122,""sample_flag"":""LOW_SAMPLE""},{""order"":7,""name"":""Colton Cowser"",""pos"":""CF"",""k_pct"":28.3,""bb_pct"":10.7,""ev"":85.2,""la"":5.8,""hard_hit_pct"":29.7,""bbe"":74.0,""xwoba"":0.305,""xba"":0.208,""xslg"":0.398,""sprint"":28.0,""bat_side"":""L"",""vs_LHP_OPS_career"":0.626,""vs_LHP_PA_career"":271,""vs_RHP_OPS_career"":0.726,""vs_RHP_PA_career"":932,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":8,""season_PA"":205,""sample_flag"":""OK""},{""order"":8,""name"":""Blaze Alexander"",""pos"":""3B"",""k_pct"":22.2,""bb_pct"":6.4,""ev"":92.1,""la"":10.0,""hard_hit_pct"":47.3,""bbe"":91.0,""xwoba"":0.33,""xba"":0.291,""xslg"":0.414,""sprint"":28.4,""bat_side"":""R"",""vs_LHP_OPS_career"":0.765,""vs_LHP_PA_career"":233,""vs_RHP_OPS_career"":0.694,""vs_RHP_PA_career"":421,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":3,""season_PA"":203,""sample_flag"":""OK""},{""order"":9,""name"":""Jackson Holliday"",""pos"":""2B"",""k_pct"":29.9,""bb_pct"":11.2,""ev"":89.4,""la"":20.4,""hard_hit_pct"":37.5,""bbe"":24.0,""xwoba"":0.319,""xba"":0.214,""xslg"":0.382,""sprint"":26.8,""bat_side"":""L"",""vs_LHP_OPS_career"":0.551,""vs_LHP_PA_career"":242,""vs_RHP_OPS_career"":0.701,""vs_RHP_PA_career"":722,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":5,""season_PA"":107,""sample_flag"":""OK""}]","[{""order"": 1, ""name"": ""Sam Antonacci"", ""vs_today_SP_PA"": 0, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": null, ""vs_today_SP_HR_per_PA"": null, ""shrunk_OPS"": 0.72, ""sample_flag"": ""NO_DATA""}, {""order"": 2, ""name"": ""Miguel Vargas"", ""vs_today_SP_PA"": 3, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 2.667, ""vs_today_SP_HR_per_PA"": 0.3333, ""shrunk_OPS"": 0.897, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 3, ""name"": ""Colson Montgomery"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.737, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 4, ""name"": ""Kyle Teel"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.737, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 5, ""name"": ""Randal Grichuk"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.675, ""sample_flag"": ""SMALL_SAMPLE""}]","[{""order"": 1, ""name"": ""Gunnar Henderson"", ""vs_today_SP_PA"": 7, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.829, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.741, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 2, ""name"": ""Taylor Ward"", ""vs_today_SP_PA"": 9, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.111, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.81, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 3, ""name"": ""Adley Rutschman"", ""vs_today_SP_PA"": 4, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.5, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.694, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 4, ""name"": ""Pete Alonso"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.675, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 5, ""name"": ""Samuel Basallo"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.5, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.706, ""sample_flag"": ""SMALL_SAMPLE""}]"
PIT @ PHI,PIT,0.4932,0.4687,0.0245,0.5313,0.5313,0.5313,14638.0,0.494,3.73,0.0732,0.0718,0.018,0.009,0.0,0.0,1.251,1.153,0.0078,0.1003,22.93,27.3,Aaron Nola,Braxton Ashcraft,SKIP,,"edge +3.73pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,bullpen_fatigue,True,,,C,0,"SP edge 1.41 xERA agrees with pick (+2) | PQI confirms pick (Δ=-18.1) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0078 >= 0) on tier-elevated pick (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.515 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,-18.120731665905083,1,[],"[{""order"":1,""name"":""Trea Turner"",""pos"":""SS"",""k_pct"":22.4,""bb_pct"":6.1,""ev"":89.9,""la"":12.1,""hard_hit_pct"":40.4,""bbe"":183.0,""xwoba"":0.289,""xba"":0.238,""xslg"":0.365,""sprint"":30.0,""bat_side"":""R"",""vs_LHP_OPS_career"":0.835,""vs_LHP_PA_career"":1612,""vs_RHP_OPS_career"":0.808,""vs_RHP_PA_career"":4355,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":7,""season_PA"":361,""sample_flag"":""OK""},{""order"":2,""name"":""Kyle Schwarber"",""pos"":""DH"",""k_pct"":34.0,""bb_pct"":14.3,""ev"":92.8,""la"":21.9,""hard_hit_pct"":50.0,""bbe"":128.0,""xwoba"":0.382,""xba"":0.235,""xslg"":0.546,""sprint"":25.8,""bat_side"":""L"",""vs_LHP_OPS_career"":0.795,""vs_LHP_PA_career"":1729,""vs_RHP_OPS_career"":0.879,""vs_RHP_PA_career"":4011,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":30,""season_PA"":356,""sample_flag"":""OK""},{""order"":3,""name"":""Bryce Harper"",""pos"":""1B"",""k_pct"":18.9,""bb_pct"":14.3,""ev"":89.5,""la"":12.3,""hard_hit_pct"":42.1,""bbe"":164.0,""xwoba"":0.41,""xba"":0.29,""xslg"":0.566,""sprint"":27.0,""bat_side"":""L"",""vs_LHP_OPS_career"":0.825,""vs_LHP_PA_career"":2551,""vs_RHP_OPS_career"":0.944,""vs_RHP_PA_career"":5464,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":19,""season_PA"":350,""sample_flag"":""OK""},{""order"":4,""name"":""Brandon Marsh"",""pos"":""LF"",""k_pct"":25.6,""bb_pct"":4.5,""ev"":89.8,""la"":12.4,""hard_hit_pct"":46.6,""bbe"":146.0,""xwoba"":0.327,""xba"":0.288,""xslg"":0.44,""sprint"":28.2,""bat_side"":""L"",""vs_LHP_OPS_career"":0.599,""vs_LHP_PA_career"":561,""vs_RHP_OPS_career"":0.814,""vs_RHP_PA_career"":1842,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":12,""season_PA"":309,""sample_flag"":""OK""},{""order"":5,""name"":""Alec Bohm"",""pos"":""3B"",""k_pct"":14.2,""bb_pct"":6.6,""ev"":90.3,""la"":11.5,""hard_hit_pct"":42.8,""bbe"":173.0,""xwoba"":0.294,""xba"":0.24,""xslg"":0.349,""sprint"":26.4,""bat_side"":""R"",""vs_LHP_OPS_career"":0.838,""vs_LHP_PA_career"":939,""vs_RHP_OPS_career"":0.691,""vs_RHP_PA_career"":2327,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":9,""season_PA"":317,""sample_flag"":""OK""},{""order"":6,""name"":""Bryson Stott"",""pos"":""2B"",""k_pct"":17.4,""bb_pct"":7.4,""ev"":90.0,""la"":16.7,""hard_hit_pct"":40.9,""bbe"":154.0,""xwoba"":0.303,""xba"":0.25,""xslg"":0.398,""sprint"":28.4,""bat_side"":""L"",""vs_LHP_OPS_career"":0.675,""vs_LHP_PA_career"":593,""vs_RHP_OPS_career"":0.707,""vs_RHP_PA_career"":1942,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":7,""season_PA"":298,""sample_flag"":""OK""},{""order"":7,""name"":""J.T. Realmuto"",""pos"":""C"",""k_pct"":19.6,""bb_pct"":7.8,""ev"":88.3,""la"":11.2,""hard_hit_pct"":39.8,""bbe"":103.0,""xwoba"":0.306,""xba"":0.246,""xslg"":0.359,""sprint"":28.2,""bat_side"":""R"",""vs_LHP_OPS_career"":0.753,""vs_LHP_PA_career"":1468,""vs_RHP_OPS_career"":0.774,""vs_RHP_PA_career"":4293,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":5,""season_PA"":219,""sample_flag"":""OK""},{""order"":8,""name"":""Gabriel Rincones Jr."",""pos"":""RF"",""k_pct"":26.5,""bb_pct"":0.0,""ev"":null,""la"":null,""hard_hit_pct"":null,""bbe"":null,""xwoba"":null,""xba"":null,""xslg"":null,""sprint"":null,""bat_side"":""L"",""vs_LHP_OPS_career"":0.5,""vs_LHP_PA_career"":4,""vs_RHP_OPS_career"":0.3,""vs_RHP_PA_career"":30,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":1,""season_PA"":34,""sample_flag"":""LOW_SAMPLE""},{""order"":9,""name"":""Justin Crawford"",""pos"":""CF"",""k_pct"":21.3,""bb_pct"":6.3,""ev"":87.8,""la"":0.8,""hard_hit_pct"":36.4,""bbe"":132.0,""xwoba"":0.271,""xba"":0.233,""xslg"":0.301,""sprint"":29.6,""bat_side"":""L"",""vs_LHP_OPS_career"":0.396,""vs_LHP_PA_career"":42,""vs_RHP_OPS_career"":0.673,""vs_RHP_PA_career"":211,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""season_HR"":2,""season_PA"":253,""sample_flag"":""LOW_SAMPLE""}]","[{""order"": 1, ""name"": ""Konnor Griffin"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.737, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 2, ""name"": ""Brandon Lowe"", ""vs_today_SP_PA"": 8, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 1.089, ""vs_today_SP_HR_per_PA"": 0.125, ""shrunk_OPS"": 0.798, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 3, ""name"": ""Bryan Reynolds"", ""vs_today_SP_PA"": 20, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 0.65, ""vs_today_SP_HR_per_PA"": 0.05, ""shrunk_OPS"": 0.692, ""sample_flag"": ""MEANINGFUL""}, {""order"": 4, ""name"": ""Ryan O'Hearn"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.5, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.706, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 5, ""name"": ""Esmerlyn Valdez"", ""vs_today_SP_PA"": 0, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": null, ""vs_today_SP_HR_per_PA"": null, ""shrunk_OPS"": 0.72, ""sample_flag"": ""NO_DATA""}]","[{""order"": 1, ""name"": ""Trea Turner"", ""vs_today_SP_PA"": 5, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.6, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.703, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 2, ""name"": ""Kyle Schwarber"", ""vs_today_SP_PA"": 4, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 2.417, ""vs_today_SP_HR_per_PA"": 0.25, ""shrunk_OPS"": 0.92, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 3, ""name"": ""Bryce Harper"", ""vs_today_SP_PA"": 3, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 2.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.836, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 4, ""name"": ""Brandon Marsh"", ""vs_today_SP_PA"": 4, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.25, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.665, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 5, ""name"": ""Alec Bohm"", ""vs_today_SP_PA"": 4, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.5, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.694, ""sample_flag"": ""SMALL_SAMPLE""}]"
