game_id,game_date,side,team,decimal,prob,fair,edge_pp,ev,tier,signals,stake,won,pnl,bankroll
745996,2024-05-01,home,MIL,1.9523809523809523,0.538415789604187,0.48690339003175304,5.151239957243398,0.051192732084365145,PLATINUM,"F2_xwoba_gap=0.023, F3_swing_take_gap=4422.4",0.4031427651643755,True,0.3839454906327386,100.38394549063274
745587,2024-05-05,home,PHI,1.9523809523809523,0.5468000173568726,0.49321205095848347,5.358796639838909,0.06756193864913207,PLATINUM,"F3_swing_take_gap=2241.2, F4_our_sp_unlucky=4.06",0.5340930498694308,True,0.5086600474946961,100.89260553812744
746312,2024-05-08,away,MIL,2.1,0.5093182921409607,0.4534054250720959,5.591286706886478,0.0695684134960175,PLATINUM,"F3_swing_take_gap=1265.5, F4_our_sp_unlucky=2.69",0.47856398868866135,False,-0.47856398868866135,100.41404154943878
745826,2024-05-13,away,PHI,1.9569597069597071,0.5509466230869293,0.4912148036381878,5.973181944874151,0.07818034206663738,PLATINUM,"F1_xera_gap=1.59, F4_our_sp_unlucky=2.28",0.615261336987452,True,0.5887803087471497,101.00282185818592
746633,2024-05-21,away,NYM,2.02,0.5329033732414246,0.47183384060227984,6.1069532639144715,0.07646481394767757,PLATINUM,"F2_xwoba_gap=0.022, F4_our_sp_unlucky=2.84",0.5678795574688682,False,-0.5678795574688682,100.43494230071705
745823,2024-05-25,away,SF,2.0300000000000002,0.5218470692634583,0.4714882773418977,5.035879192156056,0.05934955060482039,PLATINUM,"F3_swing_take_gap=1461.3, F4_our_sp_unlucky=1.34",0.4340365551384918,True,0.44705765179264667,100.8819999525097
747032,2024-05-31,home,BAL,1.7092198581560285,0.6495403051376343,0.5800114910827024,6.952881405493184,0.11020718821397074,DIAMOND,"F1_xera_gap=2.37, F2_xwoba_gap=0.032, F3_swing_take_gap=7420.3, F4_our_sp_unlucky=2.79",3.919067348549228,True,2.779480389042006,103.66148034155171
744854,2024-06-03,away,NYM,2.04,0.5358405113220215,0.4699923717928238,6.584813952919766,0.09311464309692385,PLATINUM,"F1_xera_gap=0.88, F4_our_sp_unlucky=3.43",0.6960866642958443,True,0.7239301308676781,104.38541047241938
746379,2024-06-05,home,HOU,1.639036341363822,0.6603315472602844,0.6077520398881072,5.257950737217721,0.0823074033086083,DIAMOND,"F1_xera_gap=2.68, F3_swing_take_gap=3065.5, F4_our_sp_unlucky=1.91",3.3611907191975123,False,-3.3611907191975123,101.02421975322187
746300,2024-06-08,home,KC,2.045,0.5170706510543823,0.46695093678795885,5.011971426642347,0.057409481406211826,DIAMOND,"F2_xwoba_gap=0.029, F3_swing_take_gap=7629.2, F4_our_sp_unlucky=1.29",1.387499537200873,True,1.4499370163749121,102.47415676959679
