matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
SF @ CHC,CHC,0.8094,0.5835,0.2259,0.5835,0.5835,0.5503,2824.0,0.6273,-4.38,-0.0351,0.0,0.0,0.0,0.0,0.0,1.028,0.967,-0.0085,0.094,18.99,21.86,Edward Cabrera,Robbie Ray,PLATINUM,"F2_xwoba_gap=0.022, F3_swing_take_gap=5006.8","edge -4.38pp outside [4,15]pp",fetched,bullpen_fatigue,True,,,C,0,"F-signal fires (+1) | SP edge 0.70 xERA agrees with pick (+2) | PQI confirms pick (Δ=+16.5) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.22) (-1) | [HARD CAP 1] negative-edge GOLD (-4.4pp < 0) prevents GOLD confirmation (score 3 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.542 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=3]",3,B+,16.462181670091542,1,[],[],[],[]
SEA @ DET,DET,0.3298,0.5125,0.1827,0.5125,0.5125,0.5327,2173.0,0.4392,7.33,0.1275,0.1062,0.0266,0.0133,0.0,0.0,1.471,1.048,0.0001,0.1047,18.12,25.18,Framber Valdez,Bryan Woo,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,D,-3,"SP edge 1.47 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-27.9) (-1) | team_quality modifier (-1; DISABLED, score+=0)",-3,D,-27.913826840698732,-1,[],[],[],[]
CHW @ PHI,CHW,0.756,0.4537,0.3023,0.5463,0.5463,0.5313,2309.0,0.3436,20.27,0.4586,0.125,0.03435,0.01715,0.0,0.0,1.201,1.384,0.0057,0.1024,26.02,18.07,Jesús Luzardo,Anthony Kay,SKIP,,"fair_prob 0.344 < 0.42 | edge +20.27pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,calibration_caution_18_25pp,False,,,D,-4,"SP edge 2.51 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+32.2) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.14) (-1)",-4,D,32.21338139461941,1,[],[],[],[]
BOS @ NYY,NYY,0.7724,0.581,0.1914,0.581,0.581,0.5198,2583.0,0.5841,-0.31,0.0114,0.0154,0.0039,0.0019,0.0,0.0,1.183,1.186,0.0104,0.104,29.07,21.83,Ryan Weathers,Sonny Gray,PLATINUM,"F2_xwoba_gap=0.031, F3_swing_take_gap=6737.8","edge -0.31pp outside [4,15]pp",fetched,,True,,,C,0,"F-signal fires (+1) | SP edge 0.40 xERA agrees with pick (+2) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.15) (-1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.541 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 2 -> 0) | [PRE_CAP_SCORE=2]",2,B,-2.1337547172057754,1,[],[],[],[]
BAL @ TOR,BAL,0.5178,0.4582,0.0596,0.5418,0.5418,0.5242,2487.0,0.4094,13.24,0.2732,0.2024,0.0506,0.0253,0.0,0.0,1.125,0.967,0.0045,0.1038,26.16,17.98,Trey Yesavage,Brandon Young,SKIP,,fair_prob 0.409 < 0.42 | tier SKIP -> stake_mult=0,fetched,,False,,,D,-2,SP edge 1.83 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+25.4) (-1) | Stage 1/2 agree (Δ=0.00) (+1),-2,D,25.427835305949557,0,[],[],[],[]
TB @ MIA,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Ryan Gusto has only 52 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
PIT @ ATL,ATL,0.4755,0.5295,0.054,0.5295,0.5295,0.5151,2508.0,0.5794,-4.99,-0.0632,0.0,0.0,0.0,0.0,0.0,1.448,1.205,0.0131,0.107,19.78,17.95,Martín Pérez,Mitch Keller,GOLD,F3_swing_take_gap=906.8,"edge -4.99pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,bullpen_fatigue,True,,,C,0,"F-signal fires (+1) | PQI confirms pick (Δ=+7.3) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1) | [HARD CAP 1] negative-edge GOLD (-5.0pp < 0) prevents GOLD confirmation (score 3 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.526 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=3]",3,B+,7.309886482936221,1,[],[],[],[]
OAK @ HOU,HOU,0.4514,0.5378,0.0864,0.5378,0.5378,0.5321,2755.0,0.494,4.38,0.0863,0.0846,0.0212,0.0106,0.0,0.0,1.311,1.422,0.0019,0.1046,21.32,23.43,Peter Lambert,Jack Perkins,GOLD,F3_swing_take_gap=380.6,tier GOLD -> stake_mult=0,fetched,bullpen_fatigue,True,,,D,-1,F-signal fires (+1) | SP edge 0.70 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-11.4) (-1) | Stage 1/2 agree (Δ=0.00) (+1),-1,D,-11.367732884399551,0,[],[],[],[]
CIN @ STL,CIN,0.5271,0.3492,0.178,0.6508,0.6508,0.7149,3569.0,0.4324,21.85,0.4644,0.125,0.04645,0.0232,0.0,0.0,1.219,1.085,-0.0023,0.1084,18.45,15.38,Kyle Leahy,Brady Singer,SKIP,,"edge +21.85pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,acute_roster;bullpen_fatigue;calibration_caution_18_25pp,True,,,C,0,,0,C,-2.983596304752023,0,[],[],[],[]
CLE @ TEX,CLE,0.4706,0.4974,0.0268,0.5026,0.5026,0.4087,2159.0,0.5727,-7.01,-0.1107,0.0,0.0,0.0,0.0,0.0,1.096,1.205,-0.0158,0.1033,19.44,25.91,Kumar Rocker,Parker Messick,GOLD,"F1_xera_gap=1.13*, F3_swing_take_gap=408.4","edge -7.01pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 1.39 xERA agrees with pick (+2) | PQI confirms pick (Δ=-19.5) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1) | negative edge (-7.0pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-7.0pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.526 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,-19.475178863962412,1,[],[],[],[]
