game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units
2026-04-23,WSH,ATL,9.0,9.69,0.69,over,1.87,0.527,0.5131,0.0
2026-04-23,DET,MIL,7.0,8.44,1.44,over,2.01,0.5009,0.4722,0.14
2026-04-23,CHC,PHI,9.0,8.08,0.92,under,1.87,0.5315,0.5131,0.0
2026-04-23,COL,SD,11.0,12.36,1.36,over,1.909,0.5271,0.5,0.14
2026-04-23,SF,LAD,7.0,9.56,2.56,over,1.87,0.5644,0.5131,1.27
2026-04-23,BOS,NYY,8.5,9.75,1.25,over,1.909,0.525,0.5,0.05
2026-04-23,NYM,MIN,7.5,9.72,2.22,over,1.909,0.5444,0.5,0.87
