matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
PIT @ ATL,PIT,0.3061,0.4781,0.1719,0.5219,0.5219,0.5093,2565.0,0.4067,11.52,0.2265,0.1678,0.0419,0.021,0.0,0.0,1.205,1.225,0.0115,0.1015,22.26,21.61,Bryce Elder,Bubba Chandler,SKIP,,fair_prob 0.407 < 0.42 | tier SKIP -> stake_mult=0,fetched,,False,,,D,-2,"SP edge 1.40 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+18.2) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.09) (+1)",-2,D,18.16879863917667,-1,[],[],[],[]
CHW @ PHI,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Tyler Gilbert has only 64 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
BOS @ NYY,NYY,0.6718,0.5478,0.124,0.5478,0.5478,0.5206,2646.0,0.6273,-7.95,-0.0942,0.0,0.0,0.0,0.0,0.0,1.431,1.03,0.0113,0.1046,27.91,21.86,Cam Schlittler,Ranger Suarez,DIAMOND,"F1_xera_gap=2.24, F2_xwoba_gap=0.030, F3_swing_take_gap=6819.3","edge -7.95pp outside [4,15]pp",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 0.96 xERA agrees with pick (+2) | PQI confirms pick (Δ=+11.1) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.08) (+1) | negative edge (-8.0pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-8.0pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.514 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,11.139017210821919,1,[],[],[],[]
BAL @ TOR,BAL,0.7145,0.4583,0.2562,0.5417,0.5417,0.5072,2647.0,0.4447,9.71,0.1918,0.1598,0.04,0.02,0.0,0.0,1.045,1.024,0.003,0.1049,24.01,20.74,Kevin Gausman,Shane Baz,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,D,-3,SP edge 0.88 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+6.8) (-1),-3,D,6.794835206591692,0,[],[],[],[]
SEA @ DET,DET,0.5262,0.6383,0.1121,0.6383,0.6383,0.6532,2197.0,0.4682,17.01,0.3469,0.25,0.0781,0.0391,0.0,0.0,1.405,1.159,0.0001,0.1051,24.41,23.08,Jack Flaherty,Luis Castillo,GOLD,F3_swing_take_gap=44.2,"edge +17.01pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,B-,1,"F-signal fires (+1) | SP edge 0.61 xERA agrees with pick (+2) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.05) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0001 >= 0) on tier-elevated pick (score 4 -> 1) | [PRE_CAP_SCORE=4]",4,A-,1.7858812178970638,-1,[],[],[],[]
TB @ MIA,TB,0.7862,0.4567,0.3295,0.5433,0.5433,0.5313,2118.0,0.5251,1.82,0.0559,0.0592,0.0148,0.0074,0.0,0.0,1.185,1.324,0.0103,0.0994,16.91,21.68,Sandy Alcantara,Griffin Jax,SKIP,,"edge +1.82pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,True,,,D,-4,"SP edge 1.16 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+14.4) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.18) (-1)",-4,D,14.389423903688453,1,[],[],[],[]
OAK @ HOU,HOU,0.3758,0.6356,0.2598,0.6356,0.6356,0.6288,2835.0,0.506,12.95,0.2587,0.25,0.066,0.033,0.0,0.0,1.556,1.403,0.0037,0.1067,16.3,21.96,Mike Burrows,Gage Jump,GOLD,F3_swing_take_gap=375.2,tier GOLD -> stake_mult=0,fetched,,False,,,D,-1,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=-9.4) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.12) (-1)",-1,D,-9.421839361817085,1,[],[],[],[]
KC @ MIN,KC,0.4619,0.4983,0.0364,0.5017,0.5017,0.498,3259.0,0.506,-0.43,-0.0065,0.0,0.0,0.0,0.0,0.0,0.897,1.087,0.0069,0.0928,22.07,22.32,Connor Prielipp,Noah Cameron,GOLD,F3_swing_take_gap=201.8,"edge -0.43pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,bullpen_fatigue,True,,,D,-1,"F-signal fires (+1) | SP edge 0.54 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+6.3) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1)",-1,D,6.275668401835716,-1,[],[],[],[]
CIN @ STL,STL,0.6863,0.5462,0.1402,0.5462,0.5462,0.4913,3569.0,0.5622,-1.61,0.0013,0.0016,0.0004,0.0002,0.0,0.0,1.254,1.02,-0.0016,0.1053,14.41,16.39,Michael McGreevy,Rhett Lowder,SKIP,,"edge -1.61pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,True,,,D,-2,SP edge 0.64 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-8.3) (-1) | Stage 1/2 agree (Δ=0.09) (+1),-2,D,-8.33955064844902,0,[],[],[],[]
CLE @ TEX,CLE,0.685,0.4903,0.1948,0.5097,0.5097,0.4109,2191.0,0.4356,7.42,0.1469,0.1175,0.0294,0.0147,0.0,0.0,0.971,1.269,-0.017,0.1025,29.03,22.09,Jacob deGrom,Joey Cantillo,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,D,-1,"SP edge 0.45 xERA AGAINST pick (-2) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.09) (+1)",-1,D,1.2769846483162723,1,[],[],[],[]
