matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
HOU @ DET,HOU,0.4122,0.4507,0.0385,0.5493,0.5493,0.5313,14784.0,0.4324,11.69,0.2359,0.1888,0.0472,0.0236,0.0,0.0,1.486,1.327,-0.0101,0.1055,19.04,23.57,Framber Valdez,Kai-Wei Teng,PLATINUM,"F3_swing_take_gap=852.5, F5_bullpen_gap=+0.74",,fetched,,False,,,C,0,"clears every gate (+3) | PLATINUM tier (+1; SP edge unconfirmed) | F-signal fires (+1) | Stage 1/2 agree (Δ=0.02) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.530 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 6 -> 0) | [PRE_CAP_SCORE=6]",6,A,-2.05573256618527,0,[],[],[],[]
NYY @ BOS,NYY,0.5677,0.4531,0.1146,0.5469,0.5469,0.5313,17206.0,0.5425,0.44,0.0225,0.0259,0.0065,0.0032,0.0,0.0,0.982,1.238,-0.0043,0.0946,21.63,22.52,Jake Bennett,Gerrit Cole,PLATINUM,"F2_xwoba_gap=0.027, F5_bullpen_gap=+0.86","edge +0.44pp outside [4,15]pp",fetched,,True,,,D,-1,"F-signal fires (+1) | SP edge 0.69 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+14.2) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.04) (+1)",-1,D,14.212667605092292,1,[],[],[],[]
TEX @ TOR,TEX,0.7384,0.4897,0.2487,0.5103,0.5103,0.5313,16547.0,0.3362,17.42,0.3982,0.2289,0.0572,0.0286,0.0,0.0,0.998,1.219,0.0074,0.0998,35.45,18.1,Dylan Cease,Cal Quantrill,SKIP,,"fair_prob 0.336 < 0.42 | edge +17.42pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,bullpen_fatigue,True,,,D,-4,SP edge 2.54 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+45.5) (-1) | Stage 1/2 disagree (Δ=0.15) (-1),-4,D,45.54862408990951,0,[],[],[],[]
CIN @ PIT,PIT,0.5132,0.6563,0.1431,0.6563,0.6563,0.6415,18197.0,0.4756,18.08,0.3521,0.125,0.0415,0.02075,0.0,0.0,1.23,1.085,0.0111,0.1026,22.75,30.36,Jared Jones,Chase Burns,GOLD,F3_swing_take_gap=290.0,"edge +18.08pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,calibration_caution_18_25pp,False,,,B-,1,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=-14.8) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.06) (+1)",1,B-,-14.82586821548145,1,[],[],[],[]
PHI @ NYM,NYM,0.6515,0.6033,0.0482,0.6033,0.6033,0.6252,14451.0,0.5676,3.57,0.0859,0.1074,0.0268,0.0134,0.0,0.0,1.247,1.084,0.0006,0.1053,26.14,23.19,Christian Scott,Alan Rangel,GOLD,F3_swing_take_gap=962.0,"edge +3.57pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,bullpen_fatigue,True,,,B-,1,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=-11.9) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.02) (+1)",1,B-,-11.886333893896747,-1,[],[],[],[]
KC @ CHW,CHW,0.581,0.6347,0.0537,0.6347,0.6347,0.5985,15930.0,0.5906,4.41,0.1049,0.1416,0.0354,0.0177,0.0,0.0,1.229,1.197,-0.0154,0.1089,24.3,19.03,Davis Martin,Michael Wacha,SKIP,F3_swing_take_gap=2061.7,tier SKIP -> stake_mult=0,fetched,,False,,,B+,3,"F-signal fires (+1) | PQI confirms pick (Δ=+9.2) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.03) (+1)",3,B+,9.150536697621753,1,[],[],[],[]
ARI @ TB,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Jose Cabrera has only 62 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
WSH @ BAL,WSH,0.2994,0.4554,0.156,0.5446,0.5446,0.5313,18946.0,0.4633,8.13,0.149,0.1343,0.0336,0.0168,0.0,0.0,1.192,1.381,0.0384,0.1013,16.67,23.74,Brandon Young,Foster Griffin,SKIP,,tier SKIP -> stake_mult=0,fetched,bullpen_fatigue,True,,,C,0,"Stage 1/2 agree (Δ=0.06) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.529 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,2.1668692763480095,0,[],[],[],[]
SEA @ CLE,CLE,0.5207,0.6238,0.103,0.6238,0.6238,0.6502,15830.0,0.4094,21.44,0.4658,0.125,0.04315,0.02155,0.0,0.0,1.144,1.175,0.0073,0.0927,17.94,27.03,Slade Cecconi,Logan Gilbert,GOLD,F5_bullpen_gap=+0.40,"fair_prob 0.409 < 0.42 | edge +21.44pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,bullpen_fatigue;calibration_caution_18_25pp,True,,,C,0,F-signal fires (+1) | SP edge 0.52 xERA AGAINST pick (-2) | Stage 1/2 agree (Δ=0.04) (+1),0,C,-2.542377344226736,0,[],[],[],[]
COL @ MIN,MIN,0.4988,0.6407,0.1419,0.6407,0.6407,0.5812,18955.0,0.5888,5.2,0.1225,0.1629,0.0407,0.0204,0.0,0.0,1.179,0.996,0.0145,0.1072,18.76,17.57,Mike Paredes,Michael Lorenzen,PLATINUM,"F3_swing_take_gap=1866.7, F5_bullpen_gap=+1.60",,fetched,,False,,,B-,1,"clears every gate (+3) | PLATINUM tier (+1; SP edge unconfirmed) | F-signal fires (+1) | PQI confirms pick (Δ=+22.6) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.06) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0145 >= 0) on tier-elevated pick (score 7 -> 1) | [PRE_CAP_SCORE=7]",7,A,22.605334504988083,1,[],[],[],[]
