matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
SEA @ BAL,BAL,0.3448,0.6627,0.3179,0.6627,0.6627,0.6774,3183.0,0.4682,19.44,0.3982,0.125,0.04485,0.0224,0.0,0.0,0.984,1.048,0.0007,0.1046,16.81,27.56,Trevor Rogers,Logan Gilbert,GOLD,F3_swing_take_gap=1305.1,"edge +19.44pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,calibration_caution_18_25pp,False,,,D,-1,F-signal fires (+1) | SP edge 0.32 xERA AGAINST pick (-2) | PQI confirms pick (Δ=+4.6) (+1) | Stage 1/2 disagree (Δ=0.17) (-1),-1,D,4.611659909217231,0,[],[],[],[]
LAD @ PIT,LAD,0.7971,0.4567,0.3404,0.5433,0.5433,0.5281,2650.0,0.506,3.73,0.076,0.0775,0.0194,0.0097,0.0,0.0,1.123,1.261,-0.0054,0.1116,28.0,16.45,Paul Skenes,Eric Lauer,SKIP,,"edge +3.73pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,D,-4,"SP edge 3.15 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+38.3) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.16) (-1)",-4,D,38.322145913369184,1,[],[],[],[]
BOS @ TB,BOS,0.2101,0.4736,0.2635,0.5264,0.5264,0.4986,2415.0,0.494,3.25,0.0634,0.0622,0.0155,0.0078,0.0,0.0,1.422,1.03,-0.0071,0.0991,12.26,22.98,Nick Martinez,Payton Tolle,SKIP,,"edge +3.25pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,True,,,C,0,"SP edge 2.22 xERA agrees with pick (+2) | PQI confirms pick (Δ=-34.4) (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.18) (-1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.519 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 2 -> 0) | [PRE_CAP_SCORE=2]",2,B,-34.37203454788911,-1,[],[],[],[]
MIN @ DET,DET,0.4291,0.5224,0.0933,0.5224,0.5224,0.5059,2215.0,0.5425,-2.01,-0.0234,0.0,0.0,0.0,0.0,0.0,1.509,0.982,0.0027,0.1034,18.86,28.74,Troy Melton,Taj Bradley,GOLD,F3_swing_take_gap=2443.4,"edge -2.01pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,True,,,C,0,"F-signal fires (+1) | Stage 1/2 agree (Δ=0.02) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.519 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 2 -> 0) | [PRE_CAP_SCORE=2]",2,B,-0.9445029390662683,0,[],[],[],[]
ARI @ MIA,ARI,0.4898,0.441,0.0488,0.559,0.559,0.5008,2207.0,0.4517,10.73,0.2019,0.1755,0.0439,0.0219,0.0,0.0,1.181,1.135,-0.0037,0.1052,27.14,13.47,Max Meyer,Zac Gallen,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,D,-2,SP edge 1.80 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+24.4) (-1) | Stage 1/2 agree (Δ=0.01) (+1),-2,D,24.443822602588085,0,[],[],[],[]
NYY @ CLE,NYY,0.6627,0.4867,0.176,0.5133,0.5133,0.5313,3023.0,0.5608,-4.75,-0.076,0.0,0.0,0.0,0.0,0.0,1.186,1.181,-0.0006,0.1009,17.89,22.65,Slade Cecconi,Gerrit Cole,GOLD,F2_xwoba_gap=0.023,"edge -4.75pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,bullpen_fatigue,True,,,D,-1,"F-signal fires (+1) | SP edge 0.43 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+12.5) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.07) (+1)",-1,D,12.504513242432921,1,[],[],[],[]
PHI @ TOR,TOR,0.6613,0.609,0.0523,0.609,0.609,0.6141,2678.0,0.4823,12.67,0.2545,0.2401,0.06,0.03,0.0,0.0,1.061,1.28,-0.0095,0.0946,36.12,24.47,Dylan Cease,Zack Wheeler,GOLD,F1_xera_gap=1.11*,tier GOLD -> stake_mult=0,fetched,,False,,,B,2,F-signal fires (+1) | Stage 1/2 agree (Δ=0.03) (+1),2,B,-1.0355590138061785,0,[],[],[],[]
STL @ NYM,STL,0.387,0.4807,0.0937,0.5193,0.5193,0.5313,2788.0,0.4575,6.18,0.1165,0.1013,0.0253,0.0127,0.0,0.0,1.19,1.144,0.015,0.0974,23.4,22.57,Freddy Peralta,Dustin May,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,C,0,"PQI AGAINST (late-game-degradation) pick (Δ=+10.1) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.06) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.519 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 0 -> 0)",0,C,10.057934717638389,1,[],[],[],[]
TEX @ KC,TEX,0.456,0.4867,0.0307,0.5133,0.5133,0.5313,2265.0,0.5375,-2.42,-0.0242,0.0,0.0,0.0,0.0,0.0,1.19,1.076,-0.0034,0.1115,19.38,23.02,Stephen Kolek,Nathan Eovaldi,SKIP,,"edge -2.42pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,True,,,D,-2,"SP edge 1.08 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+14.0) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1)",-2,D,13.984275135338763,1,[],[],[],[]
ATL @ CHW,CHW,0.4875,0.5795,0.092,0.5795,0.5795,0.5891,2370.0,0.3917,18.78,0.3966,0.125,0.03515,0.0176,0.0,0.0,1.315,1.219,-0.006,0.0983,15.22,21.76,Erick Fedde,Grant Holmes,SKIP,,"fair_prob 0.392 < 0.42 | edge +18.78pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,calibration_caution_18_25pp,False,,,C,0,"PQI AGAINST (late-game-degradation) pick (Δ=-5.4) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.02) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.538 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 0 -> 0)",0,C,-5.376326051391331,-1,[],[],[],[]
CHC @ COL,COL,0.5071,0.593,0.0859,0.593,0.593,0.6314,2278.0,0.4094,18.36,0.3935,0.125,0.03645,0.0182,0.0,0.0,1.141,1.16,0.008,0.1035,13.69,18.65,Tomoyuki Sugano,Colin Rea,SKIP,,"fair_prob 0.409 < 0.42 | edge +18.36pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,calibration_caution_18_25pp,False,,,D,-2,"SP edge 2.24 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-11.0) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.03) (+1)",-2,D,-11.00115631128823,-1,[],[],[],[]
HOU @ LAA,HOU,0.4644,0.4567,0.0077,0.5433,0.5433,0.5313,2903.0,0.5343,0.9,0.0241,0.0272,0.0068,0.0034,0.0,0.0,1.147,1.369,-0.0026,0.1015,23.04,23.37,Walbert Ureña,Kai-Wei Teng,SKIP,,"edge +0.90pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,True,,,D,-2,"SP edge 0.48 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+3.9) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1)",-2,D,3.944331450258616,1,[],[],[],[]
CIN @ SD,CIN,0.283,0.4771,0.194,0.5229,0.5229,0.5313,3120.0,0.5177,0.52,0.0163,0.0172,0.0043,0.0022,0.0,0.0,1.2,1.39,0.0223,0.0966,19.4,29.7,Lucas Giolito,Chase Burns,SKIP,,"edge +0.52pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,bullpen_fatigue,True,,,C,0,"PQI confirms pick (Δ=-15.7) (+1) | Stage 1/2 agree (Δ=0.10) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.519 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 2 -> 0) | [PRE_CAP_SCORE=2]",2,B,-15.700051871504229,0,[],[],[],[]
WSH @ SF,WSH,0.2866,0.4297,0.1431,0.5703,0.5703,0.5313,2873.0,0.4823,8.8,0.1748,0.1649,0.0412,0.0206,0.0,0.0,1.127,1.372,0.0079,0.1107,14.75,24.34,Adrian Houser,Andrew Alvarez,GOLD,F2_xwoba_gap=0.030,tier GOLD -> stake_mult=0,fetched,,False,,,C,0,"F-signal fires (+1) | PQI confirms pick (Δ=-22.6) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.08) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0079 >= 0) on tier-elevated pick (score 3 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.532 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=3]",3,B+,-22.567195219489278,1,[],[],[],[]
MIL @ OAK,MIL,0.537,0.323,0.214,0.677,0.677,0.614,2802.0,0.5205,15.65,0.3038,0.25,0.082,0.041,0.0,0.0,1.208,1.245,-0.0018,0.1042,23.55,22.33,J.T. Ginn,Robert Gasser,GOLD,F3_swing_take_gap=864.0,"edge +15.65pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,acute_roster,True,,,B,2,"F-signal fires (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.10) (+1)",2,B,-0.37340979033230326,1,[],[],[],[]
