matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
ATL @ PIT,PIT,0.7751,0.5337,0.2414,0.5337,0.5337,0.5104,18564.0,0.4726,6.1,0.11,0.1019,0.0255,0.0127,0.0,0.0,1.183,1.191,-0.0152,0.0974,17.61,20.0,Mitch Keller,Bryce Elder,SKIP,,tier SKIP -> stake_mult=0,fetched,acute_roster,True,,,D,-4,"SP edge 1.76 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-20.1) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.18) (-1)",-4,D,-20.080657734156546,-1,[],[],[],[]
KC @ NYM,KC,0.1575,0.419,0.2615,0.581,0.581,0.5313,16493.0,0.4206,16.04,0.3364,0.25,0.0647,0.0323,0.0,0.0,1.255,1.275,0.016,0.0972,22.04,19.55,Sean Manaea,Michael Wacha,SKIP,F3_swing_take_gap=1478.3,"edge +16.04pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,D,-1,F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=+5.7) (-1) | Stage 1/2 disagree (Δ=0.19) (-1),-1,D,5.721449530550913,0,[],[],[],[]
CHC @ BAL,CHC,0.8045,0.4987,0.3058,0.5013,0.5013,0.5065,13879.0,0.4517,4.96,0.0778,0.0677,0.0169,0.0085,0.0,0.0,1.094,1.095,0.0136,0.0982,18.06,18.49,Trevor Rogers,David Peterson,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,D,-4,"SP edge 1.00 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+18.2) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.19) (-1)",-4,D,18.208562393363927,1,[],[],[],[]
CLE @ MIN,MIN,0.5463,0.5007,0.0456,0.5007,0.5007,0.5062,17287.0,0.4517,4.9,0.0765,0.0665,0.0166,0.0083,0.0,0.0,1.022,1.038,-0.0251,0.0926,16.01,27.53,Bailey Ober,Gavin Williams,SKIP,,tier SKIP -> stake_mult=0,fetched,acute_roster,True,,,C,0,"team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.528 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,-2.838065170187271,1,[],[],[],[]
BOS @ CHW,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Patrick Sandoval has only 0 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
OAK @ DET,OAK,0.3313,0.4875,0.1562,0.5125,0.5125,0.5129,15078.0,0.4206,9.19,0.1787,0.1375,0.0344,0.0172,0.0,0.0,1.412,1.011,0.0044,0.0993,17.56,27.89,Framber Valdez,Jack Perkins,GOLD,F3_swing_take_gap=1890.7,tier GOLD -> stake_mult=0,fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 0.32 xERA agrees with pick (+2) | PQI confirms pick (Δ=-8.9) (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.02) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0044 >= 0) on tier-elevated pick (score 5 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.528 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=5]",5,A,-8.944750495291906,-1,[],[],[],[]
SEA @ MIA,MIA,0.5303,0.597,0.0667,0.597,0.597,0.6046,16151.0,0.4138,18.32,0.3911,0.125,0.03675,0.0184,0.0,0.0,1.11,1.252,-0.0159,0.1014,16.18,32.38,Janson Junk,Bryce Miller,SKIP,,"fair_prob 0.414 < 0.42 | edge +18.32pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,bullpen_fatigue;calibration_caution_18_25pp,True,,,D,-2,SP edge 1.91 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-29.2) (-1) | Stage 1/2 agree (Δ=0.02) (+1),-2,D,-29.241179086290977,0,[],[],[],[]
PHI @ CIN,CIN,0.259,0.6563,0.3974,0.6563,0.6563,0.6563,14682.0,0.3727,28.36,0.6605,0.25,0.1079,0.054,0.0,0.0,1.135,1.238,-0.0186,0.1046,18.78,28.29,Brady Singer,Jesús Luzardo,SKIP,,"fair_prob 0.373 < 0.42 | edge +28.36pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,C,0,"SP edge 2.51 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-45.7) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.13) (-1) | [HARD CAP 6] edge_pp=+28.4pp>25.0 is calibrator hallucination range, not real value (score -4 -> 0) | [PRE_CAP_SCORE=-4]",-4,D,-45.65330964223467,-1,[],[],[],[]
MIL @ STL,STL,0.4914,0.5101,0.0187,0.5101,0.5101,0.5056,19747.0,0.4447,6.55,0.1222,0.1019,0.0255,0.0127,0.0,0.0,1.217,0.991,-0.0163,0.1017,17.59,27.81,Andre Pallante,Logan Henderson,SKIP,F3_swing_take_gap=1549.6,tier SKIP -> stake_mult=0,fetched,bullpen_fatigue,True,,,C,0,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=-5.8) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.528 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,-5.811557042926211,-1,[],[],[],[]
LAA @ TEX,TEX,0.3999,0.5548,0.155,0.5548,0.5548,0.6295,17041.0,0.5906,-3.58,-0.0342,0.0,0.0,0.0,0.0,0.0,1.05,1.098,-0.0034,0.0942,23.89,26.91,Nathan Eovaldi,Reid Detmers,SKIP,,"edge -3.58pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,D,-2,"SP edge 0.83 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-16.9) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.01) (+1)",-2,D,-16.85632172306382,1,[],[],[],[]
