matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
CHC @ PIT,PIT,0.3946,0.5255,0.1309,0.5255,0.5255,0.5081,2622.0,0.4882,3.72,0.0614,0.0602,0.0151,0.0075,0.0,0.0,1.178,1.054,0.0002,0.1001,20.37,25.07,Carmen Mlodzinski,Ben Brown,SKIP,,"edge +3.72pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,D,-2,SP edge 2.03 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-28.1) (-1) | Stage 1/2 agree (Δ=0.05) (+1),-2,D,-28.148059953873613,0,[],[],[],[]
TB @ BAL,BAL,0.6739,0.5304,0.1435,0.5304,0.5304,0.5074,1993.0,0.4517,7.87,0.1404,0.1221,0.0305,0.0153,0.0,0.0,1.204,1.321,0.0048,0.1051,24.21,25.1,Kyle Bradish,Shane McClanahan,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,D,-2,"SP edge 0.65 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-8.0) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.08) (+1)",-2,D,-8.017544046310562,-1,[],[],[],[]
MIN @ CHW,CHW,0.3031,0.5909,0.2878,0.5909,0.5909,0.6563,2534.0,0.494,9.69,0.1935,0.1897,0.0474,0.0237,0.0,0.0,1.16,1.266,-0.0026,0.111,16.1,22.6,Anthony Kay,Zebby Matthews,GOLD,F3_swing_take_gap=3311.3,tier GOLD -> stake_mult=0,fetched,,False,,,C,0,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=-15.5) (-1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.536 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 0 -> 0)",0,C,-15.50408422321847,0,[],[],[],[]
STL @ MIL,MIL,0.7453,0.6693,0.076,0.6693,0.6693,0.6751,1963.0,0.688,-1.87,0.0215,0.0409,0.0102,0.0051,0.0,0.0,1.206,1.241,0.0053,0.1017,37.3,19.75,Jacob Misiorowski,Matthew Liberatore,GOLD,F1_xera_gap=5.04,"edge -1.87pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,True,,,B-,1,F-signal fires (+1) | SP edge 3.34 xERA agrees with pick (+2) | PQI confirms pick (Δ=+46.3) (+1) | Stage 1/2 agree (Δ=0.05) (+1) | negative edge (-1.9pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-1.9pp < 0) prevents GOLD confirmation (score 4 -> 1) | [PRE_CAP_SCORE=4],4,A-,46.27523411436441,0,[],[],[],[]
NYY @ KC,NYY,0.4668,0.2875,0.1792,0.7125,0.7125,0.6419,2879.0,0.5906,12.18,0.2402,0.25,0.0811,0.0405,0.0,0.0,1.163,1.309,-0.0175,0.1152,22.14,28.81,Michael Wacha,Will Warren,GOLD,"F1_xera_gap=1.17*, F2_xwoba_gap=0.028",tier GOLD -> stake_mult=0,fetched,bullpen_fatigue,True,,,A,5,"F-signal fires (+1) | SP edge 0.72 xERA agrees with pick (+2) | PQI confirms pick (Δ=-18.6) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.07) (+1)",5,A,-18.56735803863647,1,[],[],[],[]
CIN @ NYM,CIN,0.5175,0.4687,0.0489,0.5313,0.5313,0.5313,2809.0,0.3843,14.7,0.3123,0.2125,0.0531,0.0266,0.0,0.0,1.237,1.235,0.0175,0.1065,29.49,20.27,Nolan McLean,Nick Lodolo,SKIP,,fair_prob 0.384 < 0.42 | tier SKIP -> stake_mult=0,fetched,bullpen_fatigue,True,,,D,-1,"SP edge 4.50 xERA AGAINST pick (-1) [small-sample SP, min_pa=67] | PQI AGAINST (late-game-degradation) pick (Δ=+49.2) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.01) (+1)",-1,D,49.243950390110314,1,[],[],[],[]
ARI @ SF,ARI,0.7492,0.4657,0.2835,0.5343,0.5343,0.5295,2826.0,0.4206,11.37,0.2289,0.1761,0.044,0.022,0.0,0.0,1.178,1.21,-0.0027,0.1013,26.67,15.24,Landen Roupp,Merrill Kelly,SKIP,,tier SKIP -> stake_mult=0,fetched,bullpen_fatigue,True,,,D,-4,"SP edge 5.35 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+42.7) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.13) (-1)",-4,D,42.69753024796921,1,[],[],[],[]
WSH @ CLE,CLE,0.5137,0.6833,0.1697,0.6833,0.6833,0.6563,3188.0,0.6523,3.1,0.0925,0.1545,0.0386,0.0193,0.0,0.0,1.236,1.392,0.014,0.1042,20.07,12.06,Tanner Bibee,Zack Littell,PLATINUM,"F1_xera_gap=3.87, F5_bullpen_gap=+0.74","edge +3.10pp outside [4,15]pp",fetched,,True,,,B-,1,F-signal fires (+1) | SP edge 3.57 xERA agrees with pick (+2) | PQI confirms pick (Δ=+40.1) (+1) | Stage 1/2 agree (Δ=0.08) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0140 >= 0) on tier-elevated pick (score 5 -> 1) | [PRE_CAP_SCORE=5],5,A,40.11267293593414,0,[],[],[],[]
PHI @ SD,PHI,0.2232,0.4893,0.2661,0.5107,0.5107,0.4767,2763.0,0.5425,-3.18,-0.0452,0.0,0.0,0.0,0.0,0.0,1.075,1.228,0.0025,0.0972,20.08,27.59,Randy Vásquez,Jesús Luzardo,PLATINUM,"F1_xera_gap=3.08, F3_swing_take_gap=207.9","edge -3.18pp outside [4,15]pp",fetched,bullpen_fatigue,True,,,C,0,"F-signal fires (+1) | SP edge 2.23 xERA agrees with pick (+2) | PQI confirms pick (Δ=-35.0) (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.13) (-1) | [HARD CAP 1] negative-edge GOLD (-3.2pp < 0) prevents GOLD confirmation (score 3 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.508 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=3]",3,B+,-35.01417849953786,-1,[],[],[],[]
HOU @ TEX,HOU,0.6903,0.4984,0.1918,0.5016,0.5016,0.5313,2168.0,0.4324,6.92,0.1285,0.1028,0.0257,0.0129,0.0,0.0,1.077,1.192,-0.002,0.1049,19.23,23.22,Kumar Rocker,Tatsuya Imai,SKIP,,tier SKIP -> stake_mult=0,fetched,bullpen_fatigue,True,,,D,-1,"SP edge 1.30 xERA AGAINST pick (-1) [small-sample SP, min_pa=83] | PQI AGAINST (late-game-degradation) pick (Δ=+24.4) (-1) | Stage 1/2 agree (Δ=0.09) (+1)",-1,D,24.379557910705373,0,[],[],[],[]
