matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
TOR @ CHC,TOR,0.2008,0.4688,0.2681,0.5312,0.5312,0.5106,12575.0,0.4447,8.65,0.1685,0.1404,0.0351,0.0176,0.0,0.0,1.163,1.026,0.0026,0.0969,24.55,24.32,Ben Brown,Kevin Gausman,SKIP,F3_swing_take_gap=4643.0,tier SKIP -> stake_mult=0,fetched,,False,,,C,0,"F-signal fires (+1) | PQI confirms pick (Δ=-13.1) (+1) | Stage 1/2 disagree (Δ=0.20) (-1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.528 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,-13.11752068699559,0,[],[],[],[]
CHW @ DET,CHW,0.6159,0.4984,0.1175,0.5016,0.5016,0.4801,14140.0,0.296,20.56,0.4999,0.125,0.0314,0.0157,0.0,0.0,1.561,1.372,0.0135,0.1042,26.29,16.17,Tarik Skubal,Erick Fedde,SKIP,,"fair_prob 0.296 < 0.42 | edge +20.56pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,calibration_caution_18_25pp,False,,,D,-2,"SP edge 1.28 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+18.9) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.04) (+1)",-2,D,18.913965588516582,1,[],[],[],[]
CIN @ NYY,NYY,0.8289,0.6443,0.1845,0.6443,0.6443,0.6563,16435.0,0.7356,-9.12,-0.0731,0.0,0.0,0.0,0.0,0.0,1.456,1.102,0.0251,0.0998,27.53,16.57,Cam Schlittler,Rhett Lowder,DIAMOND,"F1_xera_gap=3.49, F3_swing_take_gap=2628.9, F5_bullpen_gap=+0.85","edge -9.12pp outside [4,15]pp",fetched,,False,,,B-,1,"F-signal fires (+1) | SP edge 2.18 xERA agrees with pick (+2) | PQI confirms pick (Δ=+38.4) (+1) | team_quality modifier (+1; DISABLED, score+=0) | large negative edge (-9.1pp) caps grade at C (score 4 -> 2) | Stage 1/2 disagree (Δ=0.12) (-1)",1,B-,38.44686098992691,1,[],[],[],[]
WSH @ TB,TB,0.3429,0.6485,0.3056,0.6485,0.6485,0.6352,20067.0,0.5425,10.6,0.2124,0.2443,0.0611,0.0305,0.0,0.0,1.285,1.354,0.0244,0.1066,21.93,22.8,Griffin Jax,Cade Cavalli,GOLD,F5_bullpen_gap=+0.91,tier GOLD -> stake_mult=0,fetched,,False,,,D,-2,"F-signal fires (+1) | SP edge 0.49 xERA AGAINST pick (-2) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.14) (-1)",-2,D,2.259900398870471,-1,[],[],[],[]
MIL @ ATL,MIL,0.3813,0.4417,0.0604,0.5583,0.5583,0.5313,18201.0,0.6229,-6.46,-0.0619,0.0,0.0,0.0,0.0,0.0,1.198,1.157,0.0061,0.0963,19.81,37.87,Martín Pérez,Jacob Misiorowski,PLATINUM,"F1_xera_gap=3.53, F3_swing_take_gap=3552.3","edge -6.46pp outside [4,15]pp",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 1.99 xERA agrees with pick (+2) | PQI confirms pick (Δ=-21.8) (+1) | Stage 1/2 agree (Δ=0.04) (+1) | negative edge (-6.5pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-6.5pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.535 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,-21.78775758858312,0,[],[],[],[]
SD @ TEX,SD,0.5618,0.4782,0.0835,0.5218,0.5218,0.4899,16366.0,0.3891,13.26,0.2888,0.1964,0.0491,0.0246,0.0,0.0,1.051,1.014,-0.0338,0.1017,28.33,18.97,Jacob deGrom,Randy Vásquez,SKIP,,fair_prob 0.389 < 0.42 | tier SKIP -> stake_mult=0,fetched,,False,,,D,-2,SP edge 2.69 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+34.4) (-1) | Stage 1/2 agree (Δ=0.01) (+1),-2,D,34.37121264865644,0,[],[],[],[]
CLE @ HOU,HOU,0.4514,0.5735,0.1221,0.5735,0.5735,0.5314,15853.0,0.5244,4.91,0.0901,0.1001,0.025,0.0125,0.0,0.0,1.198,1.114,-0.0077,0.0958,22.87,20.31,Tatsuya Imai,Tanner Bibee,GOLD,F3_swing_take_gap=1777.4,tier GOLD -> stake_mult=0,fetched,,False,,,C,0,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=-9.5) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.02) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.544 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,-9.544872326876323,-1,[],[],[],[]
STL @ KC,STL,0.6192,0.3298,0.2894,0.6702,0.6702,0.5372,15953.0,0.5318,13.84,0.2739,0.25,0.076,0.038,0.0,0.0,1.2,1.208,0.003,0.1067,20.81,13.79,Seth Lugo,Michael McGreevy,SKIP,,tier SKIP -> stake_mult=0,fetched,bullpen_fatigue,True,,,D,-2,PQI AGAINST (late-game-degradation) pick (Δ=+3.3) (-1) | Stage 1/2 disagree (Δ=0.12) (-1),-2,D,3.292598921119911,0,[],[],[],[]
PIT @ COL,PIT,0.436,0.4828,0.0467,0.5172,0.5172,0.493,17474.0,0.5676,-5.04,-0.069,0.0,0.0,0.0,0.0,0.0,1.05,1.187,-0.0277,0.1082,17.72,22.09,Kyle Freeland,Bubba Chandler,PLATINUM,"F1_xera_gap=2.53, F5_bullpen_gap=+1.62","edge -5.04pp outside [4,15]pp",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 1.87 xERA agrees with pick (+2) | PQI confirms pick (Δ=-27.5) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.01) (+1) | negative edge (-5.0pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-5.0pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.527 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,-27.53144085991999,1,[],[],[],[]
LAA @ OAK,OAK,0.3171,0.512,0.1949,0.512,0.512,0.4821,18577.0,0.6421,-13.01,-0.1739,0.0,0.0,0.0,0.0,0.0,1.3,1.095,0.0003,0.105,21.05,27.24,Jeffrey Springs,José Soriano,GOLD,F3_swing_take_gap=1438.9,"edge -13.01pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,C,0,"F-signal fires (+1) | PQI confirms pick (Δ=+4.7) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.08) (+1) | [HARD CAP 1] negative-edge GOLD (-13.0pp < 0) prevents GOLD confirmation (score 3 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.527 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=3]",3,B+,4.7277831194599855,1,[],[],[],[]
MIN @ ARI,ARI,0.6496,0.6563,0.0067,0.6563,0.6563,0.6563,14314.0,0.6273,2.9,0.0853,0.1305,0.0326,0.0163,0.0,0.0,1.191,1.08,0.005,0.1045,23.28,19.72,Michael Soroka,Connor Prielipp,SKIP,,"edge +2.90pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,True,,,B,2,PQI confirms pick (Δ=+8.7) (+1) | Stage 1/2 agree (Δ=0.01) (+1),2,B,8.723265694862086,0,[],[],[],[]
BAL @ LAD,LAD,0.7029,0.6443,0.0586,0.6443,0.6443,0.6563,18121.0,0.6638,-1.95,0.0146,0.0255,0.0064,0.0032,0.0,0.0,1.32,0.977,-0.0096,0.1078,23.37,17.77,Roki Sasaki,Trey Gibson,PLATINUM,"F2_xwoba_gap=0.027, F3_swing_take_gap=7396.1","edge -1.95pp outside [4,15]pp",fetched,,True,,,B-,1,"F-signal fires (+1) | SP edge 2.22 xERA agrees with pick (+1) [small-sample SP, min_pa=96] | PQI confirms pick (Δ=+25.7) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.05) (+1) | [HARD CAP 1] negative-edge GOLD (-1.9pp < 0) prevents GOLD confirmation (score 4 -> 1) | [PRE_CAP_SCORE=4]",4,A-,25.661064178901796,1,[],[],[],[]
BOS @ SEA,BOS,0.6393,0.4746,0.1647,0.5254,0.5254,0.4751,14957.0,0.4447,8.08,0.1559,0.1299,0.0325,0.0162,0.0,0.0,1.279,1.037,-0.0018,0.0944,26.41,22.69,Bryce Miller,Ranger Suarez,GOLD,F3_swing_take_gap=3043.9,tier GOLD -> stake_mult=0,fetched,,False,,,D,-1,"F-signal fires (+1) | SP edge 1.07 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+12.4) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.06) (+1)",-1,D,12.449507188329171,-1,[],[],[],[]
SF @ MIA,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Probable SP not yet announced for MIA (home); will fill in next workflow run (needs 100+ Statcast pitches once announced to score),pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
