matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
TEX @ MIA,TEX,0.6604,0.4957,0.1647,0.5043,0.5043,0.5313,16513.0,0.5318,-2.74,-0.0414,0.0,0.0,0.0,0.0,0.0,1.136,1.171,-0.0065,0.1061,26.67,29.25,Eury Pérez,Jacob deGrom,GOLD,F1_xera_gap=1.99,"edge -2.74pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,acute_roster;bullpen_fatigue,True,,,C,0,"F-signal fires (+1) | SP edge 1.43 xERA agrees with pick (+2) | PQI confirms pick (Δ=-18.1) (+1) | Stage 1/2 agree (Δ=0.07) (+1) | negative edge (-2.7pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-2.7pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.518 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,-18.09376587385009,0,[],[],[],[]
CLE @ CHW,CLE,0.6274,0.4853,0.1421,0.5147,0.5147,0.5042,16475.0,0.5244,-0.97,-0.0216,0.0,0.0,0.0,0.0,0.0,1.06,1.078,-0.0407,0.1028,15.53,20.88,Erick Fedde,Tanner Bibee,PLATINUM,"F3_swing_take_gap=5211.1, F5_bullpen_gap=+1.49","edge -0.97pp outside [4,15]pp",fetched,acute_roster,True,,,C,0,"F-signal fires (+1) | PQI confirms pick (Δ=-10.4) (+1) | Stage 1/2 agree (Δ=0.06) (+1) | [HARD CAP 1] negative-edge GOLD (-1.0pp < 0) prevents GOLD confirmation (score 3 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.520 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=3]",3,B+,-10.38308659720397,0,[],[],[],[]
BOS @ COL,BOS,0.4264,0.1518,0.2746,0.8482,0.8482,0.7529,18870.0,0.6273,22.09,0.4026,0.125,0.077,0.0385,0.0,0.0,1.065,1.04,-0.0369,0.1114,18.32,23.72,Kyle Freeland,Ranger Suarez,DIAMOND,"F1_xera_gap=2.97, F3_swing_take_gap=1087.5, F5_bullpen_gap=+1.79","model_prob 0.848 outside [0.48,0.72] | edge +22.09pp outside [4,15]pp",fetched,calibration_caution_18_25pp,False,,,B+,3,F-signal fires (+1) | SP edge 2.23 xERA agrees with pick (+2) | PQI confirms pick (Δ=-36.1) (+1) | Stage 1/2 disagree (Δ=0.20) (-1),3,B+,-36.14302044675165,0,[],[],[],[]
BAL @ LAA,LAA,0.4678,0.5151,0.0474,0.5151,0.5151,0.5477,18810.0,0.5367,-2.16,-0.0369,0.0,0.0,0.0,0.0,0.0,1.121,1.132,-0.0106,0.0935,25.25,18.87,José Soriano,Trey Gibson,SKIP,,"edge -2.16pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,True,,,C,0,"SP edge 2.01 xERA agrees with pick (+2) | PQI confirms pick (Δ=+15.1) (+1) | Stage 1/2 agree (Δ=0.01) (+1) | [HARD CAP 1] negative-edge GOLD (-2.2pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.521 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,15.053238978650448,0,[],[],[],[]
SEA @ PIT,PIT,0.7011,0.6023,0.0989,0.6023,0.6023,0.5454,15694.0,0.5177,8.45,0.1705,0.1807,0.0452,0.0226,0.0,0.0,1.314,1.172,-0.0076,0.1013,26.29,24.53,Braxton Ashcraft,Bryan Woo,GOLD,F3_swing_take_gap=806.3,tier GOLD -> stake_mult=0,fetched,,False,,,B+,3,"F-signal fires (+1) | PQI confirms pick (Δ=+4.0) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.07) (+1)",3,B+,4.035269511578356,1,[],[],[],[]
KC @ TB,TB,0.2969,0.6293,0.3324,0.6293,0.6293,0.5926,16777.0,0.5906,3.87,0.0954,0.1288,0.0322,0.0161,0.0,0.0,1.161,1.127,0.0036,0.0915,22.55,21.74,Griffin Jax,Noah Cameron,SKIP,,"edge +3.87pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,D,-3,SP edge 0.94 xERA AGAINST pick (-2) | Stage 1/2 disagree (Δ=0.12) (-1),-3,D,-1.8956522781038814,0,[],[],[],[]
NYY @ DET,NYY,0.5134,0.4036,0.1098,0.5964,0.5964,0.5416,14690.0,0.4159,18.05,0.3718,0.125,0.03575,0.01785,0.0,0.0,1.151,1.085,-0.0132,0.0967,26.72,26.51,Tarik Skubal,Ryan Weathers,SKIP,,"fair_prob 0.416 < 0.42 | edge +18.05pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,calibration_caution_18_25pp,False,,,D,-2,"SP edge 0.57 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+9.9) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.04) (+1)",-2,D,9.911164373344953,1,[],[],[],[]
PHI @ WSH,PHI,0.3367,0.4707,0.1339,0.5293,0.5293,0.5105,14318.0,0.5553,-2.6,-0.0296,0.0,0.0,0.0,0.0,0.0,1.396,1.136,-0.034,0.1132,13.78,22.88,Miles Mikolas,Aaron Nola,PLATINUM,"F3_swing_take_gap=4451.0, F5_bullpen_gap=+1.38","edge -2.60pp outside [4,15]pp",fetched,,True,,,C,0,"F-signal fires (+1) | SP edge 0.49 xERA agrees with pick (+2) | PQI confirms pick (Δ=-20.5) (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.06) (+1) | negative edge (-2.6pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-2.6pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.524 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,-20.544637158580343,-1,[],[],[],[]
HOU @ TOR,HOU,0.5478,0.4727,0.0751,0.5273,0.5273,0.5313,19016.0,0.3843,14.29,0.3023,0.2057,0.0514,0.0257,0.0,0.0,1.119,1.267,-0.0091,0.1007,23.66,18.09,Trey Yesavage,Mike Burrows,SKIP,,fair_prob 0.384 < 0.42 | tier SKIP -> stake_mult=0,fetched,bullpen_fatigue,True,,,D,-2,SP edge 1.77 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+33.7) (-1) | Stage 1/2 agree (Δ=0.02) (+1),-2,D,33.67770314583997,0,[],[],[],[]
MIL @ CIN,MIL,0.3096,0.4537,0.1441,0.5463,0.5463,0.5313,20365.0,0.5841,-3.78,-0.049,0.0,0.0,0.0,0.0,0.0,1.141,1.246,-0.0219,0.1073,18.22,23.66,Rhett Lowder,Shane Drohan,DIAMOND,"F1_xera_gap=2.70, F3_swing_take_gap=2341.1, F5_bullpen_gap=+0.55","edge -3.78pp outside [4,15]pp",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 2.09 xERA agrees with pick (+2) | PQI confirms pick (Δ=-34.2) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.06) (+1) | negative edge (-3.8pp) caps A at A- (score 5 -> 4) | [HARD CAP 1] negative-edge GOLD (-3.8pp < 0) prevents GOLD confirmation (score 4 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.529 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=4]",4,A-,-34.20699586500034,1,[],[],[],[]
LAD @ MIN,LAD,0.4903,0.4807,0.0096,0.5193,0.5193,0.5313,18904.0,0.6446,-12.52,-0.1697,0.0,0.0,0.0,0.0,0.0,1.037,1.307,-0.011,0.1121,27.15,28.99,Joe Ryan,Shohei Ohtani,GOLD,F2_xwoba_gap=0.035,"edge -12.52pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 0.40 xERA agrees with pick (+2) | PQI confirms pick (Δ=-18.4) (+1) | team_quality modifier (+1; DISABLED, score+=0) | large negative edge (-12.5pp) caps grade at C (score 4 -> 2) | Stage 1/2 agree (Δ=0.00) (+1) | [HARD CAP 1] negative-edge GOLD (-12.5pp < 0) prevents GOLD confirmation (score 3 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.522 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=3]",3,B+,-18.40647752285996,1,[],[],[],[]
ARI @ STL,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Mitch Bratt has only 0 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
ATL @ SD,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,JP Sears has only 0 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
OAK @ SF,SF,0.8564,0.5104,0.3461,0.5104,0.5104,0.5195,18667.0,0.4447,6.57,0.1228,0.1023,0.0256,0.0128,0.0,0.0,1.132,1.359,0.0109,0.0978,22.8,22.03,Tyler Mahle,Gage Jump,GOLD,F5_bullpen_gap=+0.49,tier GOLD -> stake_mult=0,fetched,,False,,,D,-3,"F-signal fires (+1) | SP edge 1.01 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-21.8) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.21) (-1)",-3,D,-21.789775180300786,-1,[],[],[],[]
CHC @ NYM,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Probable SP not yet announced for CHC (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score),pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
