game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units
2026-04-22,MIA,STL,5.5,10.54,5.04,over,6.93,0.1804,0.0804,0.84
2026-04-22,CLE,HOU,5.5,9.98,4.48,over,1.844,0.5995,0.5098,2.5
2026-04-22,TB,CIN,8.5,9.19,0.69,over,2.08,0.454,0.4402,0.0
2026-04-22,KC,BAL,10.5,8.63,1.87,under,1.82,0.5572,0.5198,0.34
2026-04-22,LAA,TOR,8.25,9.39,1.14,over,1.937,0.5177,0.4949,0.05
2026-04-22,DET,MIL,8.0,7.01,0.99,under,1.87,0.5387,0.5189,0.16
2026-04-22,BOS,NYY,7.5,9.75,2.25,over,1.859,0.5628,0.5178,1.07
2026-04-22,NYM,MIN,7.5,8.79,1.29,over,1.918,0.5258,0.5,0.03
2026-04-22,CHC,PHI,8.0,7.63,0.37,under,1.905,0.5093,0.502,0.0
