game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units
2026-05-15,PIT,PHI,8.0,8.91,0.91,over,1.909,0.5182,0.5,0.0
2026-05-15,WSH,BAL,9.25,8.18,1.07,under,1.929,0.5199,0.4984,0.06
2026-05-15,DET,TOR,8.0,8.43,0.43,over,1.901,0.5132,0.5047,0.0
2026-05-15,CLE,CIN,8.0,8.43,0.43,over,1.944,0.4975,0.489,0.0
2026-05-15,TB,MIA,8.0,8.7,0.7,over,1.966,0.4993,0.4853,0.0
2026-05-15,NYM,NYY,7.0,9.87,2.87,over,1.833,0.5837,0.5263,1.68
2026-05-15,CHW,CHC,8.5,10.09,1.59,over,1.926,0.5292,0.4973,0.41
