game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units,book,pred_runs_bvp_adjusted,total_runs_delta,home_runs_delta,away_runs_delta,home_bvp_n_pa,away_bvp_n_pa,home_bvp_ops_shrunk,away_bvp_ops_shrunk,bvp_signal_strength,player_aware_signal,pred_winp_mc,pred_runs_mc
2026-06-02,TB,DET,11.0,8.24,2.76,under,1.862,0.5654,0.5102,1.23,pinnacle,8.37,0.131,0.047,0.084,27.0,35.0,0.7355,0.7415,6.889,"{""lineup_xwoba_h"":0.327,""lineup_xwoba_a"":0.312,""lineup_wrcplus_h"":112.0,""lineup_wrcplus_a"":103.0,""bvp_pa_total"":62,""bvp_delta_runs"":0.131}",0.4877,7.45
2026-06-02,PHI,SD,6.5,9.63,3.13,over,1.926,0.5627,0.5,1.81,pinnacle,9.65,0.014,0.195,-0.181,42.0,74.0,0.7617,0.6838,12.889,"{""lineup_xwoba_h"":0.325,""lineup_xwoba_a"":0.318,""lineup_wrcplus_h"":105.0,""lineup_wrcplus_a"":98.0,""bvp_pa_total"":116,""bvp_delta_runs"":0.014}",0.4937,7.99
2026-06-02,BOS,BAL,8.5,10.35,1.85,over,1.833,0.5618,0.5248,0.72,pinnacle,10.33,-0.017,-0.041,0.024,52.0,20.0,0.7117,0.7308,8.0,"{""lineup_xwoba_h"":0.302,""lineup_xwoba_a"":0.331,""lineup_wrcplus_h"":109.0,""lineup_wrcplus_a"":106.0,""bvp_pa_total"":72,""bvp_delta_runs"":-0.017}",0.4871,8.74
2026-06-02,WSH,MIA,8.0,8.71,0.71,over,1.87,0.5218,0.5076,0.0,pinnacle,8.75,0.04,0.017,0.023,15.0,12.0,0.7304,0.7372,3.0,"{""lineup_xwoba_h"":0.343,""lineup_xwoba_a"":0.315,""lineup_wrcplus_h"":115.0,""lineup_wrcplus_a"":111.0,""bvp_pa_total"":27,""bvp_delta_runs"":0.04}",0.5035,7.77
2026-06-02,NYY,CLE,7.5,9.03,1.53,over,2.0,0.5042,0.4737,0.17,bovada,9.03,0.009,0.007,0.002,13.0,2.0,0.725,0.7269,1.667,"{""lineup_xwoba_h"":0.346,""lineup_xwoba_a"":0.315,""lineup_wrcplus_h"":121.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":15,""bvp_delta_runs"":0.009}",0.4897,8.17
2026-06-02,CIN,KC,9.0,10.56,1.56,over,1.952,0.5182,0.4869,0.25,bovada,10.61,0.046,0.017,0.029,11.0,24.0,0.7341,0.7308,3.889,"{""lineup_xwoba_h"":0.361,""lineup_xwoba_a"":0.295,""lineup_wrcplus_h"":132.0,""lineup_wrcplus_a"":100.0,""bvp_pa_total"":35,""bvp_delta_runs"":0.046}",0.4922,8.83
2026-06-02,ATL,TOR,7.5,8.67,1.17,over,1.971,0.515,0.4917,0.31,pinnacle,8.56,-0.105,-0.114,0.009,78.0,14.0,0.6972,0.7258,10.222,"{""lineup_xwoba_h"":0.348,""lineup_xwoba_a"":0.314,""lineup_wrcplus_h"":113.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":92,""bvp_delta_runs"":-0.105}",0.4937,7.99
2026-06-02,MIL,SF,7.0,8.19,1.19,over,1.885,0.5433,0.5195,0.52,pinnacle,8.21,0.016,0.0,0.016,0.0,11.0,0.73,0.7328,1.222,"{""lineup_xwoba_h"":0.324,""lineup_xwoba_a"":0.304,""lineup_wrcplus_h"":124.0,""lineup_wrcplus_a"":102.0,""bvp_pa_total"":11,""bvp_delta_runs"":0.016}",0.5013,7.87
2026-06-02,CHC,OAK,,10.14,,,,,,,,10.19,0.047,0.0,0.047,0.0,23.0,0.73,0.7382,2.556,"{""lineup_xwoba_h"":0.32,""lineup_xwoba_a"":0.335,""lineup_wrcplus_h"":106.0,""lineup_wrcplus_a"":111.0,""bvp_pa_total"":23,""bvp_delta_runs"":0.047}",0.4941,8.06
2026-06-02,HOU,PIT,,10.17,,,,,,,,10.17,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,"{""lineup_xwoba_h"":0.324,""lineup_xwoba_a"":0.334,""lineup_wrcplus_h"":113.0,""lineup_wrcplus_a"":117.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",0.5035,7.77
2026-06-02,LAA,COL,,8.45,,,,,,,,8.48,0.029,0.025,0.004,10.0,5.0,0.7428,0.7265,1.667,"{""lineup_xwoba_h"":0.325,""lineup_xwoba_a"":0.324,""lineup_wrcplus_h"":102.0,""lineup_wrcplus_a"":112.0,""bvp_pa_total"":15,""bvp_delta_runs"":0.029}",0.4979,7.67
2026-06-02,ARI,LAD,,11.23,,,,,,,,11.43,0.204,0.205,-0.001,75.0,21.0,0.7609,0.7194,10.667,"{""lineup_xwoba_h"":0.351,""lineup_xwoba_a"":0.355,""lineup_wrcplus_h"":123.0,""lineup_wrcplus_a"":116.0,""bvp_pa_total"":96,""bvp_delta_runs"":0.204}",0.4897,8.17
