game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units,book,pred_runs_bvp_adjusted,total_runs_delta,home_runs_delta,away_runs_delta,home_bvp_n_pa,away_bvp_n_pa,home_bvp_ops_shrunk,away_bvp_ops_shrunk,bvp_signal_strength,player_aware_signal,pred_winp_mc,pred_runs_mc,pred_runs_cal,total_p25,total_p75,total_p10,total_p90,most_probable_total,mpt_prob,cal_basis
2026-07-22,NYY,PIT,,10.37,,,,,,,,10.35,-0.022,0.0,-0.022,0.0,39.0,0.73,0.715,4.333,"{""lineup_xwoba_h"":0.328,""lineup_xwoba_a"":0.324,""lineup_wrcplus_h"":106.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":39,""bvp_delta_runs"":-0.022}",0.5334,9.97,9.00,5.9,11.9,3.9,15.0,9,0.107,no_line
2026-07-22,NYY,PIT,,10.6,,,,,,,,10.58,-0.022,0.0,-0.022,0.0,39.0,0.73,0.715,4.333,"{""lineup_xwoba_h"":0.328,""lineup_xwoba_a"":0.317,""lineup_wrcplus_h"":106.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":39,""bvp_delta_runs"":-0.022}",0.5334,9.97,9.01,5.9,11.9,3.9,15.0,9,0.107,no_line
2026-07-22,BOS,BAL,,9.64,,,,,,,,9.86,0.22,0.22,0.0,55.0,0.0,0.764,0.73,6.111,"{""lineup_xwoba_h"":0.307,""lineup_xwoba_a"":0.332,""lineup_wrcplus_h"":108.0,""lineup_wrcplus_a"":108.0,""bvp_pa_total"":55,""bvp_delta_runs"":0.22}",0.5313,10.12,8.96,5.8,11.9,3.9,15.0,9,0.107,no_line
2026-07-22,BOS,BAL,,10.35,,,,,,,,10.56,0.22,0.22,0.0,55.0,0.0,0.764,0.73,6.111,"{""lineup_xwoba_h"":0.307,""lineup_xwoba_a"":0.332,""lineup_wrcplus_h"":108.0,""lineup_wrcplus_a"":108.0,""bvp_pa_total"":55,""bvp_delta_runs"":0.22}",0.5313,10.12,9.00,5.9,11.9,3.9,15.0,9,0.107,no_line
2026-07-22,KC,SF,,8.29,,,,,,,,8.37,0.08,0.008,0.072,6.0,25.0,0.7316,0.7458,3.444,"{""lineup_xwoba_h"":0.318,""lineup_xwoba_a"":0.325,""lineup_wrcplus_h"":100.0,""lineup_wrcplus_a"":112.0,""bvp_pa_total"":31,""bvp_delta_runs"":0.08}",0.425,9.5,8.89,5.8,11.8,3.8,14.9,9,0.107,no_line
2026-07-22,MIL,NYM,,8.46,,,,,,,,8.46,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,"{""lineup_xwoba_h"":0.343,""lineup_xwoba_a"":0.332,""lineup_wrcplus_h"":119.0,""lineup_wrcplus_a"":109.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",0.5157,9.86,8.89,5.8,11.8,3.8,14.9,9,0.107,no_line
2026-07-22,COL,WSH,,13.76,,,,,,,,13.76,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,"{""lineup_xwoba_h"":0.318,""lineup_xwoba_a"":0.345,""lineup_wrcplus_h"":116.0,""lineup_wrcplus_a"":114.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",0.5089,11.84,9.18,6.1,12.1,4.1,15.2,9,0.107,no_line
2026-07-22,ARI,OAK,,9.67,,,,,,,,9.75,0.077,0.0,0.077,0.0,21.0,0.73,0.7529,2.333,"{""lineup_xwoba_h"":0.316,""lineup_xwoba_a"":0.3,""lineup_wrcplus_h"":109.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":21,""bvp_delta_runs"":0.077}",0.5097,8.95,8.96,5.8,11.9,3.9,15.0,9,0.107,no_line
2026-07-22,SEA,CIN,,8.96,,,,,,,,9.06,0.1,0.081,0.019,88.0,14.0,0.7361,0.7325,11.333,"{""lineup_xwoba_h"":0.317,""lineup_xwoba_a"":0.327,""lineup_wrcplus_h"":106.0,""lineup_wrcplus_a"":105.0,""bvp_pa_total"":102,""bvp_delta_runs"":0.1}",0.4984,9.95,8.92,5.8,11.9,3.9,14.9,9,0.107,no_line
2026-07-22,LAA,STL,,8.58,,,,,,,,8.6,0.015,0.007,0.008,8.0,10.0,0.7283,0.7273,2.0,"{""lineup_xwoba_h"":0.32,""lineup_xwoba_a"":0.351,""lineup_wrcplus_h"":103.0,""lineup_wrcplus_a"":107.0,""bvp_pa_total"":18,""bvp_delta_runs"":0.015}",0.4726,9.42,8.90,5.8,11.8,3.8,14.9,9,0.107,no_line
2026-07-22,CLE,MIN,,9.17,,,,,,,,9.19,0.023,-0.038,0.061,113.0,37.0,0.7124,0.7349,16.667,"{""lineup_xwoba_h"":0.311,""lineup_xwoba_a"":0.316,""lineup_wrcplus_h"":112.0,""lineup_wrcplus_a"":112.0,""bvp_pa_total"":150,""bvp_delta_runs"":0.023}",0.5211,8.66,8.93,5.8,11.9,3.9,15.0,9,0.107,no_line
2026-07-22,PHI,LAD,,9.76,,,,,,,,9.61,-0.148,0.005,-0.153,55.0,193.0,0.7211,0.6893,27.556,"{""lineup_xwoba_h"":0.299,""lineup_xwoba_a"":0.345,""lineup_wrcplus_h"":102.0,""lineup_wrcplus_a"":120.0,""bvp_pa_total"":248,""bvp_delta_runs"":-0.148}",0.4342,11.03,8.96,5.9,11.9,3.9,15.0,9,0.107,no_line
2026-07-22,TOR,TB,,10.05,,,,,,,,10.05,-0.003,0.01,-0.013,60.0,27.0,0.722,0.7155,9.667,"{""lineup_xwoba_h"":0.296,""lineup_xwoba_a"":0.323,""lineup_wrcplus_h"":105.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":87,""bvp_delta_runs"":-0.003}",0.4947,8.92,8.98,5.9,11.9,3.9,15.0,9,0.107,no_line
2026-07-22,ATL,SD,,9.13,,,,,,,,9.22,0.087,0.065,0.022,65.0,99.0,0.7329,0.7243,18.222,"{""lineup_xwoba_h"":0.332,""lineup_xwoba_a"":0.31,""lineup_wrcplus_h"":113.0,""lineup_wrcplus_a"":103.0,""bvp_pa_total"":164,""bvp_delta_runs"":0.087}",0.5193,10.24,8.93,5.8,11.9,3.9,15.0,9,0.107,no_line
2026-07-22,TEX,CHW,,8.29,,,,,,,,8.3,0.001,0.004,-0.003,2.0,9.0,0.7399,0.7172,1.222,"{""lineup_xwoba_h"":0.309,""lineup_xwoba_a"":0.322,""lineup_wrcplus_h"":110.0,""lineup_wrcplus_a"":108.0,""bvp_pa_total"":11,""bvp_delta_runs"":0.001}",0.4399,9.19,8.89,5.8,11.8,3.8,14.9,9,0.107,no_line
2026-07-22,CHC,DET,,8.64,,,,,,,,8.72,0.08,0.078,0.002,20.0,9.0,0.7551,0.7224,3.222,"{""lineup_xwoba_h"":0.318,""lineup_xwoba_a"":0.326,""lineup_wrcplus_h"":115.0,""lineup_wrcplus_a"":111.0,""bvp_pa_total"":29,""bvp_delta_runs"":0.08}",0.485,9.91,8.90,5.8,11.8,3.8,14.9,9,0.107,no_line
2026-07-22,HOU,MIA,,8.45,,,,,,,,8.53,0.081,0.081,0.0,46.0,0.0,0.7363,0.73,5.111,"{""lineup_xwoba_h"":0.321,""lineup_xwoba_a"":0.316,""lineup_wrcplus_h"":109.0,""lineup_wrcplus_a"":108.0,""bvp_pa_total"":46,""bvp_delta_runs"":0.081}",0.5237,9.56,8.89,5.8,11.8,3.8,14.9,9,0.107,no_line
