matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade
NYY @ BAL,NYY,0.5801,0.4554,0.1246,0.5446,0.5446,0.5055,2304.0,0.5994,-5.48,-0.0993,0.0,0.0,0.0,0.0,0.0,GOLD,F2_xwoba_gap=0.028,"edge -5.48pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,False
TB @ TOR,TB,0.5307,0.4807,0.05,0.5193,0.5193,0.5313,1859.0,0.4518,6.75,0.0854,0.0783,0.0196,0.0098,0.0,0.0,GOLD,F3_swing_take_gap=1224.0,tier GOLD -> stake_mult=0,fetched,,False
ARI @ TEX,ARI,0.5426,0.4567,0.0859,0.5433,0.5433,0.5313,2327.0,0.4516,9.17,0.1382,0.1262,0.0316,0.0158,0.0,0.0,SKIP,,tier SKIP -> stake_mult=0,fetched,,False
SEA @ HOU,HOU,0.5445,0.585,0.0405,0.585,0.585,0.6108,2187.0,0.4216,16.34,0.2958,0.2435,0.0609,0.0304,0.0,0.0,GOLD,F3_swing_take_gap=1783.5,"edge +16.34pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,acute_roster,True
SF @ LAD,LAD,0.4768,0.9401,0.4633,0.9401,0.9401,0.7377,2225.0,0.6503,28.98,0.4496,0.25,0.2074,0.1037,0.0,0.0,PLATINUM,"F2_xwoba_gap=0.054, F3_swing_take_gap=10190.0","model_prob 0.940 outside [0.48,0.72] | edge +28.98pp outside [4,15]pp",fetched,,False
LAA @ CLE,TBD,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Probable SP not yet announced for LAA (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score),pending_sp_data,,False
