matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,pred_winp_mc,pred_runs_mc,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
PHI @ DET,DET,0.4594,0.5187,0.0594,0.5187,0.5187,0.5163,14750.0,0.5318,-1.3,-0.0139,0.0,0.0,0.0,0.0,0.0,1.21,1.228,-0.0039,0.0974,26.36,23.0,Jack Flaherty,Aaron Nola,SKIP,F3_swing_take_gap=1490.1,"edge -1.30pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,True,,,C,0,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=-9.6) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.532 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,-9.630365675667356,-1,[],[],[],[]
MIL @ PIT,MIL,0.3968,0.4543,0.0575,0.5457,0.5457,0.5109,18603.0,0.4324,11.34,0.2279,0.1823,0.0456,0.0228,0.0,0.0,1.182,0.973,-0.0131,0.1079,27.79,25.28,Braxton Ashcraft,Brandon Sproat,SKIP,,tier SKIP -> stake_mult=0,fetched,,False,,,D,-2,"SP edge 1.51 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+15.9) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.01) (+1)",-2,D,15.858617309881822,1,[],[],[],[]
NYY @ WSH,NYY,0.3961,0.47,0.0739,0.53,0.53,0.5233,17726.0,0.6083,-7.83,-0.1095,0.0,0.0,0.0,0.0,0.0,1.251,1.208,-0.046,0.1061,22.9,26.11,Carson Palmquist,Ryan Weathers,PLATINUM,"F3_swing_take_gap=3222.2, F5_bullpen_gap=+1.60","edge -7.83pp outside [4,15]pp",fetched,,False,,,C,0,"F-signal fires (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.01) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.533 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 2 -> 0) | [PRE_CAP_SCORE=2]",2,B,2.8682996432025547,-1,[],[],[],[]
KC @ BAL,BAL,0.5848,0.6305,0.0458,0.6305,0.6305,0.6323,16649.0,0.6009,2.96,0.0874,0.1206,0.0302,0.0151,0.0,0.0,0.949,1.101,0.018,0.1111,18.1,20.7,Brandon Young,Luinder Avila,GOLD,F3_swing_take_gap=1450.9,"edge +2.96pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,True,,,B-,1,F-signal fires (+1) | PQI confirms pick (Δ=+9.5) (+1) | Stage 1/2 agree (Δ=0.02) (+1) | [HARD CAP 7] pick-side bullpen disadvantage (hl_bullpen_xwoba_gap=+0.0180 >= 0) on tier-elevated pick (score 3 -> 1) | [PRE_CAP_SCORE=3],3,B+,9.511720251191356,0,[],[],[],[]
CHC @ CIN,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Hunter Greene has only 89 Statcast pitches season-to-date; need 100+ to score,pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
SEA @ TB,TB,0.4887,0.6683,0.1797,0.6683,0.6683,0.646,16166.0,0.506,16.23,0.3236,0.25,0.0825,0.0413,0.0,0.0,1.3,1.224,-0.0085,0.0962,14.09,20.93,Nick Martinez,Luis Castillo,SKIP,,"edge +16.23pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,False,,,C,0,"PQI AGAINST (late-game-degradation) pick (Δ=-3.6) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.06) (+1)",0,C,-3.5861664994838165,1,[],[],[],[]
CLE @ MIA,CLE,0.4868,0.4949,0.0081,0.5051,0.5051,0.4773,17405.0,0.494,1.11,0.0202,0.0198,0.005,0.0025,0.0,0.0,1.024,1.058,-0.0195,0.0962,17.88,25.9,Sandy Alcantara,Parker Messick,PLATINUM,"F1_xera_gap=0.88*, F3_swing_take_gap=4043.1, F5_bullpen_gap=+0.91","edge +1.11pp outside [4,15]pp",fetched,bullpen_fatigue,True,,,C,0,"F-signal fires (+1) | SP edge 0.56 xERA agrees with pick (+2) | PQI confirms pick (Δ=-6.5) (+1) | Stage 1/2 agree (Δ=0.00) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.531 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 5 -> 0) | [PRE_CAP_SCORE=5]",5,A,-6.476281620681554,0,[],[],[],[]
BOS @ NYM,BOS,0.3635,0.4747,0.1112,0.5253,0.5253,0.5313,17404.0,0.4495,7.59,0.1294,0.1125,0.0281,0.0141,0.0,0.0,1.194,1.073,-0.0014,0.0939,27.9,23.82,Nolan McLean,Sonny Gray,GOLD,F3_swing_take_gap=6136.4,tier GOLD -> stake_mult=0,fetched,,False,,,C,0,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=+5.8) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.02) (+1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.533 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=1]",1,B-,5.8444126397466505,1,[],[],[],[]
ATL @ STL,ATL,0.425,0.4932,0.0683,0.5068,0.5068,0.5157,18602.0,0.6229,-11.61,-0.1485,0.0,0.0,0.0,0.0,0.0,1.317,1.112,-0.0191,0.1076,19.26,28.02,Kyle Leahy,Chris Sale,DIAMOND,"F1_xera_gap=2.74, F3_swing_take_gap=1877.6, F5_bullpen_gap=+0.60","edge -11.61pp outside [4,15]pp",fetched,,False,,,C,0,"F-signal fires (+1) | SP edge 2.12 xERA agrees with pick (+2) | PQI confirms pick (Δ=-37.6) (+1) | large negative edge (-11.6pp) caps grade at C (score 4 -> 2) | Stage 1/2 agree (Δ=0.01) (+1) | [HARD CAP 1] negative-edge GOLD (-11.6pp < 0) prevents GOLD confirmation (score 3 -> 1) | [HARD CAP 10] bottom-bucket marginal-favorite without Claude CONFIRM (pick_prob=0.531 in (0.50, 0.55], decision='none'; archive non-CONFIRM hit rate 31.2%) (score 1 -> 0) | [PRE_CAP_SCORE=3]",3,B+,-37.56536420650171,0,[],[],[],[]
OAK @ CHW,TBD,,,,,,,,,,,,,,,,,,,,,,,,PENDING_SP_DATA,thin_sp_data,Probable SP not yet announced for OAK (away); will fill in next workflow run (needs 100+ Statcast pitches once announced to score),pending_sp_data,,False,,,C,0,pending_sp_data — ungraded (probable SP not yet announced),0,C,,,[],[],[],[]
