game_pk,matchup,news_sp_late_scratch_home,news_sp_late_scratch_away,news_anchor_sp_home_id,news_anchor_sp_away_id,news_current_sp_home_id,news_current_sp_away_id,news_ump_plate_id,news_ump_plate_name,news_ump_bias_pp,news_bullpen_short_home,news_bullpen_short_away,news_anchor_home_decimal,news_current_home_decimal,news_line_move_home_bps,news_model_prob_delta,news_tier_demotion_steps,news_rationale,news_rules_fired
824446,TB @ CLE,False,False,800048,571927,800048,571927,658082,Jacob Metz,0.0,False,False,1.7407407407407407,1.8620689655172413,-374,0.0,0,,
823395,STL @ PIT,False,False,682254,669160,682254,669160,503490,Chris Segal,0.0,False,True,1.6666666666666665,1.704225352112676,-132,0.015,0,away bullpen short -> 1.5pp toward home,bullpen_short_away
822825,BOS @ TOR,False,False,656302,624133,656302,624133,427243,Marvin Hudson,0.0,True,False,1.8849557522123894,1.925925925925926,-113,-0.015,0,home bullpen short -> 1.5pp toward away,bullpen_short_home
823719,SEA @ MIN,False,False,687570,622491,687570,622491,573597,Gabe Morales,0.0,False,False,2.05,2.08,-70,0.0,0,,
824609,LAA @ CHW,False,False,641743,686799,641743,686799,427537,Hunter Wendelstedt,0.0,True,True,2.23,2.02,466,0.015,0,home bullpen short -> 1.5pp toward away | away bullpen short -> 1.5pp toward home | sharp move +466bps confirms model side -> +1.5pp,bullpen_short_home;bullpen_short_away;line_move_strong
822906,NYY @ TEX,False,False,683004,608331,683004,608331,483630,John Tumpane,0.0,False,False,2.0,1.9433962264150944,146,0.0,0,,
823311,CHC @ SD,False,False,681190,571510,681190,571510,605670,Dan Merzel,0.0,False,False,2.0,1.9090909090909092,238,0.0,0,,
823961,MIA @ LAD,False,False,808967,663978,808967,663978,503586,Tripp Gibson,0.0,False,False,1.3508771929824561,1.4878048780487805,-681,0.0,0,,
