game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units,book,pred_runs_bvp_adjusted,total_runs_delta,home_runs_delta,away_runs_delta,home_bvp_n_pa,away_bvp_n_pa,home_bvp_ops_shrunk,away_bvp_ops_shrunk,bvp_signal_strength,player_aware_signal,pred_winp_mc,pred_runs_mc
2026-06-30,BAL,CHW,10.5,9.24,1.26,under,1.935,0.5279,0.5028,0.46,pinnacle,9.42,0.182,0.182,0.0,58.0,0.0,0.7565,0.73,6.444,"{""lineup_xwoba_h"":0.341,""lineup_xwoba_a"":0.351,""lineup_wrcplus_h"":110.0,""lineup_wrcplus_a"":117.0,""bvp_pa_total"":58,""bvp_delta_runs"":0.182}",0.4941,8.06
2026-06-30,CLE,TEX,7.5,8.61,1.11,over,1.901,0.5347,0.5124,0.36,pinnacle,8.62,0.006,-0.007,0.013,16.0,49.0,0.716,0.7225,7.222,"{""lineup_xwoba_h"":0.314,""lineup_xwoba_a"":0.317,""lineup_wrcplus_h"":116.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":65,""bvp_delta_runs"":0.006}",0.4979,7.67
2026-06-30,PHI,PIT,9.0,9.38,0.38,over,2.01,0.4882,0.4805,0.0,pinnacle,9.46,0.078,0.051,0.027,14.0,70.0,0.753,0.7254,9.333,"{""lineup_xwoba_h"":0.334,""lineup_xwoba_a"":0.307,""lineup_wrcplus_h"":113.0,""lineup_wrcplus_a"":106.0,""bvp_pa_total"":84,""bvp_delta_runs"":0.078}",0.4937,7.99
2026-06-30,NYY,DET,7.0,10.25,3.25,over,1.909,0.5762,0.5111,2.2,pinnacle,10.27,0.019,0.007,0.012,65.0,16.0,0.7213,0.7266,9.0,"{""lineup_xwoba_h"":0.298,""lineup_xwoba_a"":0.308,""lineup_wrcplus_h"":111.0,""lineup_wrcplus_a"":101.0,""bvp_pa_total"":81,""bvp_delta_runs"":0.019}",0.4897,8.17
2026-06-30,TOR,NYM,8.0,8.81,0.81,over,1.99,0.501,0.4848,0.0,pinnacle,9.04,0.23,0.0,0.23,0.0,44.0,0.73,0.767,4.889,"{""lineup_xwoba_h"":0.314,""lineup_xwoba_a"":0.348,""lineup_wrcplus_h"":108.0,""lineup_wrcplus_a"":109.0,""bvp_pa_total"":44,""bvp_delta_runs"":0.23}",0.5013,7.87
2026-06-30,BOS,WSH,9.0,9.64,0.64,over,1.885,0.5308,0.5179,0.01,pinnacle,9.64,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,"{""lineup_xwoba_h"":0.304,""lineup_xwoba_a"":0.322,""lineup_wrcplus_h"":102.0,""lineup_wrcplus_a"":105.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",0.4871,8.74
2026-06-30,ATL,STL,9.0,10.56,1.56,over,1.877,0.5533,0.5222,0.88,pinnacle,10.58,0.026,0.018,0.008,30.0,13.0,0.7255,0.7255,4.778,"{""lineup_xwoba_h"":0.302,""lineup_xwoba_a"":0.333,""lineup_wrcplus_h"":107.0,""lineup_wrcplus_a"":103.0,""bvp_pa_total"":43,""bvp_delta_runs"":0.026}",0.4937,7.99
2026-06-30,MIL,CIN,9.0,8.41,0.59,under,1.952,0.5091,0.4972,0.0,pinnacle,8.45,0.046,0.081,-0.035,34.0,28.0,0.7415,0.7088,6.889,"{""lineup_xwoba_h"":0.325,""lineup_xwoba_a"":0.342,""lineup_wrcplus_h"":115.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":62,""bvp_delta_runs"":0.046}",0.5013,7.87
2026-06-30,CHC,SD,,8.26,,,,,,,,8.44,0.186,0.099,0.087,25.0,78.0,0.7557,0.7374,11.444,"{""lineup_xwoba_h"":0.328,""lineup_xwoba_a"":0.315,""lineup_wrcplus_h"":116.0,""lineup_wrcplus_a"":109.0,""bvp_pa_total"":103,""bvp_delta_runs"":0.186}",0.4941,8.06
2026-06-30,HOU,MIN,,8.9,,,,,,,,9.03,0.135,0.034,0.101,79.0,25.0,0.7268,0.7562,11.556,"{""lineup_xwoba_h"":0.321,""lineup_xwoba_a"":0.32,""lineup_wrcplus_h"":112.0,""lineup_wrcplus_a"":114.0,""bvp_pa_total"":104,""bvp_delta_runs"":0.135}",0.5035,7.77
