game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units,book,pred_runs_bvp_adjusted,total_runs_delta,home_runs_delta,away_runs_delta,home_bvp_n_pa,away_bvp_n_pa,home_bvp_ops_shrunk,away_bvp_ops_shrunk,bvp_signal_strength,player_aware_signal,pred_winp_mc,pred_runs_mc,pred_runs_cal,total_p25,total_p75,total_p10,total_p90,most_probable_total,mpt_prob,cal_basis
2026-07-20,CLE,MIN,7.5,8.27,0.77,over,1.885,0.5303,0.515,0.0,pinnacle,8.27,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.306,""lineup_xwoba_a"":0.325,""lineup_wrcplus_h"":108.0,""lineup_wrcplus_a"":115.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,7.86,5.0,10.4,3.0,13.1,8,0.107,blend
2026-07-20,NYY,PIT,7.5,9.09,1.59,over,1.917,0.5372,0.5055,0.65,pinnacle,9.09,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.337,""lineup_xwoba_a"":0.316,""lineup_wrcplus_h"":113.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,7.90,5.1,10.4,3.1,13.2,8,0.107,blend
2026-07-20,TOR,TB,7.5,9.54,2.04,over,2.0,0.5217,0.4808,0.87,pinnacle,9.54,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.295,""lineup_xwoba_a"":0.315,""lineup_wrcplus_h"":104.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,7.92,5.1,10.4,3.1,13.2,8,0.107,blend
2026-07-20,BOS,BAL,8.5,9.67,1.17,over,1.885,0.5398,0.5164,0.4,pinnacle,9.67,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.305,""lineup_xwoba_a"":0.311,""lineup_wrcplus_h"":101.0,""lineup_wrcplus_a"":97.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.90,6.0,11.4,4.1,14.1,9,0.107,blend
2026-07-20,PHI,LAD,8.0,10.75,2.75,over,1.877,0.5742,0.5192,1.77,pinnacle,10.75,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.336,""lineup_xwoba_a"":0.355,""lineup_wrcplus_h"":110.0,""lineup_wrcplus_a"":121.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.47,5.6,11.0,3.6,13.7,8,0.107,blend
2026-07-20,ATL,SD,9.0,9.54,0.54,over,1.877,0.5284,0.5177,0.0,pinnacle,9.54,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.316,""lineup_xwoba_a"":0.309,""lineup_wrcplus_h"":113.0,""lineup_wrcplus_a"":97.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,9.38,6.5,11.9,4.5,14.6,9,0.107,blend
2026-07-20,KC,SF,10.5,9.33,1.17,under,1.885,0.5383,0.515,0.33,pinnacle,9.33,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.322,""lineup_xwoba_a"":0.325,""lineup_wrcplus_h"":103.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,10.82,8.0,13.3,6.0,16.1,11,0.107,blend
2026-07-20,MIL,NYM,7.5,8.29,0.79,over,1.917,0.5212,0.5055,0.0,pinnacle,8.29,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.338,""lineup_xwoba_a"":0.343,""lineup_wrcplus_h"":115.0,""lineup_wrcplus_a"":106.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,7.86,5.0,10.4,3.0,13.1,8,0.107,blend
2026-07-20,CHC,DET,,8.33,,,,,,,,8.33,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.317,""lineup_xwoba_a"":0.321,""lineup_wrcplus_h"":114.0,""lineup_wrcplus_a"":105.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.89,5.8,11.8,3.8,14.9,9,0.107,no_line
2026-07-20,TEX,CHW,,8.99,,,,,,,,8.99,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.328,""lineup_xwoba_a"":0.338,""lineup_wrcplus_h"":111.0,""lineup_wrcplus_a"":112.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.92,5.8,11.9,3.9,14.9,9,0.107,no_line
