game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units,book,pred_runs_bvp_adjusted,total_runs_delta,home_runs_delta,away_runs_delta,home_bvp_n_pa,away_bvp_n_pa,home_bvp_ops_shrunk,away_bvp_ops_shrunk,bvp_signal_strength,player_aware_signal,pred_winp_mc,pred_runs_mc,pred_runs_cal,total_p25,total_p75,total_p10,total_p90,most_probable_total,mpt_prob,cal_basis
2026-07-21,CLE,MIN,8.0,8.49,0.49,over,1.87,0.5228,0.5131,0.0,bovada,8.49,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.288,""lineup_xwoba_a"":0.336,""lineup_wrcplus_h"":96.0,""lineup_wrcplus_a"":115.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.35,5.5,10.9,3.5,13.6,8,0.107,blend
2026-07-21,PHI,LAD,8.5,10.07,1.57,over,1.87,0.5444,0.5131,0.41,bovada,10.07,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.299,""lineup_xwoba_a"":0.348,""lineup_wrcplus_h"":102.0,""lineup_wrcplus_a"":117.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.92,6.1,11.4,4.1,14.2,9,0.107,blend
2026-07-21,NYY,PIT,9.0,10.77,1.77,over,1.87,0.5484,0.5131,0.58,bovada,10.77,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.323,""lineup_xwoba_a"":0.319,""lineup_wrcplus_h"":105.0,""lineup_wrcplus_a"":114.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,9.44,6.6,12.0,4.6,14.7,9,0.107,blend
2026-07-21,TOR,TB,7.5,9.7,2.2,over,1.909,0.5439,0.5,0.84,bovada,9.7,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.299,""lineup_xwoba_a"":0.326,""lineup_wrcplus_h"":103.0,""lineup_wrcplus_a"":113.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,7.93,5.1,10.4,3.1,13.2,8,0.107,blend
2026-07-21,BOS,BAL,8.0,9.8,1.8,over,1.87,0.549,0.5131,0.61,bovada,9.8,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.303,""lineup_xwoba_a"":0.313,""lineup_wrcplus_h"":103.0,""lineup_wrcplus_a"":102.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.42,5.6,10.9,3.6,13.7,8,0.107,blend
2026-07-21,KC,SF,9.5,8.91,0.59,under,1.909,0.5119,0.5,0.0,bovada,8.91,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.301,""lineup_xwoba_a"":0.327,""lineup_wrcplus_h"":100.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,9.83,7.0,12.3,5.0,15.1,10,0.107,blend
2026-07-21,CHC,DET,,8.45,,,,,,,,8.45,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.328,""lineup_xwoba_a"":0.302,""lineup_wrcplus_h"":111.0,""lineup_wrcplus_a"":104.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.89,5.8,11.8,3.8,14.9,9,0.107,no_line
2026-07-21,TEX,CHW,,9.19,,,,,,,,9.19,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.312,""lineup_xwoba_a"":0.333,""lineup_wrcplus_h"":113.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.93,5.8,11.9,3.9,15.0,9,0.107,no_line
2026-07-21,HOU,MIA,,9.1,,,,,,,,9.1,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.317,""lineup_xwoba_a"":0.329,""lineup_wrcplus_h"":105.0,""lineup_wrcplus_a"":111.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.93,5.8,11.9,3.9,14.9,9,0.107,no_line
2026-07-21,COL,WSH,,13.41,,,,,,,,13.41,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.336,""lineup_xwoba_a"":0.34,""lineup_wrcplus_h"":119.0,""lineup_wrcplus_a"":111.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,9.16,6.0,12.1,4.1,15.2,9,0.107,no_line
2026-07-21,LAA,STL,,9.69,,,,,,,,9.69,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.321,""lineup_xwoba_a"":0.336,""lineup_wrcplus_h"":108.0,""lineup_wrcplus_a"":111.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.96,5.9,11.9,3.9,15.0,9,0.107,no_line
2026-07-21,ARI,OAK,,11.74,,,,,,,,11.74,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.316,""lineup_xwoba_a"":0.302,""lineup_wrcplus_h"":103.0,""lineup_wrcplus_a"":112.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,9.07,6.0,12.0,4.0,15.1,9,0.107,no_line
2026-07-21,SEA,CIN,,8.65,,,,,,,,8.65,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,"{""lineup_xwoba_h"":0.313,""lineup_xwoba_a"":0.332,""lineup_wrcplus_h"":103.0,""lineup_wrcplus_a"":110.0,""bvp_pa_total"":0,""bvp_delta_runs"":0.0}",,,8.90,5.8,11.8,3.8,14.9,9,0.107,no_line
