matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,home_sp_k_pct,away_sp_k_pct,home_sp_name,away_sp_name,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json,away_bvp_top5_json,home_bvp_top5_json
CLE @ DET,CLE,0.6308,0.4567,0.1741,0.5433,0.5433,0.5263,2187.0,,,-0.4512,0.0,0.0,0.0,0.0,0.0,1.21,1.168,-0.0039,0.0993,24.7,22.42,Casey Mize,Joey Cantillo,GOLD,F3_swing_take_gap=2167.0,tier GOLD -> stake_mult=0,fetched_capped,,False,D,-2,"F-signal fires (+1) | SP edge 0.93 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+12.4) (-1) | team_quality modifier (+1; DISABLED, score+=0)",-2,D,12.420000763909826,1,"[{""order"":1,""name"":""Daniel Schneemann"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.689,""vs_LHP_PA_career"":134,""vs_RHP_OPS_career"":0.658,""vs_RHP_PA_career"":659,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""SUB_STABLE""},{""order"":2,""name"":""Jos\u00e9 Ram\u00edrez"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.864,""vs_LHP_PA_career"":2103,""vs_RHP_OPS_career"":0.85,""vs_RHP_PA_career"":4886,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Chase DeLauter"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.86,""vs_LHP_PA_career"":58,""vs_RHP_OPS_career"":0.793,""vs_RHP_PA_career"":140,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":4,""name"":""Rhys Hoskins"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.868,""vs_LHP_PA_career"":1064,""vs_RHP_OPS_career"":0.796,""vs_RHP_PA_career"":2798,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Travis Bazzana"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.779,""vs_LHP_PA_career"":29,""vs_RHP_OPS_career"":0.799,""vs_RHP_PA_career"":59,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""}]","[{""order"":1,""name"":""Matt Vierling"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.737,""vs_LHP_PA_career"":573,""vs_RHP_OPS_career"":0.687,""vs_RHP_PA_career"":1200,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Kevin McGonigle"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.673,""vs_LHP_PA_career"":59,""vs_RHP_OPS_career"":0.851,""vs_RHP_PA_career"":156,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":3,""name"":""Dillon Dingler"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.799,""vs_LHP_PA_career"":206,""vs_RHP_OPS_career"":0.703,""vs_RHP_PA_career"":532,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Riley Greene"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.708,""vs_LHP_PA_career"":626,""vs_RHP_OPS_career"":0.828,""vs_RHP_PA_career"":1658,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Gage Workman"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.0,""vs_LHP_PA_career"":1,""vs_RHP_OPS_career"":0.6,""vs_RHP_PA_career"":44,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""}]","[{""order"": 1, ""name"": ""Daniel Schneemann"", ""vs_today_SP_PA"": 8, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.25, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.621, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 2, ""name"": ""Jos\u00e9 Ram\u00edrez"", ""vs_today_SP_PA"": 11, ""vs_today_SP_HR"": 2, ""vs_today_SP_OPS"": 1.645, ""vs_today_SP_HR_per_PA"": 0.1818, ""shrunk_OPS"": 0.968, ""sample_flag"": ""OWNER""}, {""order"": 3, ""name"": ""Chase DeLauter"", ""vs_today_SP_PA"": 0, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": null, ""vs_today_SP_HR_per_PA"": null, ""shrunk_OPS"": 0.72, ""sample_flag"": ""NO_DATA""}, {""order"": 4, ""name"": ""Rhys Hoskins"", ""vs_today_SP_PA"": 3, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.333, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.685, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 5, ""name"": ""Travis Bazzana"", ""vs_today_SP_PA"": 0, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": null, ""vs_today_SP_HR_per_PA"": null, ""shrunk_OPS"": 0.72, ""sample_flag"": ""NO_DATA""}]","[{""order"": 1, ""name"": ""Matt Vierling"", ""vs_today_SP_PA"": 0, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": null, ""vs_today_SP_HR_per_PA"": null, ""shrunk_OPS"": 0.72, ""sample_flag"": ""NO_DATA""}, {""order"": 2, ""name"": ""Kevin McGonigle"", ""vs_today_SP_PA"": 0, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": null, ""vs_today_SP_HR_per_PA"": null, ""shrunk_OPS"": 0.72, ""sample_flag"": ""NO_DATA""}, {""order"": 3, ""name"": ""Dillon Dingler"", ""vs_today_SP_PA"": 5, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.2, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.789, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 4, ""name"": ""Riley Greene"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.737, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 5, ""name"": ""Gage Workman"", ""vs_today_SP_PA"": 0, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": null, ""vs_today_SP_HR_per_PA"": null, ""shrunk_OPS"": 0.72, ""sample_flag"": ""NO_DATA""}]"
PIT @ STL,STL,0.6692,0.5351,0.1342,0.5351,0.5351,0.5803,2872.0,,,52.5052,0.25,0.1326,0.0663,0.0,0.0,1.267,1.262,-0.0043,0.1064,16.96,25.51,Dustin May,Braxton Ashcraft,SKIP,,tier SKIP -> stake_mult=0,fetched_capped,,False,D,-2,SP edge 1.56 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-21.7) (-1) | Stage 1/2 agree (Δ=0.09) (+1),-2,D,-21.66660954010885,0,"[{""order"":1,""name"":""Oneil Cruz"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.607,""vs_LHP_PA_career"":469,""vs_RHP_OPS_career"":0.788,""vs_RHP_PA_career"":1306,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Brandon Lowe"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.69,""vs_LHP_PA_career"":736,""vs_RHP_OPS_career"":0.85,""vs_RHP_PA_career"":2456,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Bryan Reynolds"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.774,""vs_LHP_PA_career"":1212,""vs_RHP_OPS_career"":0.814,""vs_RHP_PA_career"":3006,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Spencer Horwitz"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.54,""vs_LHP_PA_career"":160,""vs_RHP_OPS_career"":0.837,""vs_RHP_PA_career"":840,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Konnor Griffin"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.794,""vs_LHP_PA_career"":40,""vs_RHP_OPS_career"":0.723,""vs_RHP_PA_career"":138,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""}]","[{""order"":1,""name"":""JJ Wetherholt"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.642,""vs_LHP_PA_career"":71,""vs_RHP_OPS_career"":0.828,""vs_RHP_PA_career"":150,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":2,""name"":""Iv\u00e1n Herrera"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.906,""vs_LHP_PA_career"":283,""vs_RHP_OPS_career"":0.77,""vs_RHP_PA_career"":717,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Alec Burleson"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.594,""vs_LHP_PA_career"":359,""vs_RHP_OPS_career"":0.793,""vs_RHP_PA_career"":1391,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Jordan Walker"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.716,""vs_LHP_PA_career"":328,""vs_RHP_OPS_career"":0.722,""vs_RHP_PA_career"":916,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Nolan Gorman"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.716,""vs_LHP_PA_career"":344,""vs_RHP_OPS_career"":0.715,""vs_RHP_PA_career"":1419,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""}]","[{""order"": 1, ""name"": ""Oneil Cruz"", ""vs_today_SP_PA"": 6, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 0.834, ""vs_today_SP_HR_per_PA"": 0.1667, ""shrunk_OPS"": 0.739, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 2, ""name"": ""Brandon Lowe"", ""vs_today_SP_PA"": 3, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.333, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.685, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 3, ""name"": ""Bryan Reynolds"", ""vs_today_SP_PA"": 6, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.75, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.725, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 4, ""name"": ""Spencer Horwitz"", ""vs_today_SP_PA"": 9, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.985, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.781, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 5, ""name"": ""Konnor Griffin"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.675, ""sample_flag"": ""SMALL_SAMPLE""}]","[{""order"": 1, ""name"": ""JJ Wetherholt"", ""vs_today_SP_PA"": 6, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.733, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.722, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 2, ""name"": ""Iv\u00e1n Herrera"", ""vs_today_SP_PA"": 6, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.767, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 3, ""name"": ""Alec Burleson"", ""vs_today_SP_PA"": 6, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.733, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.722, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 4, ""name"": ""Jordan Walker"", ""vs_today_SP_PA"": 8, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.268, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.625, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 5, ""name"": ""Nolan Gorman"", ""vs_today_SP_PA"": 4, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 1.25, ""vs_today_SP_HR_per_PA"": 0.25, ""shrunk_OPS"": 0.782, ""sample_flag"": ""SMALL_SAMPLE""}]"
NYM @ WSH,WSH,0.5645,0.5587,0.0058,0.5587,0.5587,0.5574,2689.0,,,6.4474,0.25,0.1307,0.0654,0.0,0.0,1.3,1.188,-0.0091,0.1,22.55,22.32,Cade Cavalli,David Peterson,GOLD,F3_swing_take_gap=2966.5,tier GOLD -> stake_mult=0,fetched_capped,,False,C,0,"F-signal fires (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1) | fair_prob missing — Odds API did not fire (cap at C; market validation required)",0,C,-0.10942487758536856,1,"[{""order"":1,""name"":""Carson Benge"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.739,""vs_LHP_PA_career"":33,""vs_RHP_OPS_career"":0.666,""vs_RHP_PA_career"":140,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":2,""name"":""Bo Bichette"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.852,""vs_LHP_PA_career"":745,""vs_RHP_OPS_career"":0.778,""vs_RHP_PA_career"":2765,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Juan Soto"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.841,""vs_LHP_PA_career"":1614,""vs_RHP_OPS_career"":1.002,""vs_RHP_PA_career"":3338,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Mark Vientos"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.769,""vs_LHP_PA_career"":440,""vs_RHP_OPS_career"":0.707,""vs_RHP_PA_career"":906,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Brett Baty"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.545,""vs_LHP_PA_career"":258,""vs_RHP_OPS_career"":0.7,""vs_RHP_PA_career"":941,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""}]","[{""order"":1,""name"":""James Wood"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.768,""vs_LHP_PA_career"":431,""vs_RHP_OPS_career"":0.862,""vs_RHP_PA_career"":832,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Curtis Mead"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.687,""vs_LHP_PA_career"":271,""vs_RHP_OPS_career"":0.615,""vs_RHP_PA_career"":339,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Andr\u00e9s Chaparro"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.737,""vs_LHP_PA_career"":103,""vs_RHP_OPS_career"":0.53,""vs_RHP_PA_career"":114,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""SUB_STABLE""},{""order"":4,""name"":""CJ Abrams"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.628,""vs_LHP_PA_career"":712,""vs_RHP_OPS_career"":0.781,""vs_RHP_PA_career"":1652,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Dylan Crews"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.601,""vs_LHP_PA_career"":123,""vs_RHP_OPS_career"":0.642,""vs_RHP_PA_career"":339,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""SUB_STABLE""}]","[{""order"": 1, ""name"": ""Carson Benge"", ""vs_today_SP_PA"": 3, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.655, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 2, ""name"": ""Bo Bichette"", ""vs_today_SP_PA"": 4, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.5, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.694, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 3, ""name"": ""Juan Soto"", ""vs_today_SP_PA"": 6, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 2.4, ""vs_today_SP_HR_per_PA"": 0.1667, ""shrunk_OPS"": 1.0, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 4, ""name"": ""Mark Vientos"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.675, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 5, ""name"": ""Brett Baty"", ""vs_today_SP_PA"": 5, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.65, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.71, ""sample_flag"": ""SMALL_SAMPLE""}]","[{""order"": 1, ""name"": ""James Wood"", ""vs_today_SP_PA"": 16, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.58, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.671, ""sample_flag"": ""MEANINGFUL""}, {""order"": 2, ""name"": ""Curtis Mead"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.737, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 3, ""name"": ""Andr\u00e9s Chaparro"", ""vs_today_SP_PA"": 7, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.929, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.76, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 4, ""name"": ""CJ Abrams"", ""vs_today_SP_PA"": 25, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.462, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.603, ""sample_flag"": ""WEAK_VS""}, {""order"": 5, ""name"": ""Dylan Crews"", ""vs_today_SP_PA"": 3, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.333, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.776, ""sample_flag"": ""SMALL_SAMPLE""}]"
ATL @ MIA,ATL,0.5367,0.4826,0.0541,0.5174,0.5174,0.4991,2323.0,0.5794,-6.2,-0.0846,0.0,0.0,0.0,0.0,0.0,1.202,1.354,-0.0082,0.1103,17.48,25.3,Sandy Alcantara,Spencer Strider,GOLD,F2_xwoba_gap=0.031,"edge -6.20pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,acute_roster,True,B-,1,"F-signal fires (+1) | PQI AGAINST (late-game-degradation) pick (Δ=+5.4) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.03) (+1)",1,B-,5.421439570581185,1,"[{""order"":1,""name"":""Ronald Acu\u00f1a Jr."",""bat_side"":""R"",""vs_LHP_OPS_career"":0.88,""vs_LHP_PA_career"":907,""vs_RHP_OPS_career"":0.907,""vs_RHP_PA_career"":2921,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Michael Harris II"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.714,""vs_LHP_PA_career"":657,""vs_RHP_OPS_career"":0.782,""vs_RHP_PA_career"":1605,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Matt Olson"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.801,""vs_LHP_PA_career"":1642,""vs_RHP_OPS_career"":0.889,""vs_RHP_PA_career"":3774,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Ozzie Albies"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.886,""vs_LHP_PA_career"":1218,""vs_RHP_OPS_career"":0.733,""vs_RHP_PA_career"":3467,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Dominic Smith"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.675,""vs_LHP_PA_career"":576,""vs_RHP_OPS_career"":0.742,""vs_RHP_PA_career"":2021,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""}]","[{""order"":1,""name"":""Xavier Edwards"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.681,""vs_LHP_PA_career"":363,""vs_RHP_OPS_career"":0.788,""vs_RHP_PA_career"":855,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Liam Hicks"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.588,""vs_LHP_PA_career"":100,""vs_RHP_OPS_career"":0.77,""vs_RHP_PA_career"":464,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""SUB_STABLE""},{""order"":3,""name"":""Otto Lopez"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.647,""vs_LHP_PA_career"":391,""vs_RHP_OPS_career"":0.752,""vs_RHP_PA_career"":856,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Kyle Stowers"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.669,""vs_LHP_PA_career"":180,""vs_RHP_OPS_career"":0.779,""vs_RHP_PA_career"":729,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Jakob Marsee"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.857,""vs_LHP_PA_career"":133,""vs_RHP_OPS_career"":0.715,""vs_RHP_PA_career"":309,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""SUB_STABLE""}]","[{""order"": 1, ""name"": ""Ronald Acu\u00f1a Jr."", ""vs_today_SP_PA"": 44, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 1.026, ""vs_today_SP_HR_per_PA"": 0.0227, ""shrunk_OPS"": 0.902, ""sample_flag"": ""OWNER""}, {""order"": 2, ""name"": ""Michael Harris II"", ""vs_today_SP_PA"": 19, ""vs_today_SP_HR"": 1, ""vs_today_SP_OPS"": 0.868, ""vs_today_SP_HR_per_PA"": 0.0526, ""shrunk_OPS"": 0.777, ""sample_flag"": ""MEANINGFUL""}, {""order"": 3, ""name"": ""Matt Olson"", ""vs_today_SP_PA"": 28, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.259, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.497, ""sample_flag"": ""WEAK_VS""}, {""order"": 4, ""name"": ""Ozzie Albies"", ""vs_today_SP_PA"": 48, ""vs_today_SP_HR"": 3, ""vs_today_SP_OPS"": 0.998, ""vs_today_SP_HR_per_PA"": 0.0625, ""shrunk_OPS"": 0.891, ""sample_flag"": ""OWNER""}, {""order"": 5, ""name"": ""Dominic Smith"", ""vs_today_SP_PA"": 23, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.478, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.615, ""sample_flag"": ""WEAK_VS""}]","[{""order"": 1, ""name"": ""Xavier Edwards"", ""vs_today_SP_PA"": 3, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 1.333, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.776, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 2, ""name"": ""Liam Hicks"", ""vs_today_SP_PA"": 3, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.655, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 3, ""name"": ""Otto Lopez"", ""vs_today_SP_PA"": 3, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.667, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.715, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 4, ""name"": ""Kyle Stowers"", ""vs_today_SP_PA"": 2, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.675, ""sample_flag"": ""SMALL_SAMPLE""}, {""order"": 5, ""name"": ""Jakob Marsee"", ""vs_today_SP_PA"": 3, ""vs_today_SP_HR"": 0, ""vs_today_SP_OPS"": 0.0, ""vs_today_SP_HR_per_PA"": 0.0, ""shrunk_OPS"": 0.655, ""sample_flag"": ""SMALL_SAMPLE""}]"
