matchup,pick,f5_prob,full_prob,f5_full_delta,p_model,pick_prob,p_model_shadow_phase4,bp_min,fair_prob,edge_pp,ev_per_dollar,kelly_full,kelly_quarter,kelly_eighth,ump_k_pct_delta,ump_bb_pct_delta,home_lineup_concentration,away_lineup_concentration,hl_bullpen_xwoba_gap,pen_strain_pick_side,tier,signals,why_skipped,odds_status,stress_warnings,confidence_downgrade,grade,grade_score,grade_reasons,pre_cap_score,pre_cap_grade,pqi_diff,team_quality_mod,away_top_5_batters_json,home_top_5_batters_json
TOR @ DET,TOR,0.7766,0.4777,0.2989,0.5223,0.5223,0.5313,2082.0,0.4654,5.69,0.0525,0.0517,0.0129,0.0065,0.0,0.0,1.102,1.097,-0.0061,0.0978,GOLD,F3_swing_take_gap=4892.0,tier GOLD -> stake_mult=0,fetched,bullpen_fatigue,True,B,2,"F-signal fires (+1) | SP edge 1.59 xERA agrees with pick (+1) [small-sample SP, min_pa=65] | PQI confirms pick (Δ=-26.8) (+1) | Stage 1/2 disagree (Δ=0.22) (-1)",2,B,-26.765009990806718,0,"[{""order"":1,""name"":""George Springer"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.84,""vs_LHP_PA_career"":1704,""vs_RHP_OPS_career"":0.822,""vs_RHP_PA_career"":4782,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Yohendrick Pi\u00f1ango"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.833,""vs_LHP_PA_career"":6,""vs_RHP_OPS_career"":0.787,""vs_RHP_PA_career"":37,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":3,""name"":""Vladimir Guerrero Jr."",""bat_side"":""R"",""vs_LHP_OPS_career"":0.845,""vs_LHP_PA_career"":971,""vs_RHP_OPS_career"":0.86,""vs_RHP_PA_career"":3434,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Kazuma Okamoto"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.79,""vs_LHP_PA_career"":41,""vs_RHP_OPS_career"":0.783,""vs_RHP_PA_career"":140,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":5,""name"":""Daulton Varsho"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.683,""vs_LHP_PA_career"":575,""vs_RHP_OPS_career"":0.737,""vs_RHP_PA_career"":1974,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""}]","[{""order"":1,""name"":""Kevin McGonigle"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.692,""vs_LHP_PA_career"":48,""vs_RHP_OPS_career"":0.866,""vs_RHP_PA_career"":141,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":2,""name"":""Dillon Dingler"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.783,""vs_LHP_PA_career"":196,""vs_RHP_OPS_career"":0.713,""vs_RHP_PA_career"":516,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Hao-Yu  Lee"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.72,""vs_LHP_PA_career"":29,""vs_RHP_OPS_career"":0.457,""vs_RHP_PA_career"":25,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":4,""name"":""Matt Vierling"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.739,""vs_LHP_PA_career"":565,""vs_RHP_OPS_career"":0.685,""vs_RHP_PA_career"":1183,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Riley Greene"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.711,""vs_LHP_PA_career"":616,""vs_RHP_OPS_career"":0.827,""vs_RHP_PA_career"":1644,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""}]"
KC @ STL,STL,0.507,0.5276,0.0206,0.5276,0.5276,0.517,2781.0,0.5081,1.95,0.003,0.0033,0.0008,0.0004,0.0,0.0,1.353,1.129,-0.0013,0.1065,GOLD,F3_swing_take_gap=1477.1,"edge +1.95pp outside [4,15]pp | tier GOLD -> stake_mult=0",fetched,,True,A-,4,"F-signal fires (+1) | SP edge 0.40 xERA agrees with pick (+2) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.00) (+1)",4,A-,-1.1865141217562147,1,"[{""order"":1,""name"":""Maikel Garcia"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.808,""vs_LHP_PA_career"":458,""vs_RHP_OPS_career"":0.673,""vs_RHP_PA_career"":1563,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Bobby Witt Jr."",""bat_side"":""R"",""vs_LHP_OPS_career"":0.836,""vs_LHP_PA_career"":625,""vs_RHP_OPS_career"":0.849,""vs_RHP_PA_career"":2299,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Vinnie Pasquantino"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.643,""vs_LHP_PA_career"":475,""vs_RHP_OPS_career"":0.814,""vs_RHP_PA_career"":1504,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Salvador Perez"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.774,""vs_LHP_PA_career"":1882,""vs_RHP_OPS_career"":0.747,""vs_RHP_PA_career"":5203,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Carter Jensen"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.495,""vs_LHP_PA_career"":49,""vs_RHP_OPS_career"":0.911,""vs_RHP_PA_career"":169,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""}]","[{""order"":1,""name"":""Masyn Winn"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.737,""vs_LHP_PA_career"":436,""vs_RHP_OPS_career"":0.658,""vs_RHP_PA_career"":1043,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Iv\u00e1n Herrera"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.88,""vs_LHP_PA_career"":277,""vs_RHP_OPS_career"":0.777,""vs_RHP_PA_career"":702,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Jordan Walker"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.719,""vs_LHP_PA_career"":324,""vs_RHP_OPS_career"":0.729,""vs_RHP_PA_career"":901,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Alec Burleson"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.596,""vs_LHP_PA_career"":354,""vs_RHP_OPS_career"":0.787,""vs_RHP_PA_career"":1376,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Jos\u00e9 Ferm\u00edn"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.517,""vs_LHP_PA_career"":100,""vs_RHP_OPS_career"":0.691,""vs_RHP_PA_career"":164,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""SUB_STABLE""}]"
ARI @ COL,COL,0.5333,0.5761,0.0428,0.5761,0.5761,0.5712,2351.0,0.4224,15.37,0.2675,0.2229,0.0557,0.0279,0.0,0.0,1.103,1.095,-0.0025,0.1001,SKIP,,"edge +15.37pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,bullpen_fatigue,True,D,-2,"SP edge 2.18 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-28.6) (-1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.03) (+1)",-2,D,-28.607992398901334,-1,"[{""order"":1,""name"":""Ketel Marte"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.891,""vs_LHP_PA_career"":1690,""vs_RHP_OPS_career"":0.78,""vs_RHP_PA_career"":3577,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Corbin Carroll"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.775,""vs_LHP_PA_career"":679,""vs_RHP_OPS_career"":0.862,""vs_RHP_PA_career"":1579,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Geraldo Perdomo"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.735,""vs_LHP_PA_career"":625,""vs_RHP_OPS_career"":0.713,""vs_RHP_PA_career"":1682,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Nolan Arenado"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.912,""vs_LHP_PA_career"":1941,""vs_RHP_OPS_career"":0.823,""vs_RHP_PA_career"":5727,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Ildemaro Vargas"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.734,""vs_LHP_PA_career"":554,""vs_RHP_OPS_career"":0.642,""vs_RHP_PA_career"":910,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""}]","[{""order"":1,""name"":""Willi Castro"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.691,""vs_LHP_PA_career"":746,""vs_RHP_OPS_career"":0.692,""vs_RHP_PA_career"":1975,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Brenton Doyle"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.702,""vs_LHP_PA_career"":471,""vs_RHP_OPS_career"":0.653,""vs_RHP_PA_career"":1215,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""TJ Rumfield"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.42,""vs_LHP_PA_career"":39,""vs_RHP_OPS_career"":0.887,""vs_RHP_PA_career"":140,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":4,""name"":""Hunter Goodman"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.824,""vs_LHP_PA_career"":290,""vs_RHP_OPS_career"":0.766,""vs_RHP_PA_career"":758,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Mickey Moniak"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.505,""vs_LHP_PA_career"":211,""vs_RHP_OPS_career"":0.792,""vs_RHP_PA_career"":1303,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""}]"
BAL @ WSH,WSH,0.7681,0.5633,0.2047,0.5633,0.5633,0.5592,2787.0,0.498,6.54,0.0874,0.094,0.0235,0.0117,0.0,0.0,1.422,1.247,-0.0093,0.1062,GOLD,"F1_xera_gap=1.20*, F3_swing_take_gap=2601.2",tier GOLD -> stake_mult=0,fetched,,False,B+,3,"F-signal fires (+1) | SP edge 0.86 xERA agrees with pick (+2) | PQI confirms pick (Δ=+4.2) (+1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 disagree (Δ=0.17) (-1)",3,B+,4.187823193283712,1,"[{""order"":1,""name"":""Gunnar Henderson"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.676,""vs_LHP_PA_career"":675,""vs_RHP_OPS_career"":0.871,""vs_RHP_PA_career"":1652,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Taylor Ward"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.827,""vs_LHP_PA_career"":754,""vs_RHP_OPS_career"":0.749,""vs_RHP_PA_career"":2279,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Adley Rutschman"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.797,""vs_LHP_PA_career"":644,""vs_RHP_OPS_career"":0.746,""vs_RHP_PA_career"":1633,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Pete Alonso"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.826,""vs_LHP_PA_career"":1249,""vs_RHP_OPS_career"":0.86,""vs_RHP_PA_career"":3258,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Samuel Basallo"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.669,""vs_LHP_PA_career"":53,""vs_RHP_OPS_career"":0.703,""vs_RHP_PA_career"":199,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""}]","[{""order"":1,""name"":""James Wood"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.768,""vs_LHP_PA_career"":425,""vs_RHP_OPS_career"":0.854,""vs_RHP_PA_career"":811,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Luis Garc\u00eda Jr."",""bat_side"":""L"",""vs_LHP_OPS_career"":0.597,""vs_LHP_PA_career"":569,""vs_RHP_OPS_career"":0.744,""vs_RHP_PA_career"":1868,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Jos\u00e9 Tena"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.569,""vs_LHP_PA_career"":82,""vs_RHP_OPS_career"":0.702,""vs_RHP_PA_career"":373,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":4,""name"":""CJ Abrams"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.622,""vs_LHP_PA_career"":707,""vs_RHP_OPS_career"":0.78,""vs_RHP_PA_career"":1632,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Daylen Lile"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.652,""vs_LHP_PA_career"":136,""vs_RHP_OPS_career"":0.887,""vs_RHP_PA_career"":409,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""SUB_STABLE""}]"
PHI @ PIT,PHI,0.2,0.465,0.2649,0.535,0.535,0.4757,2515.0,0.6292,-9.41,-0.153,0.0,0.0,0.0,0.0,0.0,1.26,1.239,-0.0175,0.1061,PLATINUM,"F1_xera_gap=3.12, F3_swing_take_gap=2107.6","edge -9.41pp outside [4,15]pp",fetched,bullpen_fatigue,True,B-,1,"F-signal fires (+1) | SP edge 1.92 xERA agrees with pick (+2) | PQI confirms pick (Δ=-34.9) (+1) | team_quality modifier (-1; DISABLED, score+=0) | large negative edge (-9.4pp) caps grade at C (score 4 -> 2) | Stage 1/2 disagree (Δ=0.16) (-1)",1,B-,-34.9133656021661,-1,"[{""order"":1,""name"":""Trea Turner"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.845,""vs_LHP_PA_career"":1550,""vs_RHP_OPS_career"":0.811,""vs_RHP_PA_career"":4252,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Kyle Schwarber"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.787,""vs_LHP_PA_career"":1669,""vs_RHP_OPS_career"":0.881,""vs_RHP_PA_career"":3918,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Bryce Harper"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.831,""vs_LHP_PA_career"":2483,""vs_RHP_OPS_career"":0.941,""vs_RHP_PA_career"":5370,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Alec Bohm"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.85,""vs_LHP_PA_career"":885,""vs_RHP_OPS_career"":0.686,""vs_RHP_PA_career"":2229,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Brandon Marsh"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.583,""vs_LHP_PA_career"":508,""vs_RHP_OPS_career"":0.806,""vs_RHP_PA_career"":1746,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""}]",[]
MIA @ TB,TB,0.555,0.5216,0.0335,0.5216,0.5216,0.5144,1748.0,0.5629,-4.13,-0.092,0.0,0.0,0.0,0.0,0.0,1.351,1.155,-0.0049,0.0961,SKIP,,"edge -4.13pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,bullpen_fatigue,True,D,-2,"SP edge 0.36 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-8.5) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.01) (+1)",-2,D,-8.466636234664584,1,"[{""order"":1,""name"":""Xavier Edwards"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.66,""vs_LHP_PA_career"":355,""vs_RHP_OPS_career"":0.792,""vs_RHP_PA_career"":840,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Liam Hicks"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.592,""vs_LHP_PA_career"":96,""vs_RHP_OPS_career"":0.77,""vs_RHP_PA_career"":449,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":3,""name"":""Otto Lopez"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.623,""vs_LHP_PA_career"":382,""vs_RHP_OPS_career"":0.754,""vs_RHP_PA_career"":842,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Kyle Stowers"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.643,""vs_LHP_PA_career"":175,""vs_RHP_OPS_career"":0.785,""vs_RHP_PA_career"":717,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Connor Norby"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.629,""vs_LHP_PA_career"":209,""vs_RHP_OPS_career"":0.744,""vs_RHP_PA_career"":471,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""}]","[{""order"":1,""name"":""Chandler Simpson"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.594,""vs_LHP_PA_career"":171,""vs_RHP_OPS_career"":0.71,""vs_RHP_PA_career"":447,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Junior Caminero"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.812,""vs_LHP_PA_career"":287,""vs_RHP_OPS_career"":0.808,""vs_RHP_PA_career"":766,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Jonathan Aranda"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.668,""vs_LHP_PA_career"":187,""vs_RHP_OPS_career"":0.844,""vs_RHP_PA_career"":753,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":4,""name"":""Yandy D\u00edaz"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.896,""vs_LHP_PA_career"":1148,""vs_RHP_OPS_career"":0.781,""vs_RHP_PA_career"":2787,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""Jake Fraley"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.516,""vs_LHP_PA_career"":250,""vs_RHP_OPS_career"":0.77,""vs_RHP_PA_career"":1401,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""}]"
CIN @ CLE,CLE,0.5116,0.6496,0.138,0.6496,0.6496,0.5375,3098.0,0.6019,4.77,0.0674,0.1048,0.0262,0.0131,0.0,0.0,1.13,1.219,0.0176,0.105,GOLD,"F1_xera_gap=0.99*, F5_bullpen_gap=+0.82",tier GOLD -> stake_mult=0,fetched,bullpen_fatigue,True,A-,4,F-signal fires (+1) | SP edge 0.48 xERA agrees with pick (+2) | PQI confirms pick (Δ=+18.9) (+1),4,A-,18.89948003156897,0,"[{""order"":1,""name"":""Dane Myers"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.764,""vs_LHP_PA_career"":247,""vs_RHP_OPS_career"":0.588,""vs_RHP_PA_career"":335,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":2,""name"":""Elly De La Cruz"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.641,""vs_LHP_PA_career"":601,""vs_RHP_OPS_career"":0.847,""vs_RHP_PA_career"":1421,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Sal Stewart"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.988,""vs_LHP_PA_career"":49,""vs_RHP_OPS_career"":0.756,""vs_RHP_PA_career"":206,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":4,""name"":""Spencer Steer"",""bat_side"":""R"",""vs_LHP_OPS_career"":0.813,""vs_LHP_PA_career"":543,""vs_RHP_OPS_career"":0.732,""vs_RHP_PA_career"":1624,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":5,""name"":""JJ Bleday"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.661,""vs_LHP_PA_career"":329,""vs_RHP_OPS_career"":0.741,""vs_RHP_PA_career"":1269,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""}]","[{""order"":1,""name"":""Daniel Schneemann"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.701,""vs_LHP_PA_career"":132,""vs_RHP_OPS_career"":0.669,""vs_RHP_PA_career"":640,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""SUB_STABLE""},{""order"":2,""name"":""Jos\u00e9 Ram\u00edrez"",""bat_side"":""S"",""vs_LHP_OPS_career"":0.859,""vs_LHP_PA_career"":2097,""vs_RHP_OPS_career"":0.85,""vs_RHP_PA_career"":4864,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""OK""},{""order"":3,""name"":""Chase DeLauter"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.976,""vs_LHP_PA_career"":50,""vs_RHP_OPS_career"":0.811,""vs_RHP_PA_career"":120,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""},{""order"":4,""name"":""Kyle Manzardo"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.648,""vs_LHP_PA_career"":133,""vs_RHP_OPS_career"":0.744,""vs_RHP_PA_career"":690,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""SUB_STABLE""},{""order"":5,""name"":""Travis Bazzana"",""bat_side"":""L"",""vs_LHP_OPS_career"":0.95,""vs_LHP_PA_career"":20,""vs_RHP_OPS_career"":0.621,""vs_RHP_PA_career"":44,""vs_today_SP_OPS"":null,""vs_today_SP_PA"":0,""sample_flag"":""LOW_SAMPLE""}]"
TEX @ HOU,HOU,0.381,0.5049,0.1238,0.5049,0.5049,0.5587,2306.0,0.4105,9.43,0.1385,0.1103,0.0276,0.0138,0.0,0.0,1.195,1.131,-0.0025,0.1046,PLATINUM,"F2_xwoba_gap=0.021, F3_swing_take_gap=3927.3",fair_prob 0.411 < 0.42,fetched,bullpen_fatigue,True,D,-1,F-signal fires (+1) | SP edge 0.65 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=-12.0) (-1) | Stage 1/2 agree (Δ=0.01) (+1),-1,D,-11.957326360672866,0,[],[]
CHC @ CHW,CHC,0.5552,0.4975,0.0577,0.5025,0.5025,0.4932,2168.0,0.4907,1.18,-0.0189,0.0,0.0,0.0,0.0,0.0,1.309,1.042,0.0012,0.1068,SKIP,,"edge +1.18pp outside [4,15]pp | tier SKIP -> stake_mult=0",fetched,,True,D,-2,"SP edge 0.31 xERA AGAINST pick (-2) | PQI AGAINST (late-game-degradation) pick (Δ=+6.3) (-1) | team_quality modifier (+1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.01) (+1)",-2,D,6.278598668329998,1,[],[]
MIL @ MIN,MIN,0.4681,0.5447,0.0766,0.5447,0.5447,0.5438,1811.0,0.4605,8.42,0.1193,0.1131,0.0283,0.0141,0.0,0.0,1.166,1.184,-0.0003,0.095,GOLD,F3_swing_take_gap=754.4,tier GOLD -> stake_mult=0,fetched,,False,B,2,"F-signal fires (+1) | team_quality modifier (-1; DISABLED, score+=0) | Stage 1/2 agree (Δ=0.01) (+1)",2,B,1.818259165319894,-1,[],[]
