game_pk,matchup,news_sp_late_scratch_home,news_sp_late_scratch_away,news_anchor_sp_home_id,news_anchor_sp_away_id,news_current_sp_home_id,news_current_sp_away_id,news_ump_plate_id,news_ump_plate_name,news_ump_bias_pp,news_bullpen_short_home,news_bullpen_short_away,news_anchor_home_decimal,news_current_home_decimal,news_line_move_home_bps,news_il_placements_home,news_il_placements_away,news_il_player_names_home,news_il_player_names_away,news_lineup_scratches_home,news_lineup_scratches_away,news_regular_scratches_home,news_regular_scratches_away,news_model_prob_delta,news_tier_demotion_steps,news_rationale,news_rules_fired
824410,MIN @ CLE,False,False,676440,657746,676440,657746,,,0.0,False,False,2.08,2.08,0,0,1,,Mick Abel,0,0,0,0,0.012,0,away 1 IL placement(s) (Mick Abel) -> +1.20pp,il_placement_away
823522,PIT @ NYY,False,False,677960,677952,677960,677952,,,0.0,True,False,1.8849557522123894,1.8849557522123894,0,0,0,,,0,0,0,0,-0.015,0,home bullpen short -> 1.5pp toward away,bullpen_short_home
822788,TB @ TOR,False,False,656302,607259,656302,607259,,,0.0,False,False,1.7407407407407407,1.7407407407407407,0,0,0,,,0,0,0,0,0.0,0,,
824736,BAL @ BOS,False,False,801139,669358,801139,669358,,,0.0,False,True,1.7692307692307692,1.7692307692307692,0,0,0,,,0,0,0,0,0.015,0,away bullpen short -> 1.5pp toward home,bullpen_short_away
823436,LAD @ PHI,False,False,650911,686218,650911,686218,,,0.0,False,False,1.7692307692307692,1.7692307692307692,0,1,0,Brad Keller,,0,0,0,0,-0.012,0,home 1 IL placement(s) (Brad Keller) -> -1.20pp,il_placement_home
824898,SD @ ATL,False,False,693821,676664,693821,676664,,,0.0,False,False,1.7407407407407407,1.7407407407407407,0,1,0,Mike Yastrzemski,,0,0,0,0,-0.012,0,home 1 IL placement(s) (Mike Yastrzemski) -> -1.20pp,il_placement_home
824087,SF @ KC,False,False,608379,686790,608379,686790,,,0.0,False,False,1.9433962264150944,1.9433962264150944,0,1,1,Stephen Kolek,Victor Bericoto,0,0,0,0,0.0,0,home 1 IL placement(s) (Stephen Kolek) -> -1.20pp | away 1 IL placement(s) (Victor Bericoto) -> +1.20pp,il_placement_home;il_placement_away
823762,NYM @ MIL,False,False,694819,642547,694819,642547,,,0.0,False,False,1.526315789473684,1.526315789473684,0,3,1,"Kyle Harrison, Rob Zastryzny, Sal Frelick",Mark Vientos,0,0,0,0,-0.012,0,"home 3 IL placement(s) (Kyle Harrison, Rob Zastryzny, Sal Frelick) -> -2.40pp | away 1 IL placement(s) (Mark Vientos) -> +1.20pp",il_placement_home;il_placement_away
824654,DET @ CHC,False,False,592791,656427,592791,656427,,,0.0,False,False,1.900900900900901,1.900900900900901,0,0,0,,,0,0,0,0,0.0,0,,
822874,CHW @ TEX,False,False,594798,607200,594798,607200,,,0.0,False,False,1.65359477124183,1.65359477124183,0,1,0,Chris Martin,,0,0,0,0,-0.012,0,home 1 IL placement(s) (Chris Martin) -> -1.20pp,il_placement_home
824167,MIA @ HOU,False,False,669854,676083,669854,676083,,,0.0,True,True,1.8,1.8,0,1,1,Brice Matthews,William Kempner,0,0,0,0,0.0,0,home bullpen short -> 1.5pp toward away | away bullpen short -> 1.5pp toward home | home 1 IL placement(s) (Brice Matthews) -> -1.20pp | away 1 IL placement(s) (William Kempner) -> +1.20pp,bullpen_short_home;bullpen_short_away;il_placement_home;il_placement_away
824328,WSH @ COL,False,False,607536,674841,607536,674841,,,0.0,False,False,2.15,2.15,0,1,2,Jeff Criswell,"Drew Millas, PJ Poulin",0,0,0,0,0.006000000000000002,0,"home 1 IL placement(s) (Jeff Criswell) -> -1.20pp | away 2 IL placement(s) (Drew Millas, PJ Poulin) -> +1.80pp",il_placement_home;il_placement_away
825058,OAK @ ARI,False,False,683352,605488,683352,605488,,,0.0,True,False,1.65359477124183,1.65359477124183,0,0,3,,"Zack Gelof, Nick Kurtz, Justin Sterner",0,0,0,0,0.009000000000000001,0,"home bullpen short -> 1.5pp toward away | away 3 IL placement(s) (Zack Gelof, Nick Kurtz, Justin Sterner) -> +2.40pp",bullpen_short_home;il_placement_away
823112,CIN @ SEA,False,False,669923,671096,669923,671096,,,0.0,False,False,1.7092198581560285,1.7092198581560285,0,0,2,,"Matt McLain, Nick Lodolo",0,0,0,0,0.018000000000000002,0,"away 2 IL placement(s) (Matt McLain, Nick Lodolo) -> +1.80pp",il_placement_away
824006,STL @ LAA,False,False,667755,681517,667755,681517,,,0.0,True,True,1.9433962264150944,1.9433962264150944,0,0,1,,JoJo Romero,0,0,0,0,0.012,0,home bullpen short -> 1.5pp toward away | away bullpen short -> 1.5pp toward home | away 1 IL placement(s) (JoJo Romero) -> +1.20pp,bullpen_short_home;bullpen_short_away;il_placement_away
