game_date,home_team,away_team,total_line,pred_runs,edge_runs,side,decimal,our_prob,book_fair,stake_units
2026-05-14,CIN,WSH,8.0,8.85,0.85,over,1.866,0.5342,0.5173,0.0
2026-05-14,NYM,DET,7.0,8.79,1.79,over,1.833,0.5652,0.5293,0.87
2026-05-14,MIL,SD,8.0,8.69,0.69,over,1.971,0.4967,0.4829,0.0
2026-05-14,HOU,SEA,9.0,9.87,0.87,over,1.862,0.5353,0.518,0.0
2026-05-14,OAK,STL,9.5,8.59,0.91,under,1.913,0.5189,0.5007,0.0
2026-05-14,BOS,PHI,7.5,10.34,2.84,over,1.952,0.5444,0.4875,1.32
2026-05-14,ATL,CHC,7.5,9.53,2.03,over,1.87,0.5544,0.5138,0.84
2026-05-14,CHW,KC,8.5,9.47,0.97,over,1.976,0.5016,0.4821,0.0
