game_date,season,game_id,team,tier,decimal,prob,edge_pp,kelly_fraction,stake,won,pnl,bankroll
2023-04-28,2023,718388,TEX,DIAMOND,2.5,0.5258712768554688,16.359486163210324,0.05244636535644531,52.44636535644531,True,78.66954803466797,1078.669548034668
2023-04-29,2023,718369,STL,PLATINUM,2.2,0.514595240354538,8.834004467009237,0.027522818495829913,29.68802618753705,False,-29.68802618753705,1048.9815218471308
2023-04-29,2023,718378,KC,PLATINUM,2.73,0.5094876885414124,19.23842713493617,0.056488640132667016,59.25553969343996,True,102.51208366965112,1151.4936055167818
2023-04-29,2023,718401,DET,PLATINUM,8.5,0.5085561275482178,45.15950395196804,0.11075756947199504,127.53663300958301,False,-127.53663300958301,1023.9569725071988
2023-04-30,2023,718363,SEA,DIAMOND,2.4450000000000003,0.5159127712249756,14.419068969803297,0.045226077101222395,46.309556986944834,True,66.9173098461353,1090.8742823533341
2023-05-01,2023,718351,CLE,PLATINUM,2.12,0.5188399255275726,7.341936174862729,0.022308179044297764,24.33541880555801,True,27.255669062224975,1118.1299514155592
2023-05-01,2023,718361,ATL,PLATINUM,2.95,0.5151751637458801,23.1973739411266,0.0666367606474803,74.5085579452574,False,-74.5085579452574,1043.6213934703019
2023-05-02,2023,718335,CIN,PLATINUM,2.85,0.5200316607952118,21.38953202891727,0.06514732881977753,67.98914608376418,True,125.77992025496374,1169.4013137252657
2023-05-02,2023,718338,LAA,PLATINUM,2.27,0.5011701583862305,9.263990133741018,0.02709768888518567,31.688072981254653,True,40.24385268619341,1209.645166411459
2023-05-03,2023,718323,BOS,PLATINUM,2.255,0.5354592800140381,12.415169869985936,0.041326827974433426,49.99079770239126,True,62.738451116501025,1272.38361752796
2023-05-03,2023,718330,CIN,PLATINUM,2.8,0.5031020045280457,19.115294004616626,0.056761890649795525,72.22289976271333,False,-72.22289976271333,1200.1607177652468
2023-05-03,2023,718348,DET,PLATINUM,2.825,0.5352125763893127,22.82247864724229,0.07013363401367241,84.1716325373342,True,153.61322938063495,1353.7739471458817
2023-05-05,2023,718303,MIA,PLATINUM,2.39,0.5012137591838837,11.641246722071074,0.03559368425350396,48.18580242533027,False,-48.18580242533027,1305.5881447205516
2023-05-06,2023,718286,PIT,PLATINUM,2.17,0.5181551575660706,8.774011914265762,0.026580489726148102,34.703172267325385,False,-34.703172267325385,1270.884972453226
2023-05-06,2023,718287,MIL,PLATINUM,2.1047826086956523,0.5011701583862305,4.865998921756054,0.0124129020806515,15.775370718833374,False,-15.775370718833374,1255.1096017343928
2023-05-06,2023,718288,DET,PLATINUM,2.88,0.5167372524738312,21.475082619942697,0.06492064988359492,81.48253101973677,True,153.18715831710512,1408.2967600514978
2023-05-07,2023,718267,SF,PLATINUM,3.4,0.5311211347579956,29.76163734736945,0.0839387352267901,118.21064886270902,False,-118.21064886270902,1290.086111188789
2023-05-07,2023,718269,CHC,PLATINUM,2.0,0.5099184513092041,3.3902540494334774,0.004959225654602051,6.397828139253235,False,-6.397828139253235,1283.6882830495356
2023-05-07,2023,718276,COL,DIAMOND,2.76,0.5123011767864227,19.48135823336632,0.058799893171949814,75.48073390939636,True,132.8460916805376,1416.534374730073
2023-05-09,2023,718250,WSH,PLATINUM,2.85,0.5187001526355743,21.38253893925176,0.06463451824478202,91.55701688785179,False,-91.55701688785179,1324.9773578422212
2023-05-09,2023,718252,COL,PLATINUM,2.45,0.5011701583862305,13.00509118893306,0.039287394490735296,52.05490814883949,True,75.47961681581727,1400.4569746580385
2023-05-10,2023,718230,WSH,DIAMOND,2.9,0.5011701583862305,20.535235399068164,0.05965703412106163,83.54710952225335,True,158.73950809228137,1559.1964827503198
2023-05-10,2023,718235,HOU,PLATINUM,2.145,0.5187001526355743,7.973511637349285,0.024587735240896722,38.33711030640226,True,43.89599130083059,1603.0924740511505
2023-05-11,2023,718216,MIN,PLATINUM,1.99009900990099,0.5244330763816833,4.626207066914051,0.011027620881795873,17.678296042296274,True,17.50326340821413,1620.5957374593645
2023-05-12,2023,718205,LAA,PLATINUM,2.12,0.5241206884384155,7.870012465947019,0.02480711149317878,40.20229914452474,True,45.02657504186771,1665.6223125012323
2023-05-12,2023,718208,DET,PLATINUM,2.04,0.5222579836845398,5.456200047210702,0.015722665076072406,26.188021762690084,False,-26.188021762690084,1639.4342907385421
2023-05-12,2023,718212,CIN,PLATINUM,2.2,0.525117039680481,10.017177226645035,0.03234530985355379,53.028010118479344,True,63.633612142175224,1703.0679028807174
2023-05-13,2023,718188,COL,PLATINUM,2.12,0.5402939319610596,9.487336818211428,0.032460521374429986,55.28247206356518,False,-55.28247206356518,1647.7854308171522
2023-05-14,2023,718174,COL,PLATINUM,2.28,0.5321393609046936,12.758951673876744,0.04165580915287135,68.63983543100119,True,87.8589893516815,1735.6444201688337
2023-05-14,2023,718178,CIN,DIAMOND,2.42,0.5011701583862305,12.395850027681831,0.03747038438286579,65.03526357570242,False,-65.03526357570242,1670.6091565931313
2023-05-15,2023,718163,BOS,PLATINUM,2.0,0.5225054025650024,4.878900615746151,0.01125270128250122,18.798865798953813,False,-18.798865798953813,1651.8102907941775
2023-05-15,2023,718171,BAL,PLATINUM,2.06,0.5276414155960083,6.73199261636973,0.020505027388626678,33.87041525355001,False,-33.87041525355001,1617.9398755406276
2023-05-16,2023,718148,TEX,PLATINUM,2.45,0.5371343493461609,16.601510284926107,0.05447916481001624,88.144013132275,True,127.80881904179877,1745.7486945824264
2023-05-16,2023,718152,CHC,PLATINUM,2.62,0.5014616847038269,16.244926484816137,0.048430495975930014,84.54747512795927,False,-84.54747512795927,1661.2012194544673
2023-05-17,2023,718132,WSH,PLATINUM,2.1,0.5190874934196472,6.672179796346633,0.020473576404831634,34.01073009030052,False,-34.01073009030052,1627.1904893641668
2023-05-17,2023,718138,CIN,DIAMOND,2.1,0.5128046274185181,6.148132330774125,0.017474935813383625,28.435049357787104,False,-28.435049357787104,1598.7554400063796
2023-05-19,2023,718119,CLE,PLATINUM,2.24,0.5181025862693787,10.11483363548501,0.032368909928106517,51.7499708346368,False,-51.7499708346368,1547.0054691717428
2023-05-21,2023,718078,MIA,DIAMOND,6.5,0.5011701583862305,41.23569423527699,0.10261845588684082,158.75131249490198,False,-158.75131249490198,1388.254156676841
2023-05-21,2023,718099,CLE,DIAMOND,2.25,0.5011701583862305,8.958682622568048,0.02552657127380371,35.43736867656564,False,-35.43736867656564,1352.8167880002752
2023-05-22,2023,718071,CIN,PLATINUM,2.6,0.5241422057151794,18.105533131948683,0.056682771071791656,76.68140429629611,True,122.69024687407378,1475.507034874349
2023-05-23,2023,718051,COL,PLATINUM,2.0,0.5383739471435547,6.118411478383684,0.019186973571777344,28.31051448310569,True,28.31051448310569,1503.8175493574547
2023-05-23,2023,718061,TOR,PLATINUM,1.9803921568627447,0.5187001526355743,3.6118696170736153,0.006943577080965005,10.441873069671383,True,10.237130460462136,1514.0546798179168
