date,matchup,pick,tier,signals,p_model,pick_prob,won,run_diff,winner,home_R,away_R
2026-05-20,BAL @ TB,TB,SKIP,,0.5221,0.5221,True,2,TB,5,3
2026-05-20,HOU @ MIN,MIN,GOLD,F1_xera_gap=1.27*,0.6008,0.6008,True,3,MIN,4,1
2026-05-20,TEX @ COL,COL,SKIP,,0.5735,0.5735,False,1,TEX,4,5
2026-05-20,SF @ ARI,ARI,SKIP,,0.6683,0.6683,True,3,ARI,6,3
2026-05-20,ATL @ MIA,ATL,GOLD,"F1_xera_gap=1.06*, F2_xwoba_gap=0.031",0.5192,0.5192,True,8,ATL,1,9
2026-05-20,TOR @ NYY,NYY,PLATINUM,"F2_xwoba_gap=0.040, F3_swing_take_gap=8128.4",0.5493,0.5493,False,1,TOR,1,2
2026-05-20,BOS @ KC,KC,GOLD,"F1_xera_gap=1.05*, F3_swing_take_gap=1412.5",0.502,0.502,False,1,BOS,3,4
2026-05-20,MIL @ CHC,MIL,GOLD,"F1_xera_gap=1.39*, F3_swing_take_gap=3666.2",0.5463,0.5463,True,5,MIL,0,5
2026-05-20,PIT @ STL,STL,SKIP,,0.5593,0.5593,False,7,PIT,0,7
2026-05-20,LAD @ SD,LAD,PLATINUM,"F1_xera_gap=3.72, F2_xwoba_gap=0.035",0.5403,0.5403,True,4,LAD,0,4
2026-05-21,CLE @ DET,CLE,GOLD,F3_swing_take_gap=2167.0,0.5433,0.5433,True,2,CLE,1,3
2026-05-21,PIT @ STL,STL,SKIP,,0.5351,0.5351,False,4,PIT,2,6
2026-05-21,NYM @ WSH,WSH,GOLD,F3_swing_take_gap=2966.5,0.5587,0.5587,False,1,NYM,1,2
2026-05-21,ATL @ MIA,ATL,GOLD,F2_xwoba_gap=0.031,0.5174,0.5174,True,6,ATL,3,9
2026-05-21,TOR @ NYY,NYY,PLATINUM,"F2_xwoba_gap=0.038, F3_swing_take_gap=7789.3",0.5237,0.5237,False,2,TOR,0,2
2026-05-21,COL @ ARI,ARI,GOLD,F3_swing_take_gap=1889.2,0.5306,0.5306,True,1,ARI,2,1
2026-05-22,HOU @ CHC,CHC,GOLD,F3_swing_take_gap=938.3,0.6038,0.6038,False,2,HOU,2,4
2026-05-22,CLE @ PHI,PHI,GOLD,F1_xera_gap=2.62,0.5254,0.5254,False,1,CLE,0,1
2026-05-22,PIT @ TOR,PIT,SKIP,,0.5373,0.5373,False,4,TOR,6,2
2026-05-22,MIN @ BOS,MIN,SKIP,,0.5046,0.5046,True,2,MIN,6,8
2026-05-22,NYM @ MIA,MIA,SKIP,,0.5011,0.5011,True,1,MIA,2,1
2026-05-22,DET @ BAL,BAL,SKIP,,0.6124,0.6124,True,3,BAL,7,4
2026-05-22,WSH @ ATL,ATL,GOLD,F3_swing_take_gap=1409.2,0.5153,0.5153,True,1,ATL,5,4
2026-05-22,SEA @ KC,KC,SKIP,,0.6124,0.6124,False,2,SEA,0,2
2026-05-22,LAD @ MIL,MIL,SKIP,,0.5034,0.5034,True,4,MIL,5,1
2026-05-22,COL @ ARI,ARI,PLATINUM,"F1_xera_gap=2.73, F3_swing_take_gap=2014.1",0.7847,0.7847,False,1,COL,2,3
2026-05-23,STL @ CIN,CIN,SKIP,,0.5158,0.5158,False,7,STL,1,8
2026-05-23,HOU @ CHC,CHC,GOLD,F3_swing_take_gap=887.2,0.5827,0.5827,False,3,HOU,0,3
2026-05-23,PIT @ TOR,PIT,PLATINUM,"F1_xera_gap=6.16, F2_xwoba_gap=0.024",0.5174,0.5174,False,3,TOR,5,2
2026-05-23,CLE @ PHI,PHI,SKIP,,0.5505,0.5505,True,3,PHI,3,0
2026-05-23,SEA @ KC,KC,SKIP,,0.5896,0.5896,True,5,KC,5,0
2026-05-23,MIN @ BOS,MIN,SKIP,,0.5344,0.5344,True,2,MIN,2,4
2026-05-23,WSH @ ATL,WSH,SKIP,,0.5343,0.5343,True,2,WSH,0,2
2026-05-23,NYM @ MIA,MIA,SKIP,,0.5971,0.5971,True,3,MIA,4,1
2026-05-23,LAD @ MIL,LAD,GOLD,F2_xwoba_gap=0.037,0.5031,0.5031,True,8,LAD,3,11
2026-05-23,TEX @ LAA,TEX,SKIP,,0.5099,0.5099,False,3,LAA,5,2
2026-05-23,COL @ ARI,ARI,GOLD,"F1_xera_gap=0.92*, F3_swing_take_gap=2528.8",0.6464,0.6464,True,1,ARI,5,4
2026-05-24,PIT @ TOR,TOR,GOLD,F1_xera_gap=2.03,0.5022,0.5022,False,3,PIT,1,4
2026-05-24,DET @ BAL,BAL,SKIP,,0.6803,0.6803,True,2,BAL,5,3
2026-05-24,MIN @ BOS,MIN,GOLD,F1_xera_gap=1.10*,0.5313,0.5313,True,1,MIN,5,6
2026-05-24,CLE @ PHI,PHI,SKIP,,0.6563,0.6563,False,2,CLE,1,3
2026-05-24,TB @ NYY,NYY,SKIP,,0.6743,0.6743,True,2,NYY,2,0
2026-05-24,NYM @ MIA,MIA,SKIP,,0.6416,0.6416,True,4,MIA,4,0
2026-05-24,SEA @ KC,KC,SKIP,,0.524,0.524,True,2,KC,8,6
2026-05-24,LAD @ MIL,LAD,GOLD,"F1_xera_gap=1.46*, F2_xwoba_gap=0.038",0.5133,0.5133,True,4,LAD,1,5
2026-05-24,HOU @ CHC,CHC,GOLD,F3_swing_take_gap=516.3,0.5521,0.5521,False,3,HOU,5,8
2026-05-24,COL @ ARI,ARI,GOLD,F3_swing_take_gap=2767.3,0.6863,0.6863,True,8,ARI,9,1
2026-05-24,WSH @ ATL,WSH,GOLD,F3_swing_take_gap=1181.1,0.5373,0.5373,True,1,WSH,1,2
2026-05-24,TEX @ LAA,LAA,GOLD,F1_xera_gap=1.21*,0.6472,0.6472,True,1,LAA,2,1
2026-05-25,CHC @ PIT,CHC,GOLD,F1_xera_gap=2.23*,0.5103,0.5103,False,1,PIT,2,1
2026-05-25,TB @ BAL,BAL,SKIP,,0.5039,0.5039,True,2,BAL,9,7
2026-05-25,STL @ MIL,MIL,GOLD,F1_xera_gap=5.04,0.6683,0.6683,True,4,MIL,5,1
2026-05-25,NYY @ KC,NYY,GOLD,"F1_xera_gap=1.17*, F2_xwoba_gap=0.028",0.5465,0.5465,True,1,NYY,3,4
2026-05-25,CIN @ NYM,CIN,SKIP,,0.5313,0.5313,True,5,CIN,2,7
2026-05-25,ARI @ SF,ARI,SKIP,,0.5849,0.5849,True,4,ARI,2,6
2026-05-25,WSH @ CLE,CLE,PLATINUM,"F1_xera_gap=3.87, F5_bullpen_gap=+0.73",0.6833,0.6833,False,8,WSH,2,10
2026-05-25,PHI @ SD,PHI,GOLD,F3_swing_take_gap=256.8,0.5146,0.5146,True,3,PHI,0,3
2026-05-25,HOU @ TEX,TEX,SKIP,,0.5389,0.5389,False,9,HOU,0,9
2026-05-25,MIA @ TOR,MIA,SKIP,,0.5027,0.5027,True,6,MIA,2,8
2026-05-25,COL @ LAD,LAD,PLATINUM,"F2_xwoba_gap=0.050, F3_swing_take_gap=11311.1",0.6683,0.6683,True,2,LAD,5,3
