game_pk,game_date,home_team,away_team,home_xwoba,away_xwoba,home_score,away_score,n_pa_home,n_pa_away,source_pulled_at
825007,2026-05-16,OAK,SF,0.3417,0.3012,4,6,34,44,2026-05-28T05:28:26+00:00
822738,2026-05-17,WSH,BAL,0.3218,0.3972,3,7,39,39,2026-05-28T05:28:26+00:00
822982,2026-05-17,TB,MIA,0.3218,0.4039,6,3,36,39,2026-05-28T05:28:26+00:00
823058,2026-05-17,STL,KC,0.3274,0.2383,0,2,34,37,2026-05-28T05:28:26+00:00
823138,2026-05-17,SEA,SD,0.2378,0.4086,3,8,35,40,2026-05-28T05:28:26+00:00
823381,2026-05-17,PIT,PHI,0.2644,0.3152,0,6,32,38,2026-05-28T05:28:26+00:00
823628,2026-05-17,NYM,NYY,0.3545,0.3805,6,6,45,44,2026-05-28T05:28:26+00:00
823708,2026-05-17,MIN,MIL,0.2929,0.413,5,4,35,41,2026-05-28T05:28:26+00:00
824034,2026-05-17,LAA,LAD,0.212,0.3709,1,10,30,42,2026-05-28T05:28:26+00:00
824192,2026-05-17,HOU,TEX,0.2286,0.2794,0,8,33,37,2026-05-28T05:28:26+00:00
824279,2026-05-17,DET,TOR,0.254,0.2862,1,4,35,36,2026-05-28T05:28:26+00:00
824358,2026-05-17,COL,AZ,0.3307,0.3498,6,8,41,42,2026-05-28T05:28:26+00:00
824436,2026-05-17,CLE,CIN,0.4759,0.326,10,3,40,38,2026-05-28T05:28:26+00:00
824599,2026-05-17,CHW,CHC,0.3191,0.4068,7,8,41,47,2026-05-28T05:28:26+00:00
824923,2026-05-17,ATL,BOS,0.4013,0.2129,8,1,38,37,2026-05-28T05:28:26+00:00
825006,2026-05-17,OAK,SF,0.3739,0.2982,1,10,35,43,2026-05-28T05:28:26+00:00
822734,2026-05-18,WSH,NYM,0.3225,0.3469,7,16,57,54,2026-05-28T05:28:26+00:00
822980,2026-05-18,TB,BAL,0.4145,0.3328,16,6,47,43,2026-05-28T05:28:26+00:00
823137,2026-05-18,SEA,CHW,0.3265,0.2538,6,1,36,35,2026-05-28T05:28:26+00:00
823301,2026-05-18,SD,LAD,0.2384,0.2985,1,0,29,34,2026-05-28T05:28:26+00:00
823465,2026-05-18,PHI,CIN,0.3556,0.276,5,4,35,35,2026-05-28T05:28:26+00:00
823549,2026-05-18,NYY,TOR,0.4772,0.2811,7,6,38,38,2026-05-28T05:28:26+00:00
823705,2026-05-18,MIN,HOU,0.3375,0.2865,6,3,33,40,2026-05-28T05:28:26+00:00
823867,2026-05-18,MIA,ATL,0.3772,0.2349,12,0,43,33,2026-05-28T05:28:26+00:00
824035,2026-05-18,LAA,OAK,0.253,0.2916,0,1,28,39,2026-05-28T05:28:26+00:00
824114,2026-05-18,KC,BOS,0.1862,0.3296,1,3,34,39,2026-05-28T05:28:26+00:00
824277,2026-05-18,DET,CLE,0.3035,0.3725,2,8,33,41,2026-05-28T05:28:26+00:00
824357,2026-05-18,COL,TEX,0.2729,0.3335,7,6,36,41,2026-05-28T05:28:26+00:00
824680,2026-05-18,CHC,MIL,0.2971,0.3743,3,9,37,41,2026-05-28T05:28:26+00:00
825087,2026-05-18,AZ,SF,0.4265,0.2708,12,2,41,35,2026-05-28T05:28:26+00:00
822736,2026-05-19,WSH,NYM,0.3115,0.2943,9,6,38,36,2026-05-28T05:28:35+00:00
822979,2026-05-19,TB,BAL,0.3892,0.2367,4,1,33,31,2026-05-28T05:28:35+00:00
823059,2026-05-19,STL,PIT,0.4175,0.3601,6,6,36,46,2026-05-28T05:28:35+00:00
823136,2026-05-19,SEA,CHW,0.2448,0.1851,1,2,34,35,2026-05-28T05:28:35+00:00
823302,2026-05-19,SD,LAD,0.2908,0.2686,4,5,36,35,2026-05-28T05:28:35+00:00
823464,2026-05-19,PHI,CIN,0.1991,0.2801,1,4,30,37,2026-05-28T05:28:35+00:00
823548,2026-05-19,NYY,TOR,0.3155,0.2783,5,4,35,39,2026-05-28T05:28:35+00:00
823704,2026-05-19,MIN,HOU,0.2378,0.2629,1,2,37,32,2026-05-28T05:28:35+00:00
823865,2026-05-19,MIA,ATL,0.2649,0.3608,4,8,40,45,2026-05-28T05:28:35+00:00
824033,2026-05-19,LAA,OAK,0.3615,0.3655,6,14,44,45,2026-05-28T05:28:35+00:00
824112,2026-05-19,KC,BOS,0.2662,0.3644,1,7,34,41,2026-05-28T05:28:35+00:00
824276,2026-05-19,DET,CLE,0.3039,0.2083,3,4,40,32,2026-05-28T05:28:35+00:00
824356,2026-05-19,COL,TEX,0.2845,0.5122,0,10,33,48,2026-05-28T05:28:35+00:00
824677,2026-05-19,CHC,MIL,0.1789,0.3294,2,5,36,41,2026-05-28T05:28:35+00:00
825086,2026-05-19,AZ,SF,0.406,0.3644,2,3,36,38,2026-05-28T05:28:35+00:00
822735,2026-05-20,WSH,NYM,0.4049,0.3627,8,4,34,34,2026-05-28T05:28:35+00:00
822977,2026-05-20,TB,BAL,0.3211,0.3619,5,3,33,39,2026-05-28T05:28:35+00:00
823057,2026-05-20,STL,PIT,0.3209,0.3455,0,7,35,45,2026-05-28T05:28:35+00:00
823134,2026-05-20,SEA,CHW,0.3957,0.2911,5,4,35,40,2026-05-28T05:28:35+00:00
823299,2026-05-20,SD,LAD,0.2668,0.516,0,4,32,39,2026-05-28T05:28:35+00:00
823462,2026-05-20,PHI,CIN,0.2888,0.374,4,9,35,43,2026-05-28T05:28:35+00:00
823547,2026-05-20,NYY,TOR,0.1503,0.2395,1,2,33,35,2026-05-28T05:28:35+00:00
823703,2026-05-20,MIN,HOU,0.36,0.1462,4,1,33,32,2026-05-28T05:28:35+00:00
823866,2026-05-20,MIA,ATL,0.2844,0.2867,1,9,31,39,2026-05-28T05:28:35+00:00
824032,2026-05-20,LAA,OAK,0.3744,0.2818,5,6,39,42,2026-05-28T05:28:35+00:00
824111,2026-05-20,KC,BOS,0.2671,0.3288,3,4,37,39,2026-05-28T05:28:35+00:00
824273,2026-05-20,DET,CLE,0.3238,0.2359,2,3,37,40,2026-05-28T05:28:35+00:00
824355,2026-05-20,COL,TEX,0.2254,0.3592,4,5,37,41,2026-05-28T05:28:35+00:00
824678,2026-05-20,CHC,MIL,0.1674,0.3246,0,5,29,39,2026-05-28T05:28:35+00:00
825084,2026-05-20,AZ,SF,0.2624,0.3956,6,3,33,36,2026-05-28T05:28:35+00:00
822733,2026-05-21,WSH,NYM,0.2709,0.3346,1,2,36,36,2026-05-28T05:28:35+00:00
823056,2026-05-21,STL,PIT,0.2811,0.2881,2,6,36,39,2026-05-28T05:28:35+00:00
823545,2026-05-21,NYY,TOR,0.2578,0.2372,0,2,32,37,2026-05-28T05:28:35+00:00
823864,2026-05-21,MIA,ATL,0.2262,0.325,3,9,34,38,2026-05-28T05:28:35+00:00
824031,2026-05-21,LAA,OAK,0.2862,0.2508,2,3,34,42,2026-05-28T05:28:35+00:00
824274,2026-05-21,DET,CLE,0.2471,0.2363,1,3,37,34,2026-05-28T05:28:35+00:00
825083,2026-05-21,AZ,COL,0.2917,0.2565,1,1,36,34,2026-05-28T05:28:35+00:00
822816,2026-05-22,TOR,PIT,0.2831,0.2607,6,2,38,34,2026-05-28T05:28:35+00:00
823223,2026-05-22,SF,CHW,0.2416,0.3259,4,9,38,42,2026-05-28T05:28:35+00:00
823298,2026-05-22,SD,OAK,0.3641,0.2527,7,3,34,37,2026-05-28T05:28:35+00:00
823461,2026-05-22,PHI,CLE,0.2241,0.3315,0,1,30,32,2026-05-28T05:28:35+00:00
823546,2026-05-22,NYY,TB,0.4184,0.2532,2,4,38,37,2026-05-28T05:28:35+00:00
823788,2026-05-22,MIL,LAD,0.3758,0.2662,5,1,34,37,2026-05-28T05:28:35+00:00
823863,2026-05-22,MIA,NYM,0.2371,0.3161,2,1,30,29,2026-05-28T05:28:35+00:00
824029,2026-05-22,LAA,TEX,0.5594,0.4228,9,6,41,39,2026-05-28T05:28:35+00:00
824110,2026-05-22,KC,SEA,0.2434,0.2552,0,2,33,34,2026-05-28T05:28:35+00:00
824679,2026-05-22,CHC,HOU,0.3385,0.3494,2,4,40,40,2026-05-28T05:28:35+00:00
824761,2026-05-22,BOS,MIN,0.351,0.2939,6,8,38,44,2026-05-28T05:28:35+00:00
824842,2026-05-22,BAL,DET,0.3296,0.263,7,4,40,35,2026-05-28T05:28:35+00:00
824922,2026-05-22,ATL,WSH,0.2746,0.2655,4,4,45,45,2026-05-28T05:28:35+00:00
825082,2026-05-22,AZ,COL,0.395,0.2513,2,3,34,39,2026-05-28T05:28:35+00:00
822814,2026-05-23,TOR,PIT,0.3537,0.2075,5,2,33,36,2026-05-28T05:28:53+00:00
823222,2026-05-23,SF,CHW,0.3409,0.222,10,3,39,37,2026-05-28T05:28:53+00:00
823300,2026-05-23,SD,OAK,0.2899,0.2976,2,0,35,35,2026-05-28T05:28:53+00:00
823458,2026-05-23,PHI,CLE,0.3105,0.1832,3,0,36,30,2026-05-28T05:28:53+00:00
823787,2026-05-23,MIL,LAD,0.2546,0.3855,3,11,35,46,2026-05-28T05:28:53+00:00
823862,2026-05-23,MIA,NYM,0.181,0.2162,4,1,33,33,2026-05-28T05:28:53+00:00
824030,2026-05-23,LAA,TEX,0.3387,0.3536,5,2,36,40,2026-05-28T05:28:53+00:00
824109,2026-05-23,KC,SEA,0.3566,0.2021,5,0,35,29,2026-05-28T05:28:53+00:00
824516,2026-05-23,CIN,STL,0.3803,0.366,6,6,40,43,2026-05-28T05:28:53+00:00
824518,2026-05-23,CIN,STL,0.2832,0.4007,1,8,29,43,2026-05-28T05:28:53+00:00
824674,2026-05-23,CHC,HOU,0.2262,0.3328,0,3,30,34,2026-05-28T05:28:53+00:00
824760,2026-05-23,BOS,MIN,0.246,0.3193,2,4,36,40,2026-05-28T05:28:53+00:00
824920,2026-05-23,ATL,WSH,0.1622,0.248,0,2,31,35,2026-05-28T05:28:53+00:00
825080,2026-05-23,AZ,COL,0.3091,0.269,5,4,38,38,2026-05-28T05:28:53+00:00
822813,2026-05-24,TOR,PIT,0.2788,0.3085,1,4,38,37,2026-05-28T05:28:53+00:00
823220,2026-05-24,SF,CHW,0.3732,0.3216,8,5,38,37,2026-05-28T05:28:53+00:00
823297,2026-05-24,SD,OAK,0.3224,0.2856,2,5,37,43,2026-05-28T05:28:53+00:00
823459,2026-05-24,PHI,CLE,0.3102,0.302,1,3,37,33,2026-05-28T05:28:53+00:00
823544,2026-05-24,NYY,TB,0.2734,0.2437,0,0,29,35,2026-05-28T05:28:53+00:00
823786,2026-05-24,MIL,LAD,0.2533,0.3094,1,5,33,40,2026-05-28T05:28:53+00:00
823861,2026-05-24,MIA,NYM,0.3641,0.3072,0,0,37,37,2026-05-28T05:28:53+00:00
824028,2026-05-24,LAA,TEX,0.2435,0.1531,1,1,33,31,2026-05-28T05:28:53+00:00
824108,2026-05-24,KC,SEA,0.2819,0.4099,8,6,37,41,2026-05-28T05:28:53+00:00
824676,2026-05-24,CHC,HOU,0.3977,0.2759,5,8,40,36,2026-05-28T05:28:53+00:00
824759,2026-05-24,BOS,MIN,0.3002,0.3002,5,6,38,43,2026-05-28T05:28:53+00:00
824839,2026-05-24,BAL,DET,0.4022,0.2644,2,3,36,39,2026-05-28T05:28:53+00:00
824840,2026-05-24,BAL,DET,0.3142,0.3895,1,4,35,37,2026-05-28T05:28:53+00:00
824921,2026-05-24,ATL,WSH,0.2879,0.3578,1,2,37,36,2026-05-28T05:28:53+00:00
825081,2026-05-24,AZ,COL,0.3592,0.2483,9,1,36,34,2026-05-28T05:28:53+00:00
822812,2026-05-25,TOR,MIA,0.2819,0.292,2,8,39,39,2026-05-28T05:28:53+00:00
822899,2026-05-25,TEX,HOU,0.2672,0.3022,0,9,30,44,2026-05-28T05:28:53+00:00
823219,2026-05-25,SF,AZ,0.2639,0.3356,2,6,33,41,2026-05-28T05:28:53+00:00
823296,2026-05-25,SD,PHI,0.2426,0.3954,0,3,34,32,2026-05-28T05:28:53+00:00
823380,2026-05-25,PIT,CHC,0.3937,0.281,2,1,34,35,2026-05-28T05:28:53+00:00
823625,2026-05-25,NYM,CIN,0.2836,0.3043,2,7,36,39,2026-05-28T05:28:53+00:00
823784,2026-05-25,MIL,STL,0.3066,0.1806,5,1,36,29,2026-05-28T05:28:53+00:00
823948,2026-05-25,LAD,COL,0.3015,0.2887,5,3,35,35,2026-05-28T05:28:53+00:00
824107,2026-05-25,KC,NYY,0.301,0.3129,3,4,37,36,2026-05-28T05:28:53+00:00
824437,2026-05-25,CLE,WSH,0.2864,0.4185,2,10,34,42,2026-05-28T05:28:53+00:00
824598,2026-05-25,CHW,MIN,0.2666,0.2835,3,1,33,36,2026-05-28T05:28:53+00:00
824838,2026-05-25,BAL,TB,0.3707,0.3464,7,7,51,52,2026-05-28T05:28:53+00:00
825005,2026-05-25,OAK,SEA,0.246,0.2934,2,9,35,41,2026-05-28T05:28:53+00:00
822811,2026-05-26,TOR,MIA,0.4249,0.2057,8,1,40,34,2026-05-28T05:28:53+00:00
822898,2026-05-26,TEX,HOU,0.3769,0.4654,10,7,35,39,2026-05-28T05:28:53+00:00
823216,2026-05-26,SF,AZ,0.3788,0.3289,5,7,38,39,2026-05-28T05:28:53+00:00
823294,2026-05-26,SD,PHI,0.2641,0.4734,3,4,34,38,2026-05-28T05:28:53+00:00
823379,2026-05-26,PIT,CHC,0.3827,0.2661,12,1,43,39,2026-05-28T05:28:53+00:00
823624,2026-05-26,NYM,CIN,0.2424,0.2849,2,7,33,44,2026-05-28T05:28:53+00:00
823785,2026-05-26,MIL,STL,0.3209,0.3085,6,0,37,35,2026-05-28T05:28:53+00:00
823949,2026-05-26,LAD,COL,0.5062,0.3512,15,6,44,40,2026-05-28T05:28:53+00:00
824106,2026-05-26,KC,NYY,0.221,0.4878,1,15,34,55,2026-05-28T05:28:53+00:00
824275,2026-05-26,DET,LAA,0.2855,0.3533,6,10,41,44,2026-05-28T05:28:53+00:00
824434,2026-05-26,CLE,WSH,0.266,0.3789,3,6,39,39,2026-05-28T05:28:53+00:00
824597,2026-05-26,CHW,MIN,0.2558,0.1996,3,5,41,40,2026-05-28T05:28:53+00:00
824758,2026-05-26,BOS,ATL,0.2866,0.3626,6,7,39,40,2026-05-28T05:28:53+00:00
824837,2026-05-26,BAL,TB,0.2795,0.2725,6,1,35,36,2026-05-28T05:28:53+00:00
825004,2026-05-26,OAK,SEA,0.2947,0.2889,1,4,35,39,2026-05-28T05:28:53+00:00
